family,rho,J,test,type_I,mcse,R,skew_D,abs_skew,skew_mcse
lognormal,0.0,10,paired_t,0.052925,0.0011194188712787,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.0,15,paired_t,0.0531,0.0011211644616201,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.0,20,paired_t,0.05025,0.0010923018985152,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.0,25,paired_t,0.052025,0.0011103873127764,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.0,30,paired_t,0.0512,0.0011020272228942,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.0,40,paired_t,0.049825,0.0010879162349992,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.0,50,paired_t,0.050975,0.0010997334833381,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.0,75,paired_t,0.049675,0.001086363134212,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.0,100,paired_t,0.05095,0.0010994782569473,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.0,150,paired_t,0.051475,0.0011048226596947,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.0,200,paired_t,0.0505,0.0010948715678105,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.0,400,paired_t,0.049125,0.0010806448812514,40000,0.6184727929275666,0.6184727929275666,0.0024494897427831
lognormal,0.6,10,paired_t,0.048375,0.0010727867842097,40000,0.5492380807537952,0.5492380807537952,0.0024494897427831
lognormal,0.6,15,paired_t,0.050325,0.0010930735836964,40000,0.5492380807537952,0.5492380807537952,0.0024494897427831
lognormal,0.6,20,paired_t,0.049375,0.0010832486946103,40000,0.5492380807537952,0.5492380807537952,0.0024494897427831
lognormal,0.6,25,paired_t,0.051,0.0010999886363049,40000,0.5492380807537952,0.5492380807537952,0.0024494897427831
lognormal,0.6,30,paired_t,0.050575,0.0010956410152851,40000,0.5492380807537952,0.5492380807537952,0.0024494897427831
lognormal,0.6,40,paired_t,0.050775,0.0010976896120374,40000,0.5492380807537952,0.5492380807537952,0.0024494897427831
lognormal,0.6,50,paired_t,0.052575,0.0011159174406626,40000,0.5492380807537952,0.5492380807537952,0.0024494897427831
