cell_id,seed,status,hostname,started_at,finished_at,runtime_seconds,shard_index,num_shards,output_paths,error
B_0025,400025,completed,laptopvanHugo,2026-08-08T14:37:54.741867+00:00,2026-08-08T14:37:54.793522+00:00,0.051704769997741096,0,1,"{""covariance"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_covariance_smoke.csv"",""manifest"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_manifest_smoke.csv"",""operating_characteristics"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_operating_characteristics_smoke.csv"",""verdict"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_verdict_smoke.md""}",
B_0027,400027,completed,laptopvanHugo,2026-08-08T14:37:54.742145+00:00,2026-08-08T14:37:54.796852+00:00,0.054737320002459455,0,1,"{""covariance"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_covariance_smoke.csv"",""manifest"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_manifest_smoke.csv"",""operating_characteristics"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_operating_characteristics_smoke.csv"",""verdict"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_verdict_smoke.md""}",
B_0065,400065,completed,laptopvanHugo,2026-08-08T14:37:54.742909+00:00,2026-08-08T14:37:54.817033+00:00,0.07415519699861761,0,1,"{""covariance"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_covariance_smoke.csv"",""manifest"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_manifest_smoke.csv"",""operating_characteristics"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_operating_characteristics_smoke.csv"",""verdict"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_verdict_smoke.md""}",
B_0067,400067,completed,laptopvanHugo,2026-08-08T14:37:54.743216+00:00,2026-08-08T14:37:54.800444+00:00,0.05736728400006541,0,1,"{""covariance"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_covariance_smoke.csv"",""manifest"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_manifest_smoke.csv"",""operating_characteristics"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_operating_characteristics_smoke.csv"",""verdict"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_verdict_smoke.md""}",
B_0105,400105,completed,laptopvanHugo,2026-08-08T14:37:54.743186+00:00,2026-08-08T14:37:54.788415+00:00,0.045257562000188045,0,1,"{""covariance"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_covariance_smoke.csv"",""manifest"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_manifest_smoke.csv"",""operating_characteristics"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_operating_characteristics_smoke.csv"",""verdict"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_verdict_smoke.md""}",
B_0107,400107,completed,laptopvanHugo,2026-08-08T14:37:54.743427+00:00,2026-08-08T14:37:54.808063+00:00,0.06469897300121374,0,1,"{""covariance"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_covariance_smoke.csv"",""manifest"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_manifest_smoke.csv"",""operating_characteristics"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_operating_characteristics_smoke.csv"",""verdict"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_verdict_smoke.md""}",
B_0145,400145,completed,laptopvanHugo,2026-08-08T14:37:54.744006+00:00,2026-08-08T14:37:54.804269+00:00,0.06035965900082374,0,1,"{""covariance"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_covariance_smoke.csv"",""manifest"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_manifest_smoke.csv"",""operating_characteristics"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_operating_characteristics_smoke.csv"",""verdict"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_verdict_smoke.md""}",
B_0147,400147,completed,laptopvanHugo,2026-08-08T14:37:54.744001+00:00,2026-08-08T14:37:54.815373+00:00,0.0714030500021181,0,1,"{""covariance"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_covariance_smoke.csv"",""manifest"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_manifest_smoke.csv"",""operating_characteristics"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_operating_characteristics_smoke.csv"",""verdict"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_verdict_smoke.md""}",
B_0185,400185,completed,laptopvanHugo,2026-08-08T14:37:54.745174+00:00,2026-08-08T14:37:54.792705+00:00,0.04869258799953968,0,1,"{""covariance"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_covariance_smoke.csv"",""manifest"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_manifest_smoke.csv"",""operating_characteristics"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_operating_characteristics_smoke.csv"",""verdict"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_verdict_smoke.md""}",
B_0187,400187,completed,laptopvanHugo,2026-08-08T14:37:54.788694+00:00,2026-08-08T14:37:54.838744+00:00,0.0500718439980119,0,1,"{""covariance"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_covariance_smoke.csv"",""manifest"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_manifest_smoke.csv"",""operating_characteristics"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_operating_characteristics_smoke.csv"",""verdict"":""/home/hugo_souto/Stuff/Submitted_Research/TISCA_paper/Test-Informed-Simulation-Count-Algorithm-TISCA/results/E1/module_b_joint_verdict_smoke.md""}",
