cell_id,module,family,K,rho,seed,extension,covariance_source,declared_parameters,contrast_map,declared_loss_covariance,implied_sigma_D,implied_corr_D,min_eigenvalue,loss_min_eigenvalue,diagnostic_n,diagnostic_seed,achieved_empirical_cov_D,achieved_empirical_corr_D,exact_contrast_mapping,shared_control_column,repeated_benchmark_columns,empirical_extension_is_synthetic
B_0316,B_joint,empirical_copula,3,0.9,400316,synthetic K-benchmark empirical-marginal Gaussian-copula extension,deterministic numerical population approximation (n=100000),"{""benchmark_residual_corr"":0.0,""rho_input"":0.9,""rho_latent"":0.9,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[0.6247667336843814,0.8129917432693071,0.8122459556061274,0.8127492836846921],[0.8129917432693071,1.3749419380369765,1.0871396787057126,1.0867476514640084],[0.8122459556061274,1.0871396787057126,1.3742677049242804,1.085621233965497],[0.8127492836846921,1.0867476514640084,1.085621233965497,1.375138654926557]]","[[0.37372518518274367,0.08666871351465943,0.08577335819439058],[0.08666871351465943,0.3745425273964069,0.08539272835905876],[0.08577335819439058,0.08539272835905876,0.3744068212415541]]","[[1.0,0.23165175715044134,0.22930015842015355],[0.23165175715044134,1.0,0.22803339081915447],[0.22930015842015355,0.22803339081915447,1.0]]",0.2873463403815922,0.0571705272476552,10000,1.7640245039439092e+19,"[[0.3557605310307691,0.08022825788025353,0.0807095951566282],[0.08022825788025353,0.35776008287448674,0.08266692661075775],[0.0807095951566282,0.08266692661075775,0.35912869367308037]]","[[1.0,0.22488088317830676,0.22579859415272396],[0.22488088317830676,1.0,0.23062734405042387],[0.22579859415272396,0.23062734405042387,1.0]]",True,True,False,True
B_0317,B_joint,empirical_copula,3,0.9,400317,synthetic K-benchmark empirical-marginal Gaussian-copula extension,deterministic numerical population approximation (n=100000),"{""benchmark_residual_corr"":0.0,""rho_input"":0.9,""rho_latent"":0.9,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[0.6247667336843814,0.8129917432693071,0.8122459556061274,0.8127492836846921],[0.8129917432693071,1.3749419380369765,1.0871396787057126,1.0867476514640084],[0.8122459556061274,1.0871396787057126,1.3742677049242804,1.085621233965497],[0.8127492836846921,1.0867476514640084,1.085621233965497,1.375138654926557]]","[[0.37372518518274367,0.08666871351465943,0.08577335819439058],[0.08666871351465943,0.3745425273964069,0.08539272835905876],[0.08577335819439058,0.08539272835905876,0.3744068212415541]]","[[1.0,0.23165175715044134,0.22930015842015355],[0.23165175715044134,1.0,0.22803339081915447],[0.22930015842015355,0.22803339081915447,1.0]]",0.2873463403815922,0.0571705272476552,10000,5.298575366389102e+18,"[[0.37134327826997393,0.08661826665231719,0.0740773470532266],[0.08661826665231719,0.3719905284263649,0.08135862026119774],[0.0740773470532266,0.08135862026119774,0.361901604851763]]","[[1.0,0.2330535721864709,0.20207025170256654],[0.2330535721864709,1.0,0.2217391504912125],[0.20207025170256654,0.2217391504912125,1.0]]",True,True,False,True
B_0318,B_joint,empirical_copula,3,0.9,400318,synthetic K-benchmark empirical-marginal Gaussian-copula extension,deterministic numerical population approximation (n=100000),"{""benchmark_residual_corr"":0.0,""rho_input"":0.9,""rho_latent"":0.9,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[0.6247667336843814,0.8129917432693071,0.8122459556061274,0.8127492836846921],[0.8129917432693071,1.3749419380369765,1.0871396787057126,1.0867476514640084],[0.8122459556061274,1.0871396787057126,1.3742677049242804,1.085621233965497],[0.8127492836846921,1.0867476514640084,1.085621233965497,1.375138654926557]]","[[0.37372518518274367,0.08666871351465943,0.08577335819439058],[0.08666871351465943,0.3745425273964069,0.08539272835905876],[0.08577335819439058,0.08539272835905876,0.3744068212415541]]","[[1.0,0.23165175715044134,0.22930015842015355],[0.23165175715044134,1.0,0.22803339081915447],[0.22930015842015355,0.22803339081915447,1.0]]",0.2873463403815922,0.0571705272476552,10000,6.720038717833523e+18,"[[0.38565135331589984,0.09149731929934857,0.09771998790471835],[0.09149731929934857,0.3770922284047871,0.08908242775083632],[0.09771998790471835,0.08908242775083632,0.36883146446610054]]","[[1.0,0.23993143383692844,0.25910273256867344],[0.23993143383692844,1.0,0.23886596413090616],[0.25910273256867344,0.23886596413090616,1.0]]",True,True,False,True
B_0319,B_joint,empirical_copula,3,0.9,400319,synthetic K-benchmark empirical-marginal Gaussian-copula extension,deterministic numerical population approximation (n=100000),"{""benchmark_residual_corr"":0.0,""rho_input"":0.9,""rho_latent"":0.9,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[0.6247667336843814,0.8129917432693071,0.8122459556061274,0.8127492836846921],[0.8129917432693071,1.3749419380369765,1.0871396787057126,1.0867476514640084],[0.8122459556061274,1.0871396787057126,1.3742677049242804,1.085621233965497],[0.8127492836846921,1.0867476514640084,1.085621233965497,1.375138654926557]]","[[0.37372518518274367,0.08666871351465943,0.08577335819439058],[0.08666871351465943,0.3745425273964069,0.08539272835905876],[0.08577335819439058,0.08539272835905876,0.3744068212415541]]","[[1.0,0.23165175715044134,0.22930015842015355],[0.23165175715044134,1.0,0.22803339081915447],[0.22930015842015355,0.22803339081915447,1.0]]",0.2873463403815922,0.0571705272476552,10000,5.693052865815853e+18,"[[0.3689806963022727,0.08903730519231405,0.0815715984289574],[0.08903730519231405,0.37601925572124745,0.08412720481096977],[0.0815715984289574,0.08412720481096977,0.37618572152569024]]","[[1.0,0.2390370064719563,0.21894548600931923],[0.2390370064719563,1.0,0.2236816012011905],[0.21894548600931923,0.2236816012011905,1.0]]",True,True,False,True
B_0320,B_joint,normal,3,-0.3,400320,common-control normal factor,exact factor covariance,"{""benchmark_residual_corr"":0.0,""rho_input"":-0.3,""rho_latent"":-0.3,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[1.0,-0.3,-0.3,-0.3],[-0.3,1.0,0.09,0.09],[-0.3,0.09,1.0,0.09],[-0.3,0.09,0.09,1.0]]","[[2.6,1.69,1.69],[1.69,2.6,1.69],[1.69,1.69,2.6]]","[[1.0,0.6499999999999998,0.6499999999999998],[0.6499999999999998,1.0,0.6499999999999998],[0.6499999999999998,0.6499999999999998,1.0]]",0.9099999999999996,0.5626481250625917,10000,1.483045368819023e+19,"[[2.6648296814749166,1.6997838171489033,1.7062357695416868],[1.6997838171489033,2.5987482717998973,1.7190309614625148],[1.7062357695416868,1.7190309614625148,2.6197299517195956]]","[[1.0,0.6459172082033934,0.6457673020282383],[0.6459172082033934,1.0,0.658829943371878],[0.6457673020282383,0.658829943371878,1.0]]",True,True,False,False
B_0321,B_joint,normal,3,-0.3,400321,common-control normal factor,exact factor covariance,"{""benchmark_residual_corr"":0.0,""rho_input"":-0.3,""rho_latent"":-0.3,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[1.0,-0.3,-0.3,-0.3],[-0.3,1.0,0.09,0.09],[-0.3,0.09,1.0,0.09],[-0.3,0.09,0.09,1.0]]","[[2.6,1.69,1.69],[1.69,2.6,1.69],[1.69,1.69,2.6]]","[[1.0,0.6499999999999998,0.6499999999999998],[0.6499999999999998,1.0,0.6499999999999998],[0.6499999999999998,0.6499999999999998,1.0]]",0.9099999999999996,0.5626481250625917,10000,1.2365122986169584e+19,"[[2.5578697884186727,1.6752710412142613,1.6671409717363432],[1.6752710412142613,2.572918295169999,1.6618594742656467],[1.6671409717363432,1.6618594742656467,2.5690997045053163]]","[[1.0,0.6530296007659939,0.6503432381482512],[0.6530296007659939,1.0,0.6463843310628921],[0.6503432381482512,0.6463843310628921,1.0]]",True,True,False,False
B_0322,B_joint,normal,3,-0.3,400322,common-control normal factor,exact factor covariance,"{""benchmark_residual_corr"":0.0,""rho_input"":-0.3,""rho_latent"":-0.3,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[1.0,-0.3,-0.3,-0.3],[-0.3,1.0,0.09,0.09],[-0.3,0.09,1.0,0.09],[-0.3,0.09,0.09,1.0]]","[[2.6,1.69,1.69],[1.69,2.6,1.69],[1.69,1.69,2.6]]","[[1.0,0.6499999999999998,0.6499999999999998],[0.6499999999999998,1.0,0.6499999999999998],[0.6499999999999998,0.6499999999999998,1.0]]",0.9099999999999996,0.5626481250625917,10000,1.7869061672182473e+19,"[[2.5539589859623937,1.6479283893021595,1.6347228313755702],[1.6479283893021595,2.5596832977724837,1.6509403194039163],[1.6347228313755702,1.6509403194039163,2.537936702616525]]","[[1.0,0.6445227610287209,0.6420912855690314],[0.6445227610287209,1.0,0.6477357442170286],[0.6420912855690314,0.6477357442170286,1.0]]",True,True,False,False
B_0323,B_joint,normal,3,-0.3,400323,common-control normal factor,exact factor covariance,"{""benchmark_residual_corr"":0.0,""rho_input"":-0.3,""rho_latent"":-0.3,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[1.0,-0.3,-0.3,-0.3],[-0.3,1.0,0.09,0.09],[-0.3,0.09,1.0,0.09],[-0.3,0.09,0.09,1.0]]","[[2.6,1.69,1.69],[1.69,2.6,1.69],[1.69,1.69,2.6]]","[[1.0,0.6499999999999998,0.6499999999999998],[0.6499999999999998,1.0,0.6499999999999998],[0.6499999999999998,0.6499999999999998,1.0]]",0.9099999999999996,0.5626481250625917,10000,3.8481679641961375e+18,"[[2.6332654191066998,1.7078818601006989,1.6986265774274742],[1.7078818601006989,2.6017344748853763,1.6648063880841644],[1.6986265774274742,1.6648063880841644,2.5642418249418566]]","[[1.0,0.6524977553399447,0.653688895094865],[0.6524977553399447,1.0,0.6445442790687811],[0.653688895094865,0.6445442790687811,1.0]]",True,True,False,False
B_0324,B_joint,empirical_copula,3,-0.3,400324,synthetic K-benchmark empirical-marginal Gaussian-copula extension,deterministic numerical population approximation (n=100000),"{""benchmark_residual_corr"":0.0,""rho_input"":-0.3,""rho_latent"":-0.3,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[0.6275373209340381,-0.2448059047136517,-0.2497658728315117,-0.24955561771764329],[-0.2448059047136517,1.3715061974794698,0.11955621485733774,0.11871152935061971],[-0.2497658728315117,0.11955621485733774,1.3697091858633663,0.11152995225874439],[-0.24955561771764329,0.11871152935061971,0.11152995225874439,1.3809324738742945]]","[[2.4886553278408114,1.2416653133365392,1.240610372715953],[1.2416653133365392,2.4967782524604276,1.2383887637419375],[1.240610372715953,1.2383887637419375,2.5075810302436192]]","[[1.0,0.4981179435962449,0.49662153052074104],[0.4981179435962449,1.0,0.4949251559128648],[0.49662153052074104,0.4949251559128648,1.0]]",1.2500907397374126,0.4658029201979448,10000,1.4451314876743131e+19,"[[2.477286565099398,1.1840426668843695,1.2182584132161385],[1.1840426668843695,2.441452023484843,1.1790309732825885],[1.2182584132161385,1.1790309732825885,2.500297704552254]]","[[1.0,0.48145436834785277,0.489503086457977],[0.48145436834785277,1.0,0.4772052971992507],[0.489503086457977,0.4772052971992507,1.0]]",True,True,False,True
B_0325,B_joint,empirical_copula,3,-0.3,400325,synthetic K-benchmark empirical-marginal Gaussian-copula extension,deterministic numerical population approximation (n=100000),"{""benchmark_residual_corr"":0.0,""rho_input"":-0.3,""rho_latent"":-0.3,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[0.6275373209340381,-0.2448059047136517,-0.2497658728315117,-0.24955561771764329],[-0.2448059047136517,1.3715061974794698,0.11955621485733774,0.11871152935061971],[-0.2497658728315117,0.11955621485733774,1.3697091858633663,0.11152995225874439],[-0.24955561771764329,0.11871152935061971,0.11152995225874439,1.3809324738742945]]","[[2.4886553278408114,1.2416653133365392,1.240610372715953],[1.2416653133365392,2.4967782524604276,1.2383887637419375],[1.240610372715953,1.2383887637419375,2.5075810302436192]]","[[1.0,0.4981179435962449,0.49662153052074104],[0.4981179435962449,1.0,0.4949251559128648],[0.49662153052074104,0.4949251559128648,1.0]]",1.2500907397374126,0.4658029201979448,10000,6.903654536344146e+18,"[[2.472600848512776,1.1832726991110385,1.199568543956559],[1.1832726991110385,2.4743918827193245,1.242704780533063],[1.199568543956559,1.242704780533063,2.499629547101583]]","[[1.0,0.47838064090546156,0.4825143535732704],[0.47838064090546156,1.0,0.49968452879789566],[0.4825143535732704,0.49968452879789566,1.0]]",True,True,False,True
B_0326,B_joint,empirical_copula,3,-0.3,400326,synthetic K-benchmark empirical-marginal Gaussian-copula extension,deterministic numerical population approximation (n=100000),"{""benchmark_residual_corr"":0.0,""rho_input"":-0.3,""rho_latent"":-0.3,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[0.6275373209340381,-0.2448059047136517,-0.2497658728315117,-0.24955561771764329],[-0.2448059047136517,1.3715061974794698,0.11955621485733774,0.11871152935061971],[-0.2497658728315117,0.11955621485733774,1.3697091858633663,0.11152995225874439],[-0.24955561771764329,0.11871152935061971,0.11152995225874439,1.3809324738742945]]","[[2.4886553278408114,1.2416653133365392,1.240610372715953],[1.2416653133365392,2.4967782524604276,1.2383887637419375],[1.240610372715953,1.2383887637419375,2.5075810302436192]]","[[1.0,0.4981179435962449,0.49662153052074104],[0.4981179435962449,1.0,0.4949251559128648],[0.49662153052074104,0.4949251559128648,1.0]]",1.2500907397374126,0.4658029201979448,10000,2.513771952642275e+18,"[[2.4598151523588307,1.2054046381999315,1.2179123441692232],[1.2054046381999315,2.4927387392332387,1.1886454227753798],[1.2179123441692232,1.1886454227753798,2.4150528988847833]]","[[1.0,0.4867917849410855,0.49969093643638857],[0.4867917849410855,1.0,0.4844518479346661],[0.49969093643638857,0.4844518479346661,1.0]]",True,True,False,True
B_0327,B_joint,empirical_copula,3,-0.3,400327,synthetic K-benchmark empirical-marginal Gaussian-copula extension,deterministic numerical population approximation (n=100000),"{""benchmark_residual_corr"":0.0,""rho_input"":-0.3,""rho_latent"":-0.3,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[0.6275373209340381,-0.2448059047136517,-0.2497658728315117,-0.24955561771764329],[-0.2448059047136517,1.3715061974794698,0.11955621485733774,0.11871152935061971],[-0.2497658728315117,0.11955621485733774,1.3697091858633663,0.11152995225874439],[-0.24955561771764329,0.11871152935061971,0.11152995225874439,1.3809324738742945]]","[[2.4886553278408114,1.2416653133365392,1.240610372715953],[1.2416653133365392,2.4967782524604276,1.2383887637419375],[1.240610372715953,1.2383887637419375,2.5075810302436192]]","[[1.0,0.4981179435962449,0.49662153052074104],[0.4981179435962449,1.0,0.4949251559128648],[0.49662153052074104,0.4949251559128648,1.0]]",1.2500907397374126,0.4658029201979448,10000,1.413900726821148e+19,"[[2.4878567040249635,1.1798421695820132,1.2042363772735187],[1.1798421695820132,2.4856951586873,1.2104840519107711],[1.2042363772735187,1.2104840519107711,2.47956221310802]]","[[1.0,0.4744465579435333,0.48485464027451763],[0.4744465579435333,1.0,0.4875819659117375],[0.48485464027451763,0.4875819659117375,1.0]]",True,True,False,True
B_0328,B_joint,normal,3,0.0,400328,common-control normal factor,exact factor covariance,"{""benchmark_residual_corr"":0.0,""rho_input"":0.0,""rho_latent"":0.0,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[2.0,1.0,1.0],[1.0,2.0,1.0],[1.0,1.0,2.0]]","[[1.0,0.4999999999999999,0.4999999999999999],[0.4999999999999999,1.0,0.4999999999999999],[0.4999999999999999,0.4999999999999999,1.0]]",0.9999999999999992,1.0,10000,3.477159493011076e+17,"[[1.9905241242898615,1.0214473128621224,0.9927892646182446],[1.0214473128621224,2.0250457523943215,1.0077051731230982],[0.9927892646182446,1.0077051731230982,2.0134590112444943]]","[[1.0,0.50876218947853,0.49590895776243515],[0.50876218947853,1.0,0.49905070297675314],[0.49590895776243515,0.49905070297675314,1.0]]",True,True,False,False
B_0329,B_joint,normal,3,0.0,400329,common-control normal factor,exact factor covariance,"{""benchmark_residual_corr"":0.0,""rho_input"":0.0,""rho_latent"":0.0,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[2.0,1.0,1.0],[1.0,2.0,1.0],[1.0,1.0,2.0]]","[[1.0,0.4999999999999999,0.4999999999999999],[0.4999999999999999,1.0,0.4999999999999999],[0.4999999999999999,0.4999999999999999,1.0]]",0.9999999999999992,1.0,10000,8.118027348336175e+17,"[[2.044391914926241,1.026984987845685,1.0165631514881452],[1.026984987845685,2.0423060860039386,1.02199720273151],[1.0165631514881452,1.02199720273151,2.0339557453954584]]","[[1.0,0.5025989791162225,0.4985187945900011],[0.5025989791162225,1.0,0.501439499914688],[0.4985187945900011,0.501439499914688,1.0]]",True,True,False,False
B_0330,B_joint,normal,3,0.0,400330,common-control normal factor,exact factor covariance,"{""benchmark_residual_corr"":0.0,""rho_input"":0.0,""rho_latent"":0.0,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[2.0,1.0,1.0],[1.0,2.0,1.0],[1.0,1.0,2.0]]","[[1.0,0.4999999999999999,0.4999999999999999],[0.4999999999999999,1.0,0.4999999999999999],[0.4999999999999999,0.4999999999999999,1.0]]",0.9999999999999992,1.0,10000,1.4203319993313323e+19,"[[1.9842912312674446,0.9890345821047527,0.9707540233581131],[0.9890345821047527,1.9611336794073166,0.9671332472437257],[0.9707540233581131,0.9671332472437257,1.9829850898289898]]","[[1.0,0.5013663376652139,0.4893806215648765],[0.5013663376652139,1.0,0.49042543947240125],[0.4893806215648765,0.49042543947240125,1.0]]",True,True,False,False
B_0331,B_joint,normal,3,0.0,400331,common-control normal factor,exact factor covariance,"{""benchmark_residual_corr"":0.0,""rho_input"":0.0,""rho_latent"":0.0,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]","[[2.0,1.0,1.0],[1.0,2.0,1.0],[1.0,1.0,2.0]]","[[1.0,0.4999999999999999,0.4999999999999999],[0.4999999999999999,1.0,0.4999999999999999],[0.4999999999999999,0.4999999999999999,1.0]]",0.9999999999999992,1.0,10000,4.730031381127277e+18,"[[1.9797930731858446,1.008009431042218,1.0147941068554918],[1.008009431042218,1.9895187009879423,0.9830102175034224],[1.0147941068554918,0.9830102175034224,2.0217553176253644]]","[[1.0,0.5079028880569163,0.5072286070951763],[0.5079028880569163,1.0,0.49013952102295966],[0.5072286070951763,0.49013952102295966,1.0]]",True,True,False,False
B_0332,B_joint,empirical_copula,3,0.0,400332,synthetic K-benchmark empirical-marginal Gaussian-copula extension,deterministic numerical population approximation (n=100000),"{""benchmark_residual_corr"":0.0,""rho_input"":0.0,""rho_latent"":0.0,""sigma_a"":1.0,""sigma_b"":1.0}","[[1.0,-1.0,-0.0,-0.0],[1.0,-0.0,-1.0,-0.0],[1.0,-0.0,-0.0,-1.0]]","[[0.6165735168990782,0.000328750610766233,0.00014268475078056995,0.0008469924288325489],[0.000328750610766233,1.3777483174849317,0.003989816753223902,-0.0017403668254189087],[0.00014268475078056995,0.003989816753223902,1.3595576343289848,-0.001343899208710777],[0.0008469924288325489,-0.0017403668254189087,-0.001343899208710777,1.360638637042584]]","[[1.9936643331624775,0.6200918982907553,0.6136574070340606],[0.6200918982907553,1.9758457817265018,0.6142399405107544],[0.6136574070340606,0.6142399405107544,1.9755181690839971]]","[[1.0,0.31243056589092816,0.3092142121562187],[0.31243056589092816,1.0,0.31090021079733293],[0.3092142121562187,0.31090021079733293,1.0]]",1.360105774025866,0.616572381714028,10000,1.1022530652829006e+19,"[[1.983540621349049,0.6318907580312142,0.6249115297255756],[0.6318907580312142,1.9936403573599493,0.6215948295534686],[0.6249115297255756,0.6215948295534686,2.0273139677048624]]","[[1.0,0.317759135853979,0.31162872428368954],[0.317759135853979,1.0,0.30918860426412154],[0.31162872428368954,0.30918860426412154,1.0]]",True,True,False,True
