cell_id,module,family,K,correction,rho,theta,design,R,J0,Jmax,alpha,alpha_adj,marginal_level_or_power,marginal_mcse,fwer,fwer_mcse,conjunctive_power,conjunctive_power_mcse,disjunctive_power,disjunctive_power_mcse,fdr,fdr_mcse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,ci_coverage,bias,rmse,mean_wall,seed,theta_vector,marginal_estimand,marginal_by_contrast,marginal_mcse_by_contrast,mean_fdp,ci_coverage_mcse,bootstrap_B,benchmark_residual_corr,n_true_alternatives,n_true_nulls,planning_target_met_all,marginal_contrast_1,marginal_contrast_1_mcse,marginal_contrast_2,marginal_contrast_2_mcse,marginal_contrast_3,marginal_contrast_3_mcse,marginal_contrast_4,marginal_contrast_4_mcse,marginal_contrast_5,marginal_contrast_5_mcse,marginal_contrast_6,marginal_contrast_6_mcse,cell_index,module_cell,theta_mult,B,alpha_plan,alpha_note,source_module,projected_R
B_0133,B_joint,empirical_copula,1,bh,0.0,0.0,D4,2000,50,1000,0.05,0.05,0.05,0.004873397172404482,0.05,0.004873397172404482,,,,,0.05,0.004873397172404482,78.5955,19.008100371946693,50.0,77.0,113.0,0.0,0.95,0.0053634609913642915,0.16486028020354127,0.0002681178384991654,400133,[0.0],level,[0.05],[0.004873397172404482],0.05,0.004873397172404485,999,0.0,0,1,1.0,0.05,0.004873397172404482,,,,,,,,,,,133,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0134,B_joint,empirical_copula,1,bh,0.0,0.5,D3,2000,50,1000,0.05,0.05,0.813,0.00871868682772813,,,0.813,0.00871868682772813,0.813,0.00871868682772813,0.0,0.0,65.1745,12.625729671983319,46.0,64.0,87.0,0.0,0.8275,0.002417369122085123,0.1773987158685325,0.0002719060540002829,400134,[0.5],power,[0.813],[0.00871868682772813],0.0,0.008448187675472178,999,0.0,1,0,1.0,0.813,0.00871868682772813,,,,,,,,,,,134,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0135,B_joint,empirical_copula,1,bh,0.0,0.5,D4,2000,50,1000,0.05,0.05,0.852,0.007940277073251286,,,0.852,0.007940277073251286,0.852,0.007940277073251286,0.0,0.0,78.504,18.086320355450965,51.0,77.0,110.0,0.0,0.956,0.0019976318729902857,0.15745095733492664,0.0002590070504993491,400135,[0.5],power,[0.852],[0.007940277073251286],0.0,0.004586065852122058,999,0.0,1,0,1.0,0.852,0.007940277073251286,,,,,,,,,,,135,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0136,B_joint,normal,1,bh,0.3,0.0,D3,2000,50,1000,0.05,0.05,0.0215,0.003243281517229116,0.0215,0.003243281517229116,,,,,0.0215,0.003243281517229116,65.039,9.271864914891719,50.0,65.0,81.0,0.0,0.8915,-0.0012282554266906734,0.15105460245645203,0.00022509908050051308,400136,[0.0],level,[0.0215],[0.003243281517229116],0.0215,0.00695441406590088,999,0.0,0,1,1.0,0.0215,0.003243281517229116,,,,,,,,,,,136,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0137,B_joint,normal,1,bh,0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0555,0.005119558086397693,0.0555,0.005119558086397693,,,,,0.0555,0.005119558086397693,55.5935,10.664157620271748,39.0,55.0,74.0,0.0,0.9445,0.0004592361928344175,0.16233740431412158,0.0002001488669993705,400137,[0.0],level,[0.0555],[0.005119558086397693],0.0555,0.005119558086397692,999,0.0,0,1,1.0,0.0555,0.005119558086397693,,,,,,,,,,,137,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0138,B_joint,normal,1,bh,0.3,0.5,D3,2000,50,1000,0.05,0.05,0.8525,0.007929178709046731,,,0.8525,0.007929178709046731,0.8525,0.007929178709046731,0.0,0.0,65.248,9.488387428852175,51.0,65.0,82.0,0.0,0.8995,-0.00010449453593731195,0.14883133787669037,0.00021403270449991396,400138,[0.5],power,[0.8525],[0.007929178709046731],0.0,0.006723085229267885,999,0.0,1,0,1.0,0.8525,0.007929178709046731,,,,,,,,,,,138,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0139,B_joint,normal,1,bh,0.3,0.5,D4,2000,50,1000,0.05,0.05,0.861,0.0077355995242773526,,,0.861,0.0077355995242773526,0.861,0.0077355995242773526,0.0,0.0,55.7595,10.643479682415897,39.0,55.0,74.0,0.0,0.945,-0.0021213390540311683,0.16619556585272233,0.00019163129899970954,400139,[0.5],power,[0.861],[0.0077355995242773526],0.0,0.005097793640389931,999,0.0,1,0,1.0,0.861,0.0077355995242773526,,,,,,,,,,,139,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0140,B_joint,empirical_copula,1,bh,0.3,0.0,D3,2000,50,1000,0.05,0.05,0.032,0.0039354796403996304,0.032,0.0039354796403996304,,,,,0.032,0.0039354796403996304,65.21,14.204432406822878,44.0,64.0,90.0,0.0,0.8835,0.00751668928539933,0.15410636979886946,0.0002579387924997718,400140,[0.0],level,[0.032],[0.0039354796403996304],0.032,0.007173832657652395,999,0.0,0,1,1.0,0.032,0.0039354796403996304,,,,,,,,,,,140,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0141,B_joint,empirical_copula,1,bh,0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0565,0.005162739098579358,0.0565,0.005162739098579358,,,,,0.0565,0.005162739098579358,58.9395,14.664339049203683,37.0,58.0,85.0,0.0,0.9435,-0.0010083161886705976,0.16874903464913157,0.00028523919149847643,400141,[0.0],level,[0.0565],[0.005162739098579358],0.0565,0.005162739098579358,999,0.0,0,1,1.0,0.0565,0.005162739098579358,,,,,,,,,,,141,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0142,B_joint,empirical_copula,1,bh,0.3,0.5,D3,2000,50,1000,0.05,0.05,0.848,0.008027951170753346,,,0.848,0.008027951170753346,0.848,0.008027951170753346,0.0,0.0,65.582,13.772046906687475,45.0,64.0,89.0,0.0,0.8985,0.0033398464609945898,0.15228504609791282,0.00027702129550016255,400142,[0.5],power,[0.848],[0.008027951170753346],0.0,0.006752693906878944,999,0.0,1,0,1.0,0.848,0.008027951170753346,,,,,,,,,,,142,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0143,B_joint,empirical_copula,1,bh,0.3,0.5,D4,2000,50,1000,0.05,0.05,0.837,0.00825926752200218,,,0.837,0.00825926752200218,0.837,0.00825926752200218,0.0,0.0,58.9845,14.081521925914116,38.0,58.0,84.0,0.0,0.95,-0.0009021357813872024,0.1621926401345108,0.00029074100899924814,400143,[0.5],power,[0.837],[0.00825926752200218],0.0,0.004873397172404485,999,0.0,1,0,1.0,0.837,0.00825926752200218,,,,,,,,,,,143,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0144,B_joint,normal,1,bh,0.6,0.0,D3,2000,50,1000,0.05,0.05,0.001,0.0007067531393633848,0.001,0.0007067531393633848,,,,,0.001,0.0007067531393633848,65.5165,10.202829399240192,50.0,65.0,84.0,0.0,0.9715,-0.0015765720092690194,0.11335103463650731,0.00019278814049903303,400144,[0.0],level,[0.001],[0.0007067531393633848],0.001,0.003720735814324901,999,0.0,0,1,1.0,0.001,0.0007067531393633848,,,,,,,,,,,144,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0145,B_joint,normal,1,bh,0.6,0.0,D4,2000,50,1000,0.05,0.05,0.046,0.00468422885862764,0.046,0.00468422885862764,,,,,0.046,0.00468422885862764,32.6295,5.932725322311829,23.0,32.0,43.0,0.0,0.954,0.006003024695265685,0.15435360102791976,0.00020372813799986034,400145,[0.0],level,[0.046],[0.00468422885862764],0.046,0.0046842288586276416,999,0.0,0,1,1.0,0.046,0.00468422885862764,,,,,,,,,,,145,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0146,B_joint,normal,1,bh,0.6,0.5,D3,2000,50,1000,0.05,0.05,0.914,0.006269130721240385,,,0.914,0.006269130721240385,0.914,0.006269130721240385,0.0,0.0,65.0865,10.571992137246413,49.0,64.0,83.04999999999995,0.0,0.9615,-0.0008840936243652692,0.11379056597139352,0.00018950999750086338,400146,[0.5],power,[0.914],[0.006269130721240385],0.0,0.004302194207610808,999,0.0,1,0,1.0,0.914,0.006269130721240385,,,,,,,,,,,146,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0147,B_joint,normal,1,bh,0.6,0.5,D4,2000,50,1000,0.05,0.05,0.854,0.007895695029571494,,,0.854,0.007895695029571494,0.854,0.007895695029571494,0.0,0.0,32.7475,5.958501804145064,24.0,33.0,43.0,0.0,0.947,-0.002538703418870383,0.16040001083048225,0.00020624426549875353,400147,[0.5],power,[0.854],[0.007895695029571494],0.0,0.005009540897128201,999,0.0,1,0,1.0,0.854,0.007895695029571494,,,,,,,,,,,147,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0148,B_joint,empirical_copula,1,bh,0.6,0.0,D3,2000,50,1000,0.05,0.05,0.0045,0.0014966211945579282,0.0045,0.0014966211945579282,,,,,0.0045,0.0014966211945579282,64.759,14.327174145657615,44.0,63.0,91.0,0.0,0.959,0.00645678520194026,0.11927225671427974,0.00026926565100075095,400148,[0.0],level,[0.0045],[0.0014966211945579282],0.0045,0.00443390347211123,999,0.0,0,1,1.0,0.0045,0.0014966211945579282,,,,,,,,,,,148,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0149,B_joint,empirical_copula,1,bh,0.6,0.0,D4,2000,50,1000,0.05,0.05,0.054,0.005053909377897471,0.054,0.005053909377897471,,,,,0.054,0.005053909377897471,37.905,9.572041318339574,24.0,37.0,55.0,0.0,0.946,0.0026460301337163043,0.1608583990599943,0.000290638388500156,400149,[0.0],level,[0.054],[0.005053909377897471],0.054,0.005053909377897473,999,0.0,0,1,1.0,0.054,0.005053909377897471,,,,,,,,,,,149,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0150,B_joint,empirical_copula,1,bh,0.6,0.5,D3,2000,50,1000,0.05,0.05,0.914,0.006269130721240385,,,0.914,0.006269130721240385,0.914,0.006269130721240385,0.0,0.0,65.0105,14.74426633474857,43.0,64.0,92.0,0.0,0.95,0.00904803383168726,0.12184320746139606,0.00027488966999953844,400150,[0.5],power,[0.914],[0.006269130721240385],0.0,0.004873397172404485,999,0.0,1,0,1.0,0.914,0.006269130721240385,,,,,,,,,,,150,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0151,B_joint,empirical_copula,1,bh,0.6,0.5,D4,2000,50,1000,0.05,0.05,0.8395,0.00820791538699078,,,0.8395,0.00820791538699078,0.8395,0.00820791538699078,0.0,0.0,38.554,9.725229251796586,24.0,38.0,56.0,0.0,0.945,0.0031399484018362735,0.16069570991863708,0.00029557043600107134,400151,[0.5],power,[0.8395],[0.00820791538699078],0.0,0.005097793640389931,999,0.0,1,0,1.0,0.8395,0.00820791538699078,,,,,,,,,,,151,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0152,B_joint,normal,1,bh,0.9,0.0,D3,2000,50,1000,0.05,0.05,0.0,0.0,0.0,0.0,,,,,0.0,0.0,65.636,12.219717836349577,47.0,65.0,87.0,0.0,1.0,-0.00038181372794046404,0.055060382465300206,0.00018233010900075896,400152,[0.0],level,[0.0],[0.0],0.0,0.0,999,0.0,0,1,1.0,0.0,0.0,,,,,,,,,,,152,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0153,B_joint,normal,1,bh,0.9,0.0,D4,2000,50,1000,0.05,0.05,0.04,0.004381780460041329,0.04,0.004381780460041329,,,,,0.04,0.004381780460041329,10.196,1.5203894237990476,8.0,10.0,13.0,0.0,0.96,0.000890277782083469,0.13923176279171606,0.0002141549345014937,400153,[0.0],level,[0.04],[0.004381780460041329],0.04,0.004381780460041331,999,0.0,0,1,1.0,0.04,0.004381780460041329,,,,,,,,,,,153,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0154,B_joint,normal,1,bh,0.9,0.5,D3,2000,50,1000,0.05,0.05,0.993,0.0018642692938521525,,,0.993,0.0018642692938521525,0.993,0.0018642692938521525,0.0,0.0,65.5395,12.169775665557685,47.0,65.0,87.0,0.0,1.0,-0.0006238739543872218,0.056680407854644614,0.00019128781399922444,400154,[0.5],power,[0.993],[0.0018642692938521525],0.0,0.0,999,0.0,1,0,1.0,0.993,0.0018642692938521525,,,,,,,,,,,154,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0155,B_joint,normal,1,bh,0.9,0.5,D4,2000,50,1000,0.05,0.05,0.884,0.0071604469134265636,,,0.884,0.0071604469134265636,0.884,0.0071604469134265636,0.0,0.0,10.162,1.545883566120036,8.0,10.0,13.0,0.0,0.9515,-0.0013647558967179053,0.14093067379350888,0.0002185491729997011,400155,[0.5],power,[0.884],[0.0071604469134265636],0.0,0.004803527349771207,999,0.0,1,0,1.0,0.884,0.0071604469134265636,,,,,,,,,,,155,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0156,B_joint,empirical_copula,1,bh,0.9,0.0,D3,2000,50,1000,0.05,0.05,0.0,0.0,0.0,0.0,,,,,0.0,0.0,65.203,16.12962463915388,41.0,64.0,93.0,0.0,0.9955,0.0035667129767591767,0.07840694420330858,0.0002821191744988027,400156,[0.0],level,[0.0],[0.0],0.0,0.0014966211945579198,999,0.0,0,1,1.0,0.0,0.0,,,,,,,,,,,156,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0157,B_joint,empirical_copula,1,bh,0.9,0.0,D4,2000,50,1000,0.05,0.05,0.064,0.005472842040475863,0.064,0.005472842040475863,,,,,0.064,0.005472842040475863,16.8425,3.8841593363300637,11.0,16.0,24.0,0.0,0.936,0.0008545916585051584,0.15470970844265153,0.0002624342835006246,400157,[0.0],level,[0.064],[0.005472842040475863],0.064,0.00547284204047586,999,0.0,0,1,1.0,0.064,0.005472842040475863,,,,,,,,,,,157,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0158,B_joint,empirical_copula,1,bh,0.9,0.5,D3,2000,50,1000,0.05,0.05,0.974,0.0035583704135460676,,,0.974,0.0035583704135460676,0.974,0.0035583704135460676,0.0,0.0,65.5995,17.26878975927381,41.0,64.0,97.0,0.0,0.997,0.003259178661839542,0.07727255466736684,0.0002944324609998148,400158,[0.5],power,[0.974],[0.0035583704135460676],0.0,0.0012229063741758816,999,0.0,1,0,1.0,0.974,0.0035583704135460676,,,,,,,,,,,158,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0159,B_joint,empirical_copula,1,bh,0.9,0.5,D4,2000,50,1000,0.05,0.05,0.82,0.008590692637965813,,,0.82,0.008590692637965813,0.82,0.008590692637965813,0.0,0.0,16.668,3.800233677025664,11.0,16.0,23.0,0.0,0.9235,0.003401118894212781,0.15200223942042151,0.0002659050465008477,400159,[0.5],power,[0.82],[0.008590692637965813],0.0,0.005943389184631948,999,0.0,1,0,1.0,0.82,0.008590692637965813,,,,,,,,,,,159,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0160,B_joint,normal,1,romano_wolf,-0.3,0.0,D3,2000,50,1000,0.05,0.05,0.0815,0.006117914268768401,0.0815,0.006117914268768401,,,,,,,65.3725,9.284866382991195,51.0,65.0,81.0,0.0,0.782,0.0017988592781106795,0.19960352005221793,0.00018643225000050735,400160,[0.0],level,[0.0815],[0.006117914268768401],,0.009232442797006652,999,0.0,0,1,1.0,0.0815,0.006117914268768401,,,,,,,,,,,160,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0161,B_joint,normal,1,romano_wolf,-0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0605,0.005331029450303197,0.0605,0.005331029450303197,,,,,,,100.9305,20.29592741783435,71.0,99.0,136.0,0.0,0.9395,-0.0030181742839748295,0.1665108842716091,0.00017192239749965664,400161,[0.0],level,[0.0605],[0.005331029450303197],,0.005331029450303197,999,0.0,0,1,1.0,0.0605,0.005331029450303197,,,,,,,,,,,161,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0162,B_joint,normal,1,romano_wolf,-0.3,0.5,D3,2000,50,1000,0.05,0.05,0.7795,0.009270376205958419,,,0.7795,0.009270376205958419,0.7795,0.009270376205958419,,,65.383,9.466219467136815,51.0,65.0,81.0,0.0,0.771,7.418746585949987e-05,0.19849812774970524,0.00019926019050035392,400162,[0.5],power,[0.7795],[0.009270376205958419],,0.009395717109406817,999,0.0,1,0,1.0,0.7795,0.009270376205958419,,,,,,,,,,,162,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0163,B_joint,normal,1,romano_wolf,-0.3,0.5,D4,2000,50,1000,0.05,0.05,0.8505,0.007973385416496557,,,0.8505,0.007973385416496557,0.8505,0.007973385416496557,,,101.2015,19.79065177678593,71.0,100.0,137.0,0.0,0.9455,0.0010852724748428827,0.16572344235995642,0.00018270884800040222,400163,[0.5],power,[0.8505],[0.007973385416496557],,0.005075911248239078,999,0.0,1,0,1.0,0.8505,0.007973385416496557,,,,,,,,,,,163,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0164,B_joint,empirical_copula,1,romano_wolf,-0.3,0.0,D3,2000,50,1000,0.05,0.05,0.077,0.0059611659933271445,0.077,0.0059611659933271445,,,,,,,65.5145,12.84872716458716,46.0,65.0,87.04999999999995,0.0,0.797,-0.0014671396846916793,0.19406127850015523,0.0002504501359999267,400164,[0.0],level,[0.077],[0.0059611659933271445],,0.008994192570764758,999,0.0,0,1,1.0,0.077,0.0059611659933271445,,,,,,,,,,,164,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0165,B_joint,empirical_copula,1,romano_wolf,-0.3,0.0,D4,2000,50,1000,0.05,0.05,0.044,0.0045860658521220555,0.044,0.0045860658521220555,,,,,,,97.214,22.438475973202817,65.0,95.0,139.0,0.0,0.956,0.003438458056492811,0.16061972470547697,0.00026115360299991153,400165,[0.0],level,[0.044],[0.0045860658521220555],,0.004586065852122058,999,0.0,0,1,1.0,0.044,0.0045860658521220555,,,,,,,,,,,165,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0166,B_joint,empirical_copula,1,romano_wolf,-0.3,0.5,D3,2000,50,1000,0.05,0.05,0.7925,0.009067627859589299,,,0.7925,0.009067627859589299,0.7925,0.009067627859589299,,,65.2965,13.03689333200207,46.0,64.0,89.0,0.0,0.786,0.006479364590807371,0.19738606125096225,0.0002698497609999322,400166,[0.5],power,[0.7925],[0.009067627859589299],,0.009170714257897256,999,0.0,1,0,1.0,0.7925,0.009067627859589299,,,,,,,,,,,166,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0167,B_joint,empirical_copula,1,romano_wolf,-0.3,0.5,D4,2000,50,1000,0.05,0.05,0.83,0.008399404740813483,,,0.83,0.008399404740813483,0.83,0.008399404740813483,,,96.1365,22.618352454367674,62.0,94.0,136.0,0.0,0.945,-0.0029376396668930023,0.16791613496855437,0.00026505617749899104,400167,[0.5],power,[0.83],[0.008399404740813483],,0.005097793640389931,999,0.0,1,0,1.0,0.83,0.008399404740813483,,,,,,,,,,,167,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0168,B_joint,normal,1,romano_wolf,0.0,0.0,D3,2000,50,1000,0.05,0.05,0.051,0.004919298730510275,0.051,0.004919298730510275,,,,,,,64.7925,9.054029144530075,50.95,64.0,80.0,0.0,0.8275,0.002147564462305038,0.17804310689995834,0.00018991095000092174,400168,[0.0],level,[0.051],[0.004919298730510275],,0.008448187675472178,999,0.0,0,1,1.0,0.051,0.004919298730510275,,,,,,,,,,,168,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0169,B_joint,normal,1,romano_wolf,0.0,0.0,D4,2000,50,1000,0.05,0.05,0.0535,0.005031786462082826,0.0535,0.005031786462082826,,,,,,,79.027,15.293831141999705,56.0,78.0,105.0,0.0,0.9465,-0.0009723083009125451,0.16265495991894455,0.00018892390849941875,400169,[0.0],level,[0.0535],[0.005031786462082826],,0.005031786462082825,999,0.0,0,1,1.0,0.0535,0.005031786462082826,,,,,,,,,,,169,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0170,B_joint,normal,1,romano_wolf,0.0,0.5,D3,2000,50,1000,0.05,0.05,0.8145,0.008691655480977141,,,0.8145,0.008691655480977141,0.8145,0.008691655480977141,,,65.2675,9.012377252978261,52.0,65.0,81.0,0.0,0.844,0.0007802564467192923,0.17428510439858616,0.00020907843099848833,400170,[0.5],power,[0.8145],[0.008691655480977141],,0.00811369213120636,999,0.0,1,0,1.0,0.8145,0.008691655480977141,,,,,,,,,,,170,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0171,B_joint,normal,1,romano_wolf,0.0,0.5,D4,2000,50,1000,0.05,0.05,0.863,0.007688660481514319,,,0.863,0.007688660481514319,0.863,0.007688660481514319,,,78.514,15.294992775415096,55.0,77.0,106.0,0.0,0.95,-0.0022761023438145193,0.16172882883046935,0.00016842352250023395,400171,[0.5],power,[0.863],[0.007688660481514319],,0.004873397172404485,999,0.0,1,0,1.0,0.863,0.007688660481514319,,,,,,,,,,,171,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0172,B_joint,empirical_copula,1,romano_wolf,0.0,0.0,D3,2000,50,1000,0.05,0.05,0.0475,0.004756245893559331,0.0475,0.004756245893559331,,,,,,,65.2695,13.230981435630541,45.0,64.0,89.0,0.0,0.844,0.007979908516979247,0.17343491005061756,0.0002587791240002844,400172,[0.0],level,[0.0475],[0.004756245893559331],,0.00811369213120636,999,0.0,0,1,1.0,0.0475,0.004756245893559331,,,,,,,,,,,172,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0173,B_joint,empirical_copula,1,romano_wolf,0.0,0.0,D4,2000,50,1000,0.05,0.05,0.0445,0.004610843198374892,0.0445,0.004610843198374892,,,,,,,77.8795,18.581361084430817,51.0,76.0,111.04999999999995,0.0,0.9555,-0.001649526170395362,0.1646352763239394,0.00026378137599931506,400173,[0.0],level,[0.0445],[0.004610843198374892],,0.004610843198374891,999,0.0,0,1,1.0,0.0445,0.004610843198374892,,,,,,,,,,,173,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0174,B_joint,empirical_copula,1,romano_wolf,0.0,0.5,D3,2000,50,1000,0.05,0.05,0.83,0.008399404740813483,,,0.83,0.008399404740813483,0.83,0.008399404740813483,,,64.964,12.87154629405496,46.0,64.0,89.0,0.0,0.846,0.01001017499969296,0.1735064282081359,0.00024818575300014346,400174,[0.5],power,[0.83],[0.008399404740813483],,0.008071059410015517,999,0.0,1,0,1.0,0.83,0.008399404740813483,,,,,,,,,,,174,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0175,B_joint,empirical_copula,1,romano_wolf,0.0,0.5,D4,2000,50,1000,0.05,0.05,0.8415,0.008166325673153134,,,0.8415,0.008166325673153134,0.8415,0.008166325673153134,,,77.721,18.087541541071857,51.0,76.0,110.0,0.0,0.945,0.002930697055253057,0.16585024852681848,0.00027736182199987523,400175,[0.5],power,[0.8415],[0.008166325673153134],,0.005097793640389931,999,0.0,1,0,1.0,0.8415,0.008166325673153134,,,,,,,,,,,175,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0176,B_joint,normal,1,romano_wolf,0.3,0.0,D3,2000,50,1000,0.05,0.05,0.021,0.0032061659345704488,0.021,0.0032061659345704488,,,,,,,65.3285,9.542671939766137,51.0,64.0,81.04999999999995,0.0,0.904,-0.0024965368477147714,0.14961790869377836,0.00017587664550046612,400176,[0.0],level,[0.021],[0.0032061659345704488],,0.006587260432076448,999,0.0,0,1,1.0,0.021,0.0032061659345704488,,,,,,,,,,,176,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0177,B_joint,normal,1,romano_wolf,0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0545,0.005075911248239078,0.0545,0.005075911248239078,,,,,,,56.1935,11.013448948898796,39.0,55.0,75.0,0.0,0.9455,0.0007152627169043154,0.16156947180700712,0.00017541990450081359,400177,[0.0],level,[0.0545],[0.005075911248239078],,0.005075911248239078,999,0.0,0,1,1.0,0.0545,0.005075911248239078,,,,,,,,,,,177,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0178,B_joint,normal,1,romano_wolf,0.3,0.5,D3,2000,50,1000,0.05,0.05,0.855,0.007873214083206426,,,0.855,0.007873214083206426,0.855,0.007873214083206426,,,65.4795,9.69410025479415,51.0,65.0,83.0,0.0,0.905,0.00021193235203289707,0.1469747143368995,0.0001804493085001013,400178,[0.5],power,[0.855],[0.007873214083206426],,0.006556485338960196,999,0.0,1,0,1.0,0.855,0.007873214083206426,,,,,,,,,,,178,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
