cell_id,module,family,K,correction,rho,theta,design,R,J0,Jmax,alpha,alpha_adj,marginal_level_or_power,marginal_mcse,fwer,fwer_mcse,conjunctive_power,conjunctive_power_mcse,disjunctive_power,disjunctive_power_mcse,fdr,fdr_mcse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,ci_coverage,bias,rmse,mean_wall,seed,theta_vector,marginal_estimand,marginal_by_contrast,marginal_mcse_by_contrast,mean_fdp,ci_coverage_mcse,bootstrap_B,benchmark_residual_corr,n_true_alternatives,n_true_nulls,planning_target_met_all,marginal_contrast_1,marginal_contrast_1_mcse,marginal_contrast_2,marginal_contrast_2_mcse,marginal_contrast_3,marginal_contrast_3_mcse,marginal_contrast_4,marginal_contrast_4_mcse,marginal_contrast_5,marginal_contrast_5_mcse,marginal_contrast_6,marginal_contrast_6_mcse,cell_index,module_cell,theta_mult,B,alpha_plan,alpha_note,source_module,projected_R
B_0000,B_joint,normal,1,none,-0.3,0.0,D3,2000,50,1000,0.05,0.05,0.092,0.006462816723379984,0.092,0.006462816723379984,,,,,,,65.5695,9.57534175630301,51.0,65.0,82.0,0.0,0.777,-0.005218126554993517,0.20292086050636488,0.0002218965844986087,400000,[0.0],level,[0.092],[0.006462816723379984],,0.009307819293475782,999,0.0,0,1,1.0,0.092,0.006462816723379984,,,,,,,,,,,0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0001,B_joint,normal,1,none,-0.3,0.0,D4,2000,50,1000,0.05,0.05,0.042,0.004485309353879618,0.042,0.004485309353879618,,,,,,,101.1845,19.399831436123357,73.0,100.0,136.0,0.0,0.958,-0.0051616346266657245,0.1621297569932016,0.00018643139799860364,400001,[0.0],level,[0.042],[0.004485309353879618],,0.00448530935387962,999,0.0,0,1,1.0,0.042,0.004485309353879618,,,,,,,,,,,1,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0002,B_joint,normal,1,none,-0.3,0.5,D3,2000,50,1000,0.05,0.05,0.7545,0.009623662244696664,,,0.7545,0.009623662244696664,0.7545,0.009623662244696664,,,65.0025,9.23333600330888,51.0,64.0,81.0,0.0,0.7725,-0.010675261700546732,0.2036896616557236,0.00020818185899952368,400002,[0.5],power,[0.7545],[0.009623662244696664],,0.009373999946660978,999,0.0,1,0,1.0,0.7545,0.009623662244696664,,,,,,,,,,,2,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0003,B_joint,normal,1,none,-0.3,0.5,D4,2000,50,1000,0.05,0.05,0.8455,0.008081761874739938,,,0.8455,0.008081761874739938,0.8455,0.008081761874739938,,,100.4975,19.789542535137087,70.0,99.0,135.0,0.0,0.9535,-0.004473595701768854,0.16288724823518994,0.00016717621550014884,400003,[0.5],power,[0.8455],[0.008081761874739938],,0.004708383480558906,999,0.0,1,0,1.0,0.8455,0.008081761874739938,,,,,,,,,,,3,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0004,B_joint,empirical_copula,1,none,-0.3,0.0,D3,2000,50,1000,0.05,0.05,0.088,0.006334666526345329,0.088,0.006334666526345329,,,,,,,65.426,12.888813909743595,46.0,64.0,88.0,0.0,0.775,0.015739017402423484,0.20118789990009403,0.0003005230064991338,400004,[0.0],level,[0.088],[0.006334666526345329],,0.009337424698491548,999,0.0,0,1,1.0,0.088,0.006334666526345329,,,,,,,,,,,4,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0005,B_joint,empirical_copula,1,none,-0.3,0.0,D4,2000,50,1000,0.05,0.05,0.039,0.004328914413568372,0.039,0.004328914413568372,,,,,,,97.348,22.99482324350418,64.0,95.0,140.0,0.0,0.961,0.0023816794629125705,0.16397996540554874,0.0003369603834998998,400005,[0.0],level,[0.039],[0.004328914413568372],,0.004328914413568374,999,0.0,0,1,1.0,0.039,0.004328914413568372,,,,,,,,,,,5,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0006,B_joint,empirical_copula,1,none,-0.3,0.5,D3,2000,50,1000,0.05,0.05,0.811,0.00875439889427024,,,0.811,0.00875439889427024,0.811,0.00875439889427024,,,65.9095,12.991894001645795,46.0,65.0,89.0,0.0,0.7905,0.013992021845591162,0.1980826471646317,0.0002758571560007113,400006,[0.5],power,[0.811],[0.00875439889427024],,0.009099718402236412,999,0.0,1,0,1.0,0.811,0.00875439889427024,,,,,,,,,,,6,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0007,B_joint,empirical_copula,1,none,-0.3,0.5,D4,2000,50,1000,0.05,0.05,0.8365,0.008269454335081607,,,0.8365,0.008269454335081607,0.8365,0.008269454335081607,,,97.4975,22.37603614919318,64.0,95.0,138.0,0.0,0.951,-0.0007501872563923898,0.16701109657288107,0.00026956909900036405,400007,[0.5],power,[0.8365],[0.008269454335081607],,0.004826955562256609,999,0.0,1,0,1.0,0.8365,0.008269454335081607,,,,,,,,,,,7,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0008,B_joint,normal,1,none,0.0,0.0,D3,2000,50,1000,0.05,0.05,0.048,0.0047799581588126895,0.048,0.0047799581588126895,,,,,,,65.326,8.952470273617223,51.95,65.0,81.0,0.0,0.8365,-0.0020607545089107865,0.17545928635561628,0.0002061839689995395,400008,[0.0],level,[0.048],[0.0047799581588126895],,0.008269454335081607,999,0.0,0,1,1.0,0.048,0.0047799581588126895,,,,,,,,,,,8,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0009,B_joint,normal,1,none,0.0,0.0,D4,2000,50,1000,0.05,0.05,0.052,0.004964675215963275,0.052,0.004964675215963275,,,,,,,78.4845,14.88834308276109,55.0,77.0,103.0,0.0,0.948,-0.0029963382956890465,0.1614649645632701,0.00020119013499970607,400009,[0.0],level,[0.052],[0.004964675215963275],,0.0049646752159632785,999,0.0,0,1,1.0,0.052,0.004964675215963275,,,,,,,,,,,9,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0010,B_joint,normal,1,none,0.0,0.5,D3,2000,50,1000,0.05,0.05,0.809,0.008789738335126933,,,0.809,0.008789738335126933,0.809,0.008789738335126933,,,65.3325,9.048808968588075,52.0,65.0,81.0,0.0,0.8395,-0.005109103986077981,0.17631500507862954,0.000221167780999167,400010,[0.5],power,[0.809],[0.008789738335126933],,0.00820791538699078,999,0.0,1,0,1.0,0.809,0.008789738335126933,,,,,,,,,,,10,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0011,B_joint,normal,1,none,0.0,0.5,D4,2000,50,1000,0.05,0.05,0.8615,0.007723915781519111,,,0.8615,0.007723915781519111,0.8615,0.007723915781519111,,,77.8145,14.868863095408472,56.0,77.0,104.0,0.0,0.955,0.0010265576875633465,0.15916620423736033,0.00019949831949998042,400011,[0.5],power,[0.8615],[0.007723915781519111],,0.004635461142108735,999,0.0,1,0,1.0,0.8615,0.007723915781519111,,,,,,,,,,,11,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0012,B_joint,empirical_copula,1,none,0.0,0.0,D3,2000,50,1000,0.05,0.05,0.0555,0.005119558086397693,0.0555,0.005119558086397693,,,,,,,65.4165,12.887708397927073,46.0,65.0,89.0,0.0,0.836,0.011111297168917553,0.17689050892280042,0.00028800462799881643,400012,[0.0],level,[0.0555],[0.005119558086397693],,0.0082796135175502,999,0.0,0,1,1.0,0.0555,0.005119558086397693,,,,,,,,,,,12,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0013,B_joint,empirical_copula,1,none,0.0,0.0,D4,2000,50,1000,0.05,0.05,0.05,0.004873397172404482,0.05,0.004873397172404482,,,,,,,77.884,18.494067805650545,51.0,76.0,111.0,0.0,0.95,0.0038163848461394427,0.16314793970079933,0.0002931879949992435,400013,[0.0],level,[0.05],[0.004873397172404482],,0.004873397172404485,999,0.0,0,1,1.0,0.05,0.004873397172404482,,,,,,,,,,,13,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0014,B_joint,empirical_copula,1,none,0.0,0.5,D3,2000,50,1000,0.05,0.05,0.8365,0.008269454335081607,,,0.8365,0.008269454335081607,0.8365,0.008269454335081607,,,64.7515,13.060311931573457,45.0,64.0,88.0,0.0,0.839,0.012868301208687986,0.17424900062160775,0.00024913620200095465,400014,[0.5],power,[0.8365],[0.008269454335081607],,0.008218241904446474,999,0.0,1,0,1.0,0.8365,0.008269454335081607,,,,,,,,,,,14,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0015,B_joint,empirical_copula,1,none,0.0,0.5,D4,2000,50,1000,0.05,0.05,0.839,0.008218241904446474,,,0.839,0.008218241904446474,0.839,0.008218241904446474,,,78.5145,18.947738380872796,50.0,77.0,112.0,0.0,0.947,0.0029664307441296138,0.1652772164804714,0.0003012722910007142,400015,[0.5],power,[0.839],[0.008218241904446474],,0.005009540897128201,999,0.0,1,0,1.0,0.839,0.008218241904446474,,,,,,,,,,,15,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0016,B_joint,normal,1,none,0.3,0.0,D3,2000,50,1000,0.05,0.05,0.019,0.003052785613173647,0.019,0.003052785613173647,,,,,,,65.2075,9.47826164177799,50.0,65.0,81.0,0.0,0.898,0.0003467232725698255,0.14842965661700627,0.00018158706400026858,400016,[0.0],level,[0.019],[0.003052785613173647],,0.006767421961131136,999,0.0,0,1,1.0,0.019,0.003052785613173647,,,,,,,,,,,16,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0017,B_joint,normal,1,none,0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0505,0.00489641450451246,0.0505,0.00489641450451246,,,,,,,55.479,10.314773822047675,40.0,55.0,74.0,0.0,0.9495,0.004023955096468246,0.16293765225131893,0.0001948537944990676,400017,[0.0],level,[0.0505],[0.00489641450451246],,0.0048964145045124596,999,0.0,0,1,1.0,0.0505,0.00489641450451246,,,,,,,,,,,17,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0018,B_joint,normal,1,none,0.3,0.5,D3,2000,50,1000,0.05,0.05,0.8505,0.007973385416496557,,,0.8505,0.007973385416496557,0.8505,0.007973385416496557,,,65.1575,9.281147221653152,51.0,64.0,81.0,0.0,0.91,-0.006179712005575483,0.14537629774954133,0.00021290298900021297,400018,[0.5],power,[0.8505],[0.007973385416496557],,0.0063992187023104614,999,0.0,1,0,1.0,0.8505,0.007973385416496557,,,,,,,,,,,18,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0019,B_joint,normal,1,none,0.3,0.5,D4,2000,50,1000,0.05,0.05,0.854,0.007895695029571494,,,0.854,0.007895695029571494,0.854,0.007895695029571494,,,55.401,10.559128704585431,39.0,55.0,74.0,0.0,0.956,0.002909230027519544,0.1608351132959104,0.00022623727249992953,400019,[0.5],power,[0.854],[0.007895695029571494],,0.004586065852122058,999,0.0,1,0,1.0,0.854,0.007895695029571494,,,,,,,,,,,19,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0020,B_joint,empirical_copula,1,none,0.3,0.0,D3,2000,50,1000,0.05,0.05,0.0245,0.003456859123539749,0.0245,0.003456859123539749,,,,,,,64.815,13.15772681734957,45.0,64.0,88.0,0.0,0.8965,0.011865624673933272,0.15247580004589908,0.0002953619045001687,400020,[0.0],level,[0.0245],[0.003456859123539749],,0.006811304941052046,999,0.0,0,1,1.0,0.0245,0.003456859123539749,,,,,,,,,,,20,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0021,B_joint,empirical_copula,1,none,0.3,0.0,D4,2000,50,1000,0.05,0.05,0.0515,0.004942051699446294,0.0515,0.004942051699446294,,,,,,,58.6955,14.208897907649277,38.0,58.0,84.04999999999995,0.0,0.9485,-0.0003063226710005995,0.16488562726180678,0.0002740823085005104,400021,[0.0],level,[0.0515],[0.004942051699446294],,0.004942051699446293,999,0.0,0,1,1.0,0.0515,0.004942051699446294,,,,,,,,,,,21,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0022,B_joint,empirical_copula,1,none,0.3,0.5,D3,2000,50,1000,0.05,0.05,0.858,0.00780499839846236,,,0.858,0.00780499839846236,0.858,0.00780499839846236,,,65.7425,13.679773161496502,46.0,65.0,90.0,0.0,0.8955,0.003505583436516785,0.1493580831333552,0.0002899367744994379,400022,[0.5],power,[0.858],[0.00780499839846236],,0.006840312492861713,999,0.0,1,0,1.0,0.858,0.00780499839846236,,,,,,,,,,,22,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0023,B_joint,empirical_copula,1,none,0.3,0.5,D4,2000,50,1000,0.05,0.05,0.8395,0.00820791538699078,,,0.8395,0.00820791538699078,0.8395,0.00820791538699078,,,59.121,14.647810723790775,37.0,58.0,86.0,0.0,0.95,0.0007381767576466487,0.16509832018958426,0.0003003379999991012,400023,[0.5],power,[0.8395],[0.00820791538699078],,0.004873397172404485,999,0.0,1,0,1.0,0.8395,0.00820791538699078,,,,,,,,,,,23,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0024,B_joint,normal,1,none,0.6,0.0,D3,2000,50,1000,0.05,0.05,0.0035,0.0013205585939290994,0.0035,0.0013205585939290994,,,,,,,65.165,10.546552754336366,49.0,64.0,84.0,0.0,0.9695,0.0004988781856995353,0.11418451108097132,0.00020196710500022162,400024,[0.0],level,[0.0035],[0.0013205585939290994],,0.0038451105315712303,999,0.0,0,1,1.0,0.0035,0.0013205585939290994,,,,,,,,,,,24,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0025,B_joint,normal,1,none,0.6,0.0,D4,2000,50,1000,0.05,0.05,0.056,0.005141206084179081,0.056,0.005141206084179081,,,,,,,32.64,6.1088787841959995,23.0,32.0,43.0,0.0,0.944,-0.002962329994367243,0.16291972101229274,0.00019419705600012095,400025,[0.0],level,[0.056],[0.005141206084179081],,0.005141206084179083,999,0.0,0,1,1.0,0.056,0.005141206084179081,,,,,,,,,,,25,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0026,B_joint,normal,1,none,0.6,0.5,D3,2000,50,1000,0.05,0.05,0.9085,0.006447005118657811,,,0.9085,0.006447005118657811,0.9085,0.006447005118657811,,,64.6425,10.382229709941887,49.0,64.0,83.0,0.0,0.9795,0.001042946337133165,0.11062174035728517,0.00021884295100062446,400026,[0.5],power,[0.9085],[0.006447005118657811],,0.0031685761786644775,999,0.0,1,0,1.0,0.9085,0.006447005118657811,,,,,,,,,,,26,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0027,B_joint,normal,1,none,0.6,0.5,D4,2000,50,1000,0.05,0.05,0.8695,0.00753225563825339,,,0.8695,0.00753225563825339,0.8695,0.00753225563825339,,,32.8,6.198870864923708,24.0,32.0,44.0,0.0,0.9545,-0.0005017215642143298,0.15790772047907523,0.00017967987849988276,400027,[0.5],power,[0.8695],[0.00753225563825339],,0.004659922209651143,999,0.0,1,0,1.0,0.8695,0.00753225563825339,,,,,,,,,,,27,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0028,B_joint,empirical_copula,1,none,0.6,0.0,D3,2000,50,1000,0.05,0.05,0.0065,0.0017969070649312946,0.0065,0.0017969070649312946,,,,,,,65.2045,14.53401801808433,44.0,64.0,91.0,0.0,0.9545,0.00792659112091912,0.12339700809979469,0.0002757944959994347,400028,[0.0],level,[0.0065],[0.0017969070649312946],,0.004659922209651143,999,0.0,0,1,1.0,0.0065,0.0017969070649312946,,,,,,,,,,,28,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0029,B_joint,empirical_copula,1,none,0.6,0.0,D4,2000,50,1000,0.05,0.05,0.0465,0.004708383480558906,0.0465,0.004708383480558906,,,,,,,38.0605,9.439324115104853,24.0,37.0,55.0,0.0,0.9535,-0.004311397592047711,0.16000205381409996,0.000265585753499181,400029,[0.0],level,[0.0465],[0.004708383480558906],,0.004708383480558906,999,0.0,0,1,1.0,0.0465,0.004708383480558906,,,,,,,,,,,29,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0030,B_joint,empirical_copula,1,none,0.6,0.5,D3,2000,50,1000,0.05,0.05,0.9075,0.006478570444164362,,,0.9075,0.006478570444164362,0.9075,0.006478570444164362,,,65.4055,14.570348992045455,43.95,64.5,91.0,0.0,0.957,0.00378717753918766,0.1210972424252285,0.00027372196950091167,400030,[0.5],power,[0.9075],[0.006478570444164362],,0.004536022486716751,999,0.0,1,0,1.0,0.9075,0.006478570444164362,,,,,,,,,,,30,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0031,B_joint,empirical_copula,1,none,0.6,0.5,D4,2000,50,1000,0.05,0.05,0.835,0.008299849396224006,,,0.835,0.008299849396224006,0.835,0.008299849396224006,,,38.186,9.587512920460656,24.0,37.0,55.0,0.0,0.945,0.007654208095712896,0.1637302642115412,0.0002657125610003277,400031,[0.5],power,[0.835],[0.008299849396224006],,0.005097793640389931,999,0.0,1,0,1.0,0.835,0.008299849396224006,,,,,,,,,,,31,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0032,B_joint,normal,1,none,0.9,0.0,D3,2000,50,1000,0.05,0.05,0.0,0.0,0.0,0.0,,,,,,,65.7055,11.755031677966672,47.0,65.0,86.0,0.0,1.0,-0.0008263507736565207,0.056782188764056156,0.00020780676399954245,400032,[0.0],level,[0.0],[0.0],,0.0,999,0.0,0,1,1.0,0.0,0.0,,,,,,,,,,,32,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0033,B_joint,normal,1,none,0.9,0.0,D4,2000,50,1000,0.05,0.05,0.052,0.004964675215963275,0.052,0.004964675215963275,,,,,,,10.242,1.544161908609327,8.0,10.0,13.0,0.0,0.948,-0.0016502540287607532,0.1411022286499879,0.00019807091750044493,400033,[0.0],level,[0.052],[0.004964675215963275],,0.0049646752159632785,999,0.0,0,1,1.0,0.052,0.004964675215963275,,,,,,,,,,,33,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0034,B_joint,normal,1,none,0.9,0.5,D3,2000,50,1000,0.05,0.05,0.994,0.0017268468374467964,,,0.994,0.0017268468374467964,0.994,0.0017268468374467964,,,65.3095,12.07545898713585,47.0,64.0,87.0,0.0,1.0,0.0002669995008330619,0.05788285967106625,0.00019175267099853953,400034,[0.5],power,[0.994],[0.0017268468374467964],,0.0,999,0.0,1,0,1.0,0.994,0.0017268468374467964,,,,,,,,,,,34,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0035,B_joint,normal,1,none,0.9,0.5,D4,2000,50,1000,0.05,0.05,0.86,0.00775886589650833,,,0.86,0.00775886589650833,0.86,0.00775886589650833,,,10.137,1.5346761873437667,8.0,10.0,13.0,0.0,0.9515,-0.0011138440801408054,0.1431726284142329,0.0001972802625004988,400035,[0.5],power,[0.86],[0.00775886589650833],,0.004803527349771207,999,0.0,1,0,1.0,0.86,0.00775886589650833,,,,,,,,,,,35,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0036,B_joint,empirical_copula,1,none,0.9,0.0,D3,2000,50,1000,0.05,0.05,0.0,0.0,0.0,0.0,,,,,,,65.4835,16.769309101748945,41.0,64.0,96.0,0.0,0.9945,0.005411838991740056,0.07800641249538538,0.0002633261190003395,400036,[0.0],level,[0.0],[0.0],,0.0016537457482938467,999,0.0,0,1,1.0,0.0,0.0,,,,,,,,,,,36,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0037,B_joint,empirical_copula,1,none,0.9,0.0,D4,2000,50,1000,0.05,0.05,0.069,0.005667406814408156,0.069,0.005667406814408156,,,,,,,16.7315,3.7414446073675873,11.0,16.0,23.0,0.0,0.931,-0.00570282387931673,0.15684891923040417,0.0002852714095006377,400037,[0.0],level,[0.069],[0.005667406814408156],,0.0056674068144081545,999,0.0,0,1,1.0,0.069,0.005667406814408156,,,,,,,,,,,37,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0038,B_joint,empirical_copula,1,none,0.9,0.5,D3,2000,50,1000,0.05,0.05,0.9805,0.003091904752737377,,,0.9805,0.003091904752737377,0.9805,0.003091904752737377,,,65.75,17.40452527361778,41.0,63.0,98.0,0.0,0.998,0.005203206303462557,0.075119356518714,0.0002669488889987406,400038,[0.5],power,[0.9805],[0.003091904752737377],,0.0009989994994993746,999,0.0,1,0,1.0,0.9805,0.003091904752737377,,,,,,,,,,,38,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0039,B_joint,empirical_copula,1,none,0.9,0.5,D4,2000,50,1000,0.05,0.05,0.8165,0.00865528018032923,,,0.8165,0.00865528018032923,0.8165,0.00865528018032923,,,16.6765,3.7786039419341106,11.0,16.0,23.0,0.0,0.928,0.002687464182034602,0.15349783956336216,0.0002801630704998388,400039,[0.5],power,[0.8165],[0.00865528018032923],,0.0057799653978203,999,0.0,1,0,1.0,0.8165,0.00865528018032923,,,,,,,,,,,39,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0040,B_joint,normal,1,bonferroni,-0.3,0.0,D3,2000,50,1000,0.05,0.05,0.086,0.0062691307212403855,0.086,0.0062691307212403855,,,,,,,65.5125,9.291762144501979,51.0,65.0,82.0,0.0,0.786,-0.00578450503302852,0.19903070408537044,0.00019178547750016152,400040,[0.0],level,[0.086],[0.0062691307212403855],,0.009170714257897256,999,0.0,0,1,1.0,0.086,0.0062691307212403855,,,,,,,,,,,40,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0041,B_joint,normal,1,bonferroni,-0.3,0.0,D4,2000,50,1000,0.05,0.05,0.05,0.004873397172404482,0.05,0.004873397172404482,,,,,,,101.264,20.228403397203646,70.95,100.0,137.0,0.0,0.95,-0.0011854268391125232,0.1667661094057376,0.00020209838400114677,400041,[0.0],level,[0.05],[0.004873397172404482],,0.004873397172404485,999,0.0,0,1,1.0,0.05,0.004873397172404482,,,,,,,,,,,41,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0042,B_joint,normal,1,bonferroni,-0.3,0.5,D3,2000,50,1000,0.05,0.05,0.78,0.009262828941527529,,,0.78,0.009262828941527529,0.78,0.009262828941527529,,,65.3365,9.505538793251016,51.0,65.0,82.0,0.0,0.7705,-0.00281762824177184,0.20110103888392578,0.00021003070550068515,400042,[0.5],power,[0.78],[0.009262828941527529],,0.0094029184299344,999,0.0,1,0,1.0,0.78,0.009262828941527529,,,,,,,,,,,42,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0043,B_joint,normal,1,bonferroni,-0.3,0.5,D4,2000,50,1000,0.05,0.05,0.8555,0.00786192565469809,,,0.8555,0.00786192565469809,0.8555,0.00786192565469809,,,101.6425,19.816853780305287,71.0,100.0,136.0,0.0,0.945,5.177675860994524e-05,0.16506428582653437,0.00017394854199847032,400043,[0.5],power,[0.8555],[0.00786192565469809],,0.005097793640389931,999,0.0,1,0,1.0,0.8555,0.00786192565469809,,,,,,,,,,,43,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0044,B_joint,empirical_copula,1,bonferroni,-0.3,0.0,D3,2000,50,1000,0.05,0.05,0.0795,0.006048956521582875,0.0795,0.006048956521582875,,,,,,,65.045,12.720297755948955,46.0,64.0,87.0,0.0,0.7975,0.0038357906777202037,0.19813414091076179,0.0002737730820008437,400044,[0.0],level,[0.0795],[0.006048956521582875],,0.008985926496472138,999,0.0,0,1,1.0,0.0795,0.006048956521582875,,,,,,,,,,,44,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0045,B_joint,empirical_copula,1,bonferroni,-0.3,0.0,D4,2000,50,1000,0.05,0.05,0.048,0.0047799581588126895,0.048,0.0047799581588126895,,,,,,,97.3375,22.776887270871757,63.0,96.0,138.0,0.0,0.952,-0.000425023436053913,0.16227079877764494,0.00024661169150022035,400045,[0.0],level,[0.048],[0.0047799581588126895],,0.004779958158812692,999,0.0,0,1,1.0,0.048,0.0047799581588126895,,,,,,,,,,,45,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0046,B_joint,empirical_copula,1,bonferroni,-0.3,0.5,D3,2000,50,1000,0.05,0.05,0.8145,0.008691655480977141,,,0.8145,0.008691655480977141,0.8145,0.008691655480977141,,,65.454,13.36442606324716,46.0,64.0,90.0,0.0,0.8025,0.00799105217363043,0.19102898245918953,0.0002734843549988,400046,[0.5],power,[0.8145],[0.008691655480977141],,0.00890207138816579,999,0.0,1,0,1.0,0.8145,0.008691655480977141,,,,,,,,,,,46,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0047,B_joint,empirical_copula,1,bonferroni,-0.3,0.5,D4,2000,50,1000,0.05,0.05,0.83,0.008399404740813483,,,0.83,0.008399404740813483,0.83,0.008399404740813483,,,97.058,22.145487937726728,64.0,95.0,136.0,0.0,0.954,-0.006162435843405728,0.1655811282825471,0.0002761599910008954,400047,[0.5],power,[0.83],[0.008399404740813483],,0.0046842288586276416,999,0.0,1,0,1.0,0.83,0.008399404740813483,,,,,,,,,,,47,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0048,B_joint,normal,1,bonferroni,0.0,0.0,D3,2000,50,1000,0.05,0.05,0.0475,0.004756245893559331,0.0475,0.004756245893559331,,,,,,,65.2505,9.120457759893414,51.0,65.0,81.0,0.0,0.8405,0.0048199167683113005,0.17200820364537958,0.00021845320300053572,400048,[0.0],level,[0.0475],[0.004756245893559331],,0.008187177474563502,999,0.0,0,1,1.0,0.0475,0.004756245893559331,,,,,,,,,,,48,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0049,B_joint,normal,1,bonferroni,0.0,0.0,D4,2000,50,1000,0.05,0.05,0.046,0.00468422885862764,0.046,0.00468422885862764,,,,,,,78.3,15.248311381920294,55.0,77.0,105.0,0.0,0.954,0.005889219372574177,0.16327826213971125,0.00017717270899993308,400049,[0.0],level,[0.046],[0.00468422885862764],,0.0046842288586276416,999,0.0,0,1,1.0,0.046,0.00468422885862764,,,,,,,,,,,49,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0050,B_joint,normal,1,bonferroni,0.0,0.5,D3,2000,50,1000,0.05,0.05,0.802,0.008910555538236659,,,0.802,0.008910555538236659,0.802,0.008910555538236659,,,65.213,8.858534359587933,52.0,65.0,80.0,0.0,0.837,-0.001664462587030471,0.17747469031012225,0.00022415618850027386,400050,[0.5],power,[0.802],[0.008910555538236659],,0.00825926752200218,999,0.0,1,0,1.0,0.802,0.008910555538236659,,,,,,,,,,,50,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0051,B_joint,normal,1,bonferroni,0.0,0.5,D4,2000,50,1000,0.05,0.05,0.86,0.00775886589650833,,,0.86,0.00775886589650833,0.86,0.00775886589650833,,,78.5925,15.3976440973936,54.0,78.0,106.0,0.0,0.955,0.00016702170010522032,0.16224760805369182,0.00021301058900098725,400051,[0.5],power,[0.86],[0.00775886589650833],,0.004635461142108735,999,0.0,1,0,1.0,0.86,0.00775886589650833,,,,,,,,,,,51,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
