cell_id,module,family,K,correction,rho,theta,design,R,J0,Jmax,alpha,alpha_adj,marginal_level_or_power,marginal_mcse,fwer,fwer_mcse,conjunctive_power,conjunctive_power_mcse,disjunctive_power,disjunctive_power_mcse,fdr,fdr_mcse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,ci_coverage,bias,rmse,mean_wall,seed,theta_vector,marginal_estimand,marginal_by_contrast,marginal_mcse_by_contrast,mean_fdp,ci_coverage_mcse,bootstrap_B,benchmark_residual_corr,n_true_alternatives,n_true_nulls,planning_target_met_all,marginal_contrast_1,marginal_contrast_1_mcse,marginal_contrast_2,marginal_contrast_2_mcse,marginal_contrast_3,marginal_contrast_3_mcse,marginal_contrast_4,marginal_contrast_4_mcse,marginal_contrast_5,marginal_contrast_5_mcse,marginal_contrast_6,marginal_contrast_6_mcse,cell_index,module_cell,theta_mult,B,alpha_plan,alpha_note,source_module,projected_R
B_0347,B_joint,normal,3,bh,0.6,0.5,D4,200,50,1000,0.05,0.016666666666666666,0.9833333333333334,0.009052317076000163,,,0.96,0.013856406460551024,0.995,0.004987484335815003,0.0,0.0,50.92,6.901709933052824,41.0,50.0,63.0,0.0,0.99,0.0060348442132423024,0.12577787566401052,0.0005624604849981551,400347,"[0.5,0.5,0.5]",power,"[0.995,0.975,0.98]","[0.004987484335815003,0.011039701082909813,0.009899494936611668]",0.0,0.007035623639735147,99,0.0,3,0,1.0,0.995,0.004987484335815003,0.975,0.011039701082909813,0.98,0.009899494936611668,,,,,,,347,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0385,B_joint,normal,3,romano_wolf,0.6,0.0,D4,200,50,1000,0.05,0.05,0.024999999999999998,0.011039701082909808,0.05,0.015411035007422441,,,,,,,38.045,4.797184069847644,31.0,37.5,46.0,0.0,0.935,0.006460529545503381,0.15590326737692195,0.00349969480501386,400385,"[0.0,0.0,0.0]",level,"[0.025,0.02,0.03]","[0.011039701082909808,0.009899494936611665,0.012062338081814818]",,0.01743201078476031,99,0.0,0,3,1.0,0.025,0.011039701082909808,0.02,0.009899494936611665,0.03,0.012062338081814818,,,,,,,385,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0387,B_joint,normal,3,romano_wolf,0.6,0.5,D4,200,50,1000,0.05,0.05,0.8649999999999999,0.024163505540380527,,,0.725,0.031573327350787724,0.975,0.011039701082909813,,,37.515,5.013958017375096,30.0,37.0,46.0,0.0,0.9466666666666667,0.004476429789492021,0.15097642954143187,0.003161125070000708,400387,"[0.5,0.5,0.5]",power,"[0.85,0.87,0.875]","[0.025248762345905194,0.02378024390118823,0.023385358667337135]",,0.015888500383750646,99,0.0,3,0,1.0,0.85,0.025248762345905194,0.87,0.02378024390118823,0.875,0.023385358667337135,,,,,,,387,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0425,B_joint,normal,6,none,0.6,0.0,D4,200,50,1000,0.05,0.05,0.03666666666666666,0.013289511319499717,0.19,0.027739863013360393,,,,,,,40.86,4.92954358942083,33.95,40.5,49.0,0.0,0.9633333333333334,0.006431278378863248,0.13552568112560076,0.0008852349200060417,400425,"[0.0,0.0,0.0,0.0,0.0,0.0]",level,"[0.025,0.05,0.05,0.045,0.02,0.03]","[0.011039701082909808,0.015411035007422441,0.015411035007422441,0.014658615214269049,0.009899494936611665,0.012062338081814818]",,0.01328951131949971,99,0.0,0,6,1.0,0.025,0.011039701082909808,0.05,0.015411035007422441,0.05,0.015411035007422441,0.045,0.014658615214269049,0.02,0.009899494936611665,0.03,0.012062338081814818,425,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0427,B_joint,normal,6,none,0.6,0.5,D4,200,50,1000,0.05,0.05,0.9291666666666667,0.018140558456428816,,,0.69,0.032703210851535665,1.0,0.0,,,40.26,4.437611970418324,34.0,40.0,47.0,0.0,0.9458333333333333,-0.005258100140364815,0.14316991744975696,0.0008476379199964867,400427,"[0.5,0.5,0.5,0.5,0.5,0.5]",power,"[0.91,0.94,0.935,0.935,0.94,0.915]","[0.02023610634484806,0.01679285562374667,0.01743201078476031,0.01743201078476031,0.01679285562374667,0.019719913792915014]",,0.016005099013890686,99,0.0,6,0,1.0,0.91,0.02023610634484806,0.94,0.01679285562374667,0.935,0.01743201078476031,0.935,0.01743201078476031,0.94,0.01679285562374667,0.915,0.019719913792915014,427,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0465,B_joint,normal,6,bonferroni,0.6,0.0,D4,200,50,1000,0.05,0.008333333333333333,0.009166666666666667,0.006738931253874344,0.055,0.016120638945153507,,,,,,,62.735,7.25015689485407,51.95,61.0,75.04999999999998,0.0,0.9908333333333333,-0.006225597461324178,0.11579361170397827,0.0009743361250002635,400465,"[0.0,0.0,0.0,0.0,0.0,0.0]",level,"[0.005,0.0,0.015,0.015,0.005,0.015]","[0.004987484335815001,0.0,0.008595056718835542,0.008595056718835542,0.004987484335815001,0.008595056718835542]",,0.006738931253874341,99,0.0,0,6,1.0,0.005,0.004987484335815001,0.0,0.0,0.015,0.008595056718835542,0.015,0.008595056718835542,0.005,0.004987484335815001,0.015,0.008595056718835542,465,B,0.0,999,0.008333333333333333,plan every contrast at alpha/K = 0.05000/6,B,2000
B_0467,B_joint,normal,6,bonferroni,0.6,0.5,D4,200,50,1000,0.05,0.008333333333333333,0.9483333333333333,0.015652032171929352,,,0.735,0.031206970375222264,1.0,0.0,,,63.01,6.797786404411365,52.0,63.0,75.0,0.0,0.9908333333333333,0.0031783670923514664,0.11414342090345489,0.0009150078399943596,400467,"[0.5,0.5,0.5,0.5,0.5,0.5]",power,"[0.935,0.96,0.93,0.93,0.96,0.975]","[0.01743201078476031,0.013856406460551024,0.01804161855266871,0.01804161855266871,0.013856406460551024,0.011039701082909813]",,0.006738931253874341,99,0.0,6,0,1.0,0.935,0.01743201078476031,0.96,0.013856406460551024,0.93,0.01804161855266871,0.93,0.01804161855266871,0.96,0.013856406460551024,0.975,0.011039701082909813,467,B,1.0,999,0.008333333333333333,plan every contrast at alpha/K = 0.05000/6,B,2000
B_0505,B_joint,normal,6,holm,0.6,0.0,D4,200,50,1000,0.05,0.008333333333333333,0.006666666666666667,0.005754225500544023,0.035,0.012995191418367026,,,,,,,63.185,7.653807875822334,53.0,62.0,77.04999999999998,0.0,0.9933333333333333,0.0051580398530604536,0.1112164760128261,0.0007833147899873438,400505,"[0.0,0.0,0.0,0.0,0.0,0.0]",level,"[0.01,0.005,0.01,0.0,0.005,0.01]","[0.007035623639735145,0.004987484335815001,0.007035623639735145,0.0,0.004987484335815001,0.007035623639735145]",,0.005754225500544041,99,0.0,0,6,1.0,0.01,0.007035623639735145,0.005,0.004987484335815001,0.01,0.007035623639735145,0.0,0.0,0.005,0.004987484335815001,0.01,0.007035623639735145,505,B,0.0,999,0.008333333333333333,plan every contrast at alpha/K = 0.05000/6,B,2000
B_0507,B_joint,normal,6,holm,0.6,0.5,D4,200,50,1000,0.05,0.008333333333333333,0.9875000000000002,0.007856128181235286,,,0.95,0.015411035007422448,1.0,0.0,,,62.18,7.826084589371623,50.0,62.0,76.0,0.0,0.9933333333333333,0.002112254652475701,0.11394374071551798,0.0008850643550067616,400507,"[0.5,0.5,0.5,0.5,0.5,0.5]",power,"[0.985,0.985,0.985,0.995,0.99,0.985]","[0.008595056718835545,0.008595056718835545,0.008595056718835545,0.004987484335815003,0.007035623639735147,0.008595056718835545]",,0.005754225500544041,99,0.0,6,0,1.0,0.985,0.008595056718835545,0.985,0.008595056718835545,0.985,0.008595056718835545,0.995,0.004987484335815003,0.99,0.007035623639735147,0.985,0.008595056718835545,507,B,1.0,999,0.008333333333333333,plan every contrast at alpha/K = 0.05000/6,B,2000
B_0545,B_joint,normal,6,bh,0.6,0.0,D4,200,50,1000,0.05,0.008333333333333333,0.009166666666666667,0.006738931253874344,0.045,0.014658615214269049,,,,,0.045,0.014658615214269049,62.77,8.025403416651404,52.0,61.0,78.0,0.0,0.9916666666666667,-0.006495404662829604,0.11206485574654423,0.0008954552949944627,400545,"[0.0,0.0,0.0,0.0,0.0,0.0]",level,"[0.01,0.025,0.01,0.005,0.0,0.005]","[0.007035623639735145,0.011039701082909808,0.007035623639735145,0.004987484335815001,0.0,0.004987484335815001]",0.045,0.0064280202585589525,99,0.0,0,6,1.0,0.01,0.007035623639735145,0.025,0.011039701082909808,0.01,0.007035623639735145,0.005,0.004987484335815001,0.0,0.0,0.005,0.004987484335815001,545,B,0.0,999,0.008333333333333333,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0547,B_joint,normal,6,bh,0.6,0.5,D4,200,50,1000,0.05,0.008333333333333333,0.9866666666666667,0.008110350040397618,,,0.925,0.01862458053218917,1.0,0.0,0.0,0.0,63.095,7.015409824094385,53.0,63.0,75.0,0.0,0.9891666666666666,0.00449518745172288,0.11552041123549606,0.0007506059799925424,400547,"[0.5,0.5,0.5,0.5,0.5,0.5]",power,"[0.985,0.985,0.98,0.985,0.985,1.0]","[0.008595056718835545,0.008595056718835545,0.009899494936611668,0.008595056718835545,0.008595056718835545,0.0]",0.0,0.0073198265765734676,99,0.0,6,0,1.0,0.985,0.008595056718835545,0.985,0.008595056718835545,0.98,0.009899494936611668,0.985,0.008595056718835545,0.985,0.008595056718835545,1.0,0.0,547,B,1.0,999,0.008333333333333333,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0585,B_joint,normal,6,romano_wolf,0.6,0.0,D4,200,50,1000,0.05,0.05,0.007500000000000001,0.006100717170956216,0.045,0.014658615214269049,,,,,,,40.765,4.742338558137746,34.0,41.0,49.04999999999998,0.0,0.9408333333333333,-0.004012899967869995,0.14540551185151696,0.0030811610300042957,400585,"[0.0,0.0,0.0,0.0,0.0,0.0]",level,"[0.02,0.005,0.005,0.005,0.01,0.0]","[0.009899494936611665,0.004987484335815001,0.004987484335815001,0.004987484335815001,0.007035623639735145,0.0]",,0.016683220945342397,99,0.0,0,6,1.0,0.02,0.009899494936611665,0.005,0.004987484335815001,0.005,0.004987484335815001,0.005,0.004987484335815001,0.01,0.007035623639735145,0.0,0.0,585,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0587,B_joint,normal,6,romano_wolf,0.6,0.5,D4,200,50,1000,0.05,0.05,0.8366666666666666,0.026139582586142768,,,0.605,0.03456696399743547,0.995,0.004987484335815003,,,40.475,4.803058921145982,33.0,40.0,49.0,0.0,0.9433333333333334,-0.007196710576004267,0.1415534949128021,0.0029500834949976705,400587,"[0.5,0.5,0.5,0.5,0.5,0.5]",power,"[0.84,0.85,0.815,0.835,0.83,0.85]","[0.025922962793631443,0.025248762345905194,0.027456784225396828,0.02624642832844119,0.026561249970586856,0.025248762345905194]",,0.016348632290738505,99,0.0,6,0,1.0,0.84,0.025922962793631443,0.85,0.025248762345905194,0.815,0.027456784225396828,0.835,0.02624642832844119,0.83,0.026561249970586856,0.85,0.025248762345905194,587,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0589,B_joint,empirical_copula,6,romano_wolf,0.6,0.0,D4,200,50,1000,0.05,0.05,0.007500000000000001,0.006100717170956216,0.04,0.013856406460551017,,,,,,,51.055,8.11492298176637,39.0,51.0,64.04999999999998,0.0,0.9483333333333334,0.0009025101809328735,0.13331448424513384,0.0031177244799982873,400589,"[0.0,0.0,0.0,0.0,0.0,0.0]",level,"[0.01,0.0,0.01,0.005,0.01,0.01]","[0.007035623639735145,0.0,0.007035623639735145,0.004987484335815001,0.007035623639735145,0.007035623639735145]",,0.015652032171929335,99,0.0,0,6,1.0,0.01,0.007035623639735145,0.0,0.0,0.01,0.007035623639735145,0.005,0.004987484335815001,0.01,0.007035623639735145,0.01,0.007035623639735145,589,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0657,B_joint,empirical,6,romano_wolf,,0.0,D4,200,50,1000,0.05,0.05,0.006666666666666667,0.005754225500544023,0.04,0.013856406460551017,,,,,,,47.94,8.262953467132682,38.0,46.0,62.0,0.0,0.945,0.0034842239048088223,0.13609577054680624,0.0033102036799937196,400657,"[0.0,0.0,0.0,0.0,0.0,0.0]",level,"[0.01,0.0,0.005,0.005,0.015,0.005]","[0.007035623639735145,0.0,0.004987484335815001,0.004987484335815001,0.008595056718835542,0.004987484335815001]",,0.016120638945153514,99,0.0,0,6,1.0,0.01,0.007035623639735145,0.0,0.0,0.005,0.004987484335815001,0.005,0.004987484335815001,0.015,0.008595056718835542,0.005,0.004987484335815001,657,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
