cell_id,module,family,K,correction,rho,theta,design,R,J0,Jmax,alpha,alpha_adj,marginal_level_or_power,marginal_mcse,fwer,fwer_mcse,conjunctive_power,conjunctive_power_mcse,disjunctive_power,disjunctive_power_mcse,fdr,fdr_mcse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,ci_coverage,bias,rmse,mean_wall,seed,theta_vector,marginal_estimand,marginal_by_contrast,marginal_mcse_by_contrast,mean_fdp,ci_coverage_mcse,bootstrap_B,benchmark_residual_corr,n_true_alternatives,n_true_nulls,planning_target_met_all,marginal_contrast_1,marginal_contrast_1_mcse,marginal_contrast_2,marginal_contrast_2_mcse,marginal_contrast_3,marginal_contrast_3_mcse,marginal_contrast_4,marginal_contrast_4_mcse,marginal_contrast_5,marginal_contrast_5_mcse,marginal_contrast_6,marginal_contrast_6_mcse,cell_index,module_cell,theta_mult,B,alpha_plan,alpha_note,source_module,projected_R
B_0025,B_joint,normal,1,none,0.6,0.0,D4,200,50,1000,0.05,0.05,0.055,0.016120638945153507,0.055,0.016120638945153507,,,,,,,33.26,5.480182478713642,25.0,33.0,42.0,0.0,0.945,-0.002024386616038345,0.16291681651958947,0.00024458637499265025,400025,[0.0],level,[0.055],[0.016120638945153507],,0.016120638945153514,99,0.0,0,1,1.0,0.055,0.016120638945153507,,,,,,,,,,,25,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0027,B_joint,normal,1,none,0.6,0.5,D4,200,50,1000,0.05,0.05,0.89,0.022124646889837583,,,0.89,0.022124646889837583,0.89,0.022124646889837583,,,32.945,6.184818105651936,23.950000000000003,33.0,43.0,0.0,0.96,-0.0007649957277861552,0.15616997372589053,0.0002602974600085872,400027,[0.5],power,[0.89],[0.022124646889837583],,0.013856406460551024,99,0.0,1,0,1.0,0.89,0.022124646889837583,,,,,,,,,,,27,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0065,B_joint,normal,1,bonferroni,0.6,0.0,D4,200,50,1000,0.05,0.05,0.05,0.015411035007422441,0.05,0.015411035007422441,,,,,,,32.185,5.893282192462872,23.0,32.0,42.04999999999998,0.0,0.95,0.009552614847987771,0.15837525664745228,0.00035976173499875587,400065,[0.0],level,[0.05],[0.015411035007422441],,0.015411035007422448,99,0.0,0,1,1.0,0.05,0.015411035007422441,,,,,,,,,,,65,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0067,B_joint,normal,1,bonferroni,0.6,0.5,D4,200,50,1000,0.05,0.05,0.85,0.025248762345905194,,,0.85,0.025248762345905194,0.85,0.025248762345905194,,,32.62,5.82971697426213,24.950000000000003,33.0,43.04999999999998,0.0,0.955,-0.013702605781271986,0.1561728072515015,0.00027516130499861903,400067,[0.5],power,[0.85],[0.025248762345905194],,0.014658615214269054,99,0.0,1,0,1.0,0.85,0.025248762345905194,,,,,,,,,,,67,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0105,B_joint,normal,1,holm,0.6,0.0,D4,200,50,1000,0.05,0.05,0.035,0.012995191418367026,0.035,0.012995191418367026,,,,,,,32.535,6.064550684098535,23.0,32.0,43.0,0.0,0.965,0.004637482767589914,0.1471964679929576,0.00021479003500644468,400105,[0.0],level,[0.035],[0.012995191418367026],,0.012995191418367032,99,0.0,0,1,1.0,0.035,0.012995191418367026,,,,,,,,,,,105,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0107,B_joint,normal,1,holm,0.6,0.5,D4,200,50,1000,0.05,0.05,0.805,0.028015620642777128,,,0.805,0.028015620642777128,0.805,0.028015620642777128,,,32.975,6.309070850767172,24.0,33.0,44.0,0.0,0.935,-0.00583590454243746,0.16554081817676988,0.00031174308500339973,400107,[0.5],power,[0.805],[0.028015620642777128],,0.01743201078476031,99,0.0,1,0,1.0,0.805,0.028015620642777128,,,,,,,,,,,107,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B,2000
B_0145,B_joint,normal,1,bh,0.6,0.0,D4,200,50,1000,0.05,0.05,0.015,0.008595056718835542,0.015,0.008595056718835542,,,,,0.015,0.008595056718835542,32.67,5.713239011278978,24.0,33.0,43.0,0.0,0.985,-0.014435794038377777,0.14759804068194912,0.00029147612998713156,400145,[0.0],level,[0.015],[0.008595056718835542],0.015,0.008595056718835545,99,0.0,0,1,1.0,0.015,0.008595056718835542,,,,,,,,,,,145,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0147,B_joint,normal,1,bh,0.6,0.5,D4,200,50,1000,0.05,0.05,0.865,0.024163505540380516,,,0.865,0.024163505540380516,0.865,0.024163505540380516,0.0,0.0,32.92,5.651866948186236,23.950000000000003,33.0,42.04999999999998,0.0,0.955,0.014262597766775924,0.15776003235647462,0.00034458058000382154,400147,[0.5],power,[0.865],[0.024163505540380516],0.0,0.014658615214269054,99,0.0,1,0,1.0,0.865,0.024163505540380516,,,,,,,,,,,147,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
B_0185,B_joint,normal,1,romano_wolf,0.6,0.0,D4,200,50,1000,0.05,0.05,0.05,0.015411035007422441,0.05,0.015411035007422441,,,,,,,33.4,6.319810123729984,23.950000000000003,33.0,44.0,0.0,0.95,0.013106659054699798,0.16937507891294218,0.00022352965499521815,400185,[0.0],level,[0.05],[0.015411035007422441],,0.015411035007422448,99,0.0,0,1,1.0,0.05,0.015411035007422441,,,,,,,,,,,185,B,0.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0187,B_joint,normal,1,romano_wolf,0.6,0.5,D4,200,50,1000,0.05,0.05,0.81,0.02773986301336039,,,0.81,0.02773986301336039,0.81,0.02773986301336039,,,32.61,6.272790447639711,23.0,32.0,44.0,0.0,0.925,-0.02121322290420922,0.16932751249813538,0.00024216927498855513,400187,[0.5],power,[0.81],[0.02773986301336039],,0.01862458053218917,99,0.0,1,0,1.0,0.81,0.02773986301336039,,,,,,,,,,,187,B,1.0,999,0.05,Romano-Wolf power is planned by simulation from Sigma_D (§4.4); use this alpha at the stepdown.,B,2000
B_0225,B_joint,normal,3,none,0.6,0.0,D4,200,50,1000,0.05,0.05,0.065,0.017432010784760317,0.175,0.026867731575255845,,,,,,,38.27,5.457755949105823,30.0,38.0,48.0,0.0,0.935,-0.0005512319179091169,0.15711088604872564,0.0005489564149866055,400225,"[0.0,0.0,0.0]",level,"[0.08,0.055,0.06]","[0.01918332609325088,0.016120638945153507,0.016792855623746664]",,0.01743201078476031,99,0.0,0,3,1.0,0.08,0.01918332609325088,0.055,0.016120638945153507,0.06,0.016792855623746664,,,,,,,225,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0227,B_joint,normal,3,none,0.6,0.5,D4,200,50,1000,0.05,0.05,0.9166666666666666,0.019543398999264293,,,0.78,0.029291637031753616,0.995,0.004987484335815003,,,38.035,5.298469118528483,30.0,38.0,47.04999999999998,0.0,0.95,0.002336504612836181,0.14837900829829254,0.0005330324999886216,400227,"[0.5,0.5,0.5]",power,"[0.905,0.915,0.93]","[0.02073342711661533,0.019719913792915014,0.01804161855266871]",,0.015411035007422448,99,0.0,3,0,1.0,0.905,0.02073342711661533,0.915,0.019719913792915014,0.93,0.01804161855266871,,,,,,,227,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B,2000
B_0265,B_joint,normal,3,bonferroni,0.6,0.0,D4,200,50,1000,0.05,0.016666666666666666,0.016666666666666666,0.009052317076000179,0.05,0.015411035007422441,,,,,,,50.13,6.46939718984698,39.95,50.0,61.04999999999998,0.0,0.9833333333333333,-0.0024707489559824686,0.13074468993275742,0.0005568186849995982,400265,"[0.0,0.0,0.0]",level,"[0.02,0.01,0.02]","[0.009899494936611665,0.007035623639735145,0.009899494936611665]",,0.009052317076000193,99,0.0,0,3,1.0,0.02,0.009899494936611665,0.01,0.007035623639735145,0.02,0.009899494936611665,,,,,,,265,B,0.0,999,0.016666666666666666,plan every contrast at alpha/K = 0.05000/3,B,2000
B_0267,B_joint,normal,3,bonferroni,0.6,0.5,D4,200,50,1000,0.05,0.016666666666666666,0.92,0.019183326093250873,,,0.78,0.029291637031753616,1.0,0.0,,,50.785,6.708112625768891,40.0,50.0,63.04999999999998,0.0,0.9816666666666667,0.008680833610601306,0.126673107355888,0.0005686329200034379,400267,"[0.5,0.5,0.5]",power,"[0.895,0.93,0.935]","[0.021676600286945368,0.01804161855266871,0.01743201078476031]",,0.009486100943544245,99,0.0,3,0,1.0,0.895,0.021676600286945368,0.93,0.01804161855266871,0.935,0.01743201078476031,,,,,,,267,B,1.0,999,0.016666666666666666,plan every contrast at alpha/K = 0.05000/3,B,2000
B_0305,B_joint,normal,3,holm,0.6,0.0,D4,200,50,1000,0.05,0.016666666666666666,0.011666666666666667,0.007592942629690928,0.035,0.012995191418367026,,,,,,,51.1,7.076722405181653,41.0,50.0,63.0,0.0,0.9883333333333333,-0.0024202041843521933,0.1233684599258998,0.0005704193349993147,400305,"[0.0,0.0,0.0]",level,"[0.02,0.015,0.0]","[0.009899494936611665,0.008595056718835542,0.0]",,0.007592942629690943,99,0.0,0,3,1.0,0.02,0.009899494936611665,0.015,0.008595056718835542,0.0,0.0,,,,,,,305,B,0.0,999,0.016666666666666666,plan every contrast at alpha/K = 0.05000/3,B,2000
B_0307,B_joint,normal,3,holm,0.6,0.5,D4,200,50,1000,0.05,0.016666666666666666,0.9616666666666666,0.013576429738500654,,,0.92,0.019183326093250873,0.995,0.004987484335815003,,,51.025,6.2533491026808985,41.0,51.0,61.04999999999998,0.0,0.98,-0.0007720130508860168,0.12955146438492804,0.0005457523000040965,400307,"[0.5,0.5,0.5]",power,"[0.94,0.975,0.97]","[0.01679285562374667,0.011039701082909813,0.012062338081814825]",,0.009899494936611668,99,0.0,3,0,1.0,0.94,0.01679285562374667,0.975,0.011039701082909813,0.97,0.012062338081814825,,,,,,,307,B,1.0,999,0.016666666666666666,plan every contrast at alpha/K = 0.05000/3,B,2000
B_0345,B_joint,normal,3,bh,0.6,0.0,D4,200,50,1000,0.05,0.016666666666666666,0.023333333333333334,0.010674476307737277,0.06,0.016792855623746664,,,,,0.06,0.016792855623746664,50.93,6.390234737472483,42.0,51.0,62.0,0.0,0.98,0.005893819654192918,0.12394811070737026,0.00060483742499855,400345,"[0.0,0.0,0.0]",level,"[0.02,0.025,0.025]","[0.009899494936611665,0.011039701082909808,0.011039701082909808]",0.06,0.009899494936611668,99,0.0,0,3,1.0,0.02,0.009899494936611665,0.025,0.011039701082909808,0.025,0.011039701082909808,,,,,,,345,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B,2000
