dgp,n,contrast,label,J_low,J_high,estimate_low,estimate_high,estimate_change_high_minus_low,sd_low,sd_high,mcse_low,mcse_high,mcse_low_over_high,mcse_reduction_pct,ci95_halfwidth_low,ci95_halfwidth_high,ci95_halfwidth_reduction_pct,expected_mcse_low_over_high,expected_mcse_reduction_pct
3,500,C3,"MVBCF vs BART, PEHE Y1",500,1000,-1.6015618836170884,-1.5324827135922532,0.06907917002483521,2.2578577953745635,2.1834491211046485,0.10097447027970669,0.06904672377783512,1.4624078414582327,31.61962267633528,0.19790632510623518,0.13532909185504222,31.61962267633528,1.4142135623730951,29.289321881345252
3,500,C4,"MVBCF vs BART, PEHE Y2",500,1000,-1.3699128440415416,-1.2159267370958868,0.15398610694565473,2.0126025209449407,1.952197775051481,0.09000632097040663,0.06173391412275713,1.4579720442062067,31.41157925668937,0.1764091474829492,0.12099624830529258,31.411579256689357,1.4142135623730951,29.289321881345252
3,500,C5,"MVBCF vs MVBART, PEHE Y1",500,1000,-1.650002541113889,-1.5048189493211939,0.14518359179269513,2.197956589852096,2.081328500503457,0.09829560693005822,0.06581738620613833,1.4934595947368519,33.04137564055086,0.19265584942141986,0.12899970652059448,33.041375640550875,1.4142135623730951,29.289321881345252
3,500,C6,"MVBCF vs MVBART, PEHE Y2",500,1000,-1.0637464599028772,-1.0308755649253891,0.032870894977488074,1.6500949913292677,1.6407795006225032,0.07379449139888337,0.051886003600807716,1.422242729785699,29.688513848077235,0.1446345453992622,0.10169469835929869,29.688513848077235,1.4142135623730951,29.289321881345252
1,100,C1,"MVBCF vs BCF, PEHE Y1",500,1000,-1.7512894862905573,-1.8235796303706386,-0.07229014408008139,3.3551709768437075,3.370856644681556,0.15004780760713804,0.10659584663106625,1.407632776973584,28.95874432890061,0.2940882988691857,0.2089240202984451,28.95874432890061,1.4142135623730951,29.289321881345252
1,100,C2,"MVBCF vs BCF, PEHE Y2",500,1000,-1.9986219274367913,-2.0254287113053815,-0.026806783868590145,3.416422605818614,3.501707962277895,0.15278706372954778,0.11073372861545125,1.3797698825814542,27.52414640845261,0.29945714221353964,0.21703411996011684,27.52414640845261,1.4142135623730951,29.289321881345252
1,100,C3,"MVBCF vs BART, PEHE Y1",500,1000,-1.7902928730741974,-1.8210806003484068,-0.03078772727420942,2.4660276616130665,2.3697580611270643,0.11028410971523331,0.07493832976706048,1.4716649017671226,32.04974863508427,0.21615288310892117,0.1468764274050244,32.04974863508427,1.4142135623730951,29.289321881345252
1,100,C4,"MVBCF vs BART, PEHE Y2",500,1000,-1.468997586006969,-1.4450553217220954,0.02394226428487367,2.1805235705990285,2.1001148561567784,0.09751597860799978,0.0664114629341231,1.468360645883239,31.896840002921323,0.19112780598885792,0.13016407551149803,31.896840002921323,1.4142135623730951,29.289321881345252
1,100,C5,"MVBCF vs MVBART, PEHE Y1",500,1000,-3.0409802417205776,-3.1588440482725755,-0.11786380655199791,3.162543064197866,3.170543683829173,0.14143322546633819,0.10026139461960952,1.4106449047804899,29.110437601189943,0.27720402813135603,0.1965087224941926,29.110437601189954,1.4142135623730951,29.289321881345252
1,100,C6,"MVBCF vs MVBART, PEHE Y2",500,1000,-2.4383617931524424,-2.4205039242635973,0.017857868888845108,2.583101486422046,2.587817305391438,0.11551981032840888,0.08183396853436478,1.4116364194154694,29.160229486422562,0.22641466774457958,0.160391631039339,29.160229486422562,1.4142135623730951,29.289321881345252
