reject_rate,t1e_or_power,ci_cover,E_theta,bias,rmse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,pJmax,mean_wall,family,rho,sigma_a,sigma_b,theta,design,J0,Jmax,alpha,alpha_adj,delta,power_target,gamma,correction,K,seed,R,reject_rate_mcse,ci_cover_mcse,pJmax_mcse,module_cell,theta_mult,B,alpha_plan,alpha_note,cell_id,module,projected_R,bootstrap_B
0.8685,0.8685,0.977,0.4992963676609897,-0.0007036323390102739,0.12476687126426007,13.605,2.093077877194253,10.0,13.0,17.0,0.0,0.0,0.0003447771072387695,normal,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,holm,3,400315,2000,0.007556710593902613,0.0033519397369284566,0.0,B,1.0,999,0.016666666666666666,plan every contrast at alpha/K = 0.05000/3,B_0315,B,2000,999
1.0,1.0,0.0,-2.199247200004087,-2.199247200004087,2.2025519791213632,475.5995,114.19919920800672,305.0,468.5,677.1999999999998,0.0,0.0,0.00038798987865448,empirical,0.9,1.0,1.0,0.0,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,holm,3,400316,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,plan every contrast at alpha/K = 0.05000/3,B_0316,B,2000,999
1.0,1.0,0.0,-2.202810373060756,-2.202810373060756,2.207434172581193,329.641,104.78754276630404,176.95,316.5,525.1499999999999,0.0,0.0,0.0003882764577865601,empirical,0.9,1.0,1.0,0.0,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,holm,3,400317,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,plan every contrast at alpha/K = 0.05000/3,B_0317,B,2000,999
1.0,1.0,0.0,-2.1984524583547773,-2.6984524583547773,2.70114920272625,468.937,111.83586647851395,305.0,461.0,668.0,0.0,0.0,0.0003601536750793457,empirical,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,holm,3,400318,2000,0.0,0.0,0.0,B,1.0,999,0.016666666666666666,plan every contrast at alpha/K = 0.05000/3,B_0318,B,2000,999
1.0,1.0,0.0,-2.203053324214907,-2.703053324214907,2.7071819417738476,329.384,104.64479224500376,182.0,318.0,524.0,0.0,0.0,0.0002209533452987671,empirical,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,holm,3,400319,2000,0.0,0.0,0.0,B,1.0,999,0.016666666666666666,plan every contrast at alpha/K = 0.05000/3,B_0319,B,2000,999
0.0295,0.0295,0.864,0.006921628083792273,0.006921628083792273,0.19842605613741793,65.34,9.158678944039911,51.0,64.0,82.0,0.0,0.0,0.0003752037286758423,normal,-0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400320,2000,0.003783500363420096,0.00766498532288223,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0320,B,2000,999
0.0135,0.0135,0.9865,-0.005700795277072915,-0.005700795277072915,0.14089012285644836,133.748,26.289988512739978,93.0,132.0,180.0,0.0,0.0,0.00039099979400634765,normal,-0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400321,2000,0.0025804796065847916,0.0025804796065847873,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0321,B,2000,999
0.6535,0.6535,0.8805,0.49821866587486624,-0.00178133412513376,0.20165047904558814,65.006,8.975186014785432,50.0,65.0,81.0,0.0,0.0,0.0002098151445388794,normal,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400322,2000,0.010640435846336371,0.0072532665055132246,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0322,B,2000,999
0.857,0.857,0.9805,0.4978679319135315,-0.002132068086468486,0.1434662425660747,135.5255,26.99643216704756,94.0,134.0,182.0,0.0,0.0,0.00017463600635528564,normal,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400323,2000,0.007827866886962246,0.003091904752737377,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0323,B,2000,999
1.0,1.0,0.0,-2.202629865960761,-2.202629865960761,2.205712062228595,473.2755,111.92444147615838,302.0,466.0,667.0,0.0,0.0,0.00019802093505859374,empirical,-0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400324,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0324,B,2000,999
1.0,1.0,0.0,-2.1987430256350433,-2.1987430256350433,2.2038434140568977,326.622,103.68418450274854,179.95,314.0,517.05,0.0,0.0,0.00018578076362609863,empirical,-0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400325,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0325,B,2000,999
1.0,1.0,0.0,-2.198597500900865,-2.698597500900865,2.701240471615685,473.3115,114.89565034303953,300.0,466.0,679.0,0.0,0.0,0.000196211576461792,empirical,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400326,2000,0.0,0.0,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0326,B,2000,999
1.0,1.0,0.0,-2.206801964226696,-2.706801964226696,2.710723589441143,326.2115,105.42155267188015,176.95,313.0,521.05,0.0,0.0,0.0001881287097930908,empirical,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400327,2000,0.0,0.0,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0327,B,2000,999
0.0205,0.0205,0.915,0.007177812038975691,0.007177812038975691,0.17551660632072894,65.134,8.748945307864258,51.0,65.0,80.0,0.0,0.0,0.00018641507625579833,normal,0.0,1.0,1.0,0.0,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400328,2000,0.00316857617866448,0.006235984284778145,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0328,B,2000,999
0.019,0.019,0.981,0.00475332286703932,0.00475332286703932,0.1405053018480595,104.8995,20.21881301535775,74.0,104.0,141.0,0.0,0.0,0.00018202459812164307,normal,0.0,1.0,1.0,0.0,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400329,2000,0.003052785613173647,0.0030527856131736483,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0329,B,2000,999
0.656,0.656,0.905,0.49354457101901117,-0.006455428980988831,0.17919763985130024,65.2675,9.032327703864603,50.0,65.0,81.0,0.0,0.0,0.00019023358821868897,normal,0.0,1.0,1.0,0.5,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400330,2000,0.010622240818207805,0.006556485338960196,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0330,B,2000,999
0.871,0.871,0.984,0.5037660100955613,0.003766010095561323,0.13812232528725005,104.6145,19.970775892538576,73.0,103.0,140.0,0.0,0.0,0.00017830288410186767,normal,0.0,1.0,1.0,0.5,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400331,2000,0.007495298526409739,0.00280570846668003,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0331,B,2000,999
1.0,1.0,0.0,-2.2001178568448156,-2.2001178568448156,2.203315669650135,473.2385,113.08719033449367,306.95,465.0,678.0999999999999,0.0,0.0,0.00019978082180023194,empirical,0.0,1.0,1.0,0.0,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400332,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0332,B,2000,999
1.0,1.0,0.0,-2.2050012481395522,-2.2050012481395522,2.2099319076710207,324.423,103.06384948661677,177.0,315.0,518.0,0.0,0.0,0.00018574821949005128,empirical,0.0,1.0,1.0,0.0,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400333,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0333,B,2000,999
1.0,1.0,0.0,-2.2010292899984423,-2.7010292899984423,2.703648850542208,478.6585,115.13964945990585,304.0,469.0,679.0,0.0,0.0,0.00019464778900146485,empirical,0.0,1.0,1.0,0.5,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400334,2000,0.0,0.0,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0334,B,2000,999
1.0,1.0,0.0,-2.2049631365369526,-2.7049631365369526,2.7089538862716074,328.399,103.75800595134817,181.0,318.0,512.05,0.0,0.0,0.0001867351531982422,empirical,0.0,1.0,1.0,0.5,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400335,2000,0.0,0.0,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0335,B,2000,999
0.0035,0.0035,0.96,0.0007053491867957302,0.0007053491867957302,0.14888942466055757,65.228,9.018260142621747,50.0,65.0,81.0,0.0,0.0,0.00018621265888214112,normal,0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400336,2000,0.0013205585939290994,0.004381780460041331,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0336,B,2000,999
0.012,0.012,0.988,0.0014252661374044586,0.0014252661374044586,0.1415433558207116,74.013,14.379771590675562,52.0,73.0,98.0,0.0,0.0,0.00019208621978759766,normal,0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400337,2000,0.002434748446965312,0.0024347484469653133,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0337,B,2000,999
0.6965,0.6965,0.963,0.5000619378576157,6.193785761565707e-05,0.14541985935861546,65.1775,9.029783704497024,50.0,64.0,81.0,0.0,0.0,0.00019119572639465332,normal,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400338,2000,0.010280752647544827,0.004220841148396847,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0338,B,2000,999
0.861,0.861,0.983,0.49894119436170753,-0.0010588056382924704,0.13850906615792694,73.9775,14.55056678449331,52.0,73.0,99.0,0.0,0.0,0.00018433940410614015,normal,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400339,2000,0.0077355995242773526,0.0028905881754411173,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0339,B,2000,999
1.0,1.0,0.0,-2.2003973490511566,-2.2003973490511566,2.2036618416422025,476.456,114.38035698492989,306.0,467.0,680.0,0.0005,0.0005,0.00020185279846191405,empirical,0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400340,2000,0.0,0.0,0.0004998749843710925,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0340,B,2000,999
1.0,1.0,0.0,-2.204515799532717,-2.204515799532717,2.209438388465334,329.561,103.9597435500877,183.0,319.0,523.0,0.0,0.0,0.00018843209743499756,empirical,0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400341,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0341,B,2000,999
1.0,1.0,0.0,-2.202607732419882,-2.702607732419882,2.7053033443344456,472.654,113.45104796342781,303.95,463.0,667.05,0.0,0.0,0.00022703301906585693,empirical,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400342,2000,0.0,0.0,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0342,B,2000,999
1.0,1.0,0.0,-2.20500161436475,-2.70500161436475,2.7090886975169166,327.4375,102.03850299641798,179.0,314.0,514.05,0.0,0.0,0.00026354467868804933,empirical,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400343,2000,0.0,0.0,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0343,B,2000,999
0.0,0.0,0.996,0.0005132708925344114,0.0005132708925344114,0.1110033033206808,65.695,10.373474586656101,50.0,65.0,84.0,0.0,0.0,0.0002917262315750122,normal,0.6,1.0,1.0,0.0,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400344,2000,0.0,0.0014113823011501884,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0344,B,2000,999
0.019,0.019,0.981,0.0025976338098109703,0.0025976338098109703,0.13762403368975182,44.089,8.22077119253419,32.0,43.0,58.0,0.0,0.0,0.0002935078144073486,normal,0.6,1.0,1.0,0.0,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400345,2000,0.003052785613173647,0.0030527856131736483,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0345,B,2000,999
0.752,0.752,0.995,0.49731597688677576,-0.002684023113224243,0.11162202254596022,65.5755,10.004563946019836,50.0,65.0,83.0,0.0,0.0,0.0003237724304199219,normal,0.6,1.0,1.0,0.5,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400346,2000,0.009656500401284102,0.0015771810295587513,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0346,B,2000,999
0.884,0.884,0.985,0.5037897456645354,0.003789745664535382,0.13530760094260558,43.778,8.155103678065657,31.0,43.0,57.049999999999955,0.0,0.0,0.00032491326332092287,normal,0.6,1.0,1.0,0.5,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400347,2000,0.0071604469134265636,0.002717995584985378,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0347,B,2000,999
1.0,1.0,0.0,-2.2042220367714984,-2.2042220367714984,2.2075342023057676,470.7575,111.36579229615349,306.0,460.0,672.0999999999999,0.0,0.0,0.00019861042499542237,empirical,0.6,1.0,1.0,0.0,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400348,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0348,B,2000,999
1.0,1.0,0.0,-2.204678451664821,-2.204678451664821,2.209513401812733,335.489,106.49157186838778,181.95,325.0,524.0999999999999,0.0,0.0,0.0001869354248046875,empirical,0.6,1.0,1.0,0.0,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400349,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0349,B,2000,999
1.0,1.0,0.0,-2.1995026660160453,-2.6995026660160453,2.702095177127147,473.5225,115.61377294141904,303.95,464.0,679.05,0.0,0.0,0.00019581258296966553,empirical,0.6,1.0,1.0,0.5,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400350,2000,0.0,0.0,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0350,B,2000,999
1.0,1.0,0.0,-2.1959625997191234,-2.6959625997191234,2.7000283193688173,329.648,102.92205349680893,180.95,316.0,513.0,0.0,0.0,0.0001873466968536377,empirical,0.6,1.0,1.0,0.5,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400351,2000,0.0,0.0,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0351,B,2000,999
0.0,0.0,1.0,0.0034055242990162662,0.0034055242990162662,0.054393372617821026,65.4195,11.074724364515806,50.0,64.0,85.0,0.0,0.0,0.0001850440502166748,normal,0.9,1.0,1.0,0.0,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400352,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0352,B,2000,999
0.0225,0.0225,0.9775,0.003524512315964665,0.003524512315964665,0.12588148837694316,13.5425,2.0325338250567935,10.0,13.0,17.0,0.0,0.0,0.00020309674739837647,normal,0.9,1.0,1.0,0.0,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400353,2000,0.0033161536454151216,0.003316153645415119,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0353,B,2000,999
0.9155,0.9155,1.0,0.4993521188723891,-0.0006478811276108831,0.05527779748618903,66.0215,11.484512952232674,50.0,65.0,87.0,0.0,0.0,0.00018825018405914306,normal,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400354,2000,0.006219314672855845,0.0,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0354,B,2000,999
0.8785,0.8785,0.984,0.5001505072991036,0.00015050729910359717,0.12143633022846209,13.6255,2.0303324235208384,11.0,14.0,17.0,0.0,0.0,0.00020578944683074952,normal,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400355,2000,0.007305400399704318,0.00280570846668003,0.0,B,1.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0355,B,2000,999
1.0,1.0,0.0,-2.1982689813453815,-2.1982689813453815,2.201430159741145,473.547,113.11095787323173,305.95,462.0,678.0,0.0,0.0,0.0001924114227294922,empirical,0.9,1.0,1.0,0.0,D3,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400356,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0356,B,2000,999
1.0,1.0,0.0,-2.2075842219151256,-2.2075842219151256,2.2122876331079313,332.433,104.21493420330889,183.0,319.0,522.0999999999999,0.0,0.0,0.0001867814064025879,empirical,0.9,1.0,1.0,0.0,D4,50,1000,0.05,0.016666666666666666,0.5,0.8,0.2,bh,3,400357,2000,0.0,0.0,0.0,B,0.0,999,0.016666666666666666,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0357,B,2000,999
