reject_rate,t1e_or_power,ci_cover,E_theta,bias,rmse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,pJmax,mean_wall,family,rho,sigma_a,sigma_b,theta,design,J0,Jmax,alpha,alpha_adj,delta,power_target,gamma,correction,K,seed,R,reject_rate_mcse,ci_cover_mcse,pJmax_mcse,module_cell,theta_mult,B,sigma_ratio,cell_id,module,projected_R,bootstrap_B
0.3276,0.3276,0.9442,0.24999693331549616,-3.0666845038385127e-06,0.1635713162247469,56.9418,12.917786681935882,38.0,56.0,80.0,0.0,0.0,0.0011970107078552246,gamma,0.3,1.0,1.0,0.25,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100297,5000,0.006637442881110164,0.0032461164489278557,0.0,A,0.5,50,1.0,A_0297,A,5000,50
0.997,0.997,0.9506,0.25041910876526924,0.00041910876526923824,0.05096489386212253,573.0238,132.77472663711268,376.0,562.0,817.1000000000004,0.0,0.0066,0.0011287760257720947,gamma,0.3,1.0,1.0,0.25,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100298,5000,0.0007734339015067807,0.003064625262572897,0.0,A,0.5,50,1.0,A_0298,A,5000,50
0.2632,0.2632,0.9512,0.245648185500596,-0.004351814499404,0.17534552055813205,46.0,0.0,46.0,46.0,46.0,0.0,0.0,0.0010850707530975342,gamma,0.3,1.0,1.0,0.25,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100299,5000,0.006227772635541538,0.0030469184432800286,0.0,A,0.5,50,1.0,A_0299,A,5000,50
0.7958,0.7958,0.9498,0.4976053389693443,-0.0023946610306557203,0.1778661648839558,47.186,10.364333263649911,32.0,46.0,65.0,0.0,0.0,0.0012133997917175292,gamma,0.3,1.0,1.0,0.5,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100300,5000,0.005700918522483899,0.003088040155179334,0.0,A,1.0,50,1.0,A_0300,A,5000,50
0.8866,0.8866,0.948,0.4948463962355421,-0.0051536037644578925,0.15768162723100101,59.557,10.762376642730917,50.0,56.0,81.0,0.0,0.0,0.0014142629146575928,gamma,0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100301,5000,0.004484204277238046,0.00313993630508646,0.0,A,1.0,50,1.0,A_0301,A,5000,50
0.8474,0.8474,0.8888,0.4961265155481293,-0.00387348445187069,0.15242639862405835,65.7106,11.717783392775274,50.0,64.0,87.0,0.0,0.0,0.0011547224044799805,gamma,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100302,5000,0.005085533207049187,0.004445999550157421,0.0,A,1.0,50,1.0,A_0302,A,5000,50
0.8642,0.8642,0.9474,0.4996949567432199,-0.000305043256780102,0.16300874276594185,56.8076,12.92322646400658,38.0,56.0,80.0,0.0,0.0,0.0012308940410614014,gamma,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100303,5000,0.004844757166257149,0.0031569998416217885,0.0,A,1.0,50,1.0,A_0303,A,5000,50
1.0,1.0,0.9504,0.5007952635534509,0.0007952635534509422,0.051506027587399854,572.9878,133.13029726985513,380.95000000000005,559.0,813.0,0.0,0.0084,0.0010813146591186523,gamma,0.3,1.0,1.0,0.5,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100304,5000,0.0,0.0030704996336101387,0.0,A,1.0,50,1.0,A_0304,A,5000,50
0.8124,0.8124,0.9522,0.5043482796841443,0.004348279684144307,0.1769747670867831,46.0,0.0,46.0,46.0,46.0,0.0,0.0,0.0011390361309051515,gamma,0.3,1.0,1.0,0.5,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100305,5000,0.0055209825212547085,0.0030171231330524103,0.0,A,1.0,50,1.0,A_0305,A,5000,50
0.9988,0.9988,0.9446,1.0000602123067817,6.0212306781659564e-05,0.18261582898111806,47.3462,10.874830829029019,32.0,46.0,66.0,0.0,0.0,0.001151389980316162,gamma,0.3,1.0,1.0,1.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100306,5000,0.0004896039215529179,0.0032351457463304493,0.0,A,2.0,50,1.0,A_0306,A,5000,50
1.0,1.0,0.948,0.9926075361888655,-0.007392463811134453,0.15535696538359733,59.6092,10.701162336867897,50.0,57.0,80.0,0.0,0.0,0.001417698049545288,gamma,0.3,1.0,1.0,1.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100307,5000,0.0,0.00313993630508646,0.0,A,2.0,50,1.0,A_0307,A,5000,50
1.0,1.0,0.9026,0.9915409440114218,-0.008459055988578212,0.1471517794707843,65.7942,11.943142231423018,50.0,64.0,88.0,0.0,0.0,0.0011472147941589356,gamma,0.3,1.0,1.0,1.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100308,5000,0.0,0.004193166822343228,0.0,A,2.0,50,1.0,A_0308,A,5000,50
0.9998,0.9998,0.952,1.002026997623927,0.002026997623927107,0.16279164289575743,56.5446,12.612185014500858,38.0,55.0,80.0,0.0,0.0,0.0012279072761535645,gamma,0.3,1.0,1.0,1.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100309,5000,0.00019997999899988897,0.0030231109804305907,0.0,A,2.0,50,1.0,A_0309,A,5000,50
1.0,1.0,0.9526,1.0002152094272823,0.00021520942728225911,0.051185243369837076,570.69,130.6585209620865,380.0,559.0,813.0,0.0,0.003,0.0010827232360839845,gamma,0.3,1.0,1.0,1.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100310,5000,0.0,0.0030051036587778464,0.0,A,2.0,50,1.0,A_0310,A,5000,50
1.0,1.0,0.9496,0.9970584287946626,-0.0029415712053374454,0.17326437352305893,46.0,0.0,46.0,46.0,46.0,0.0,0.0,0.0011459564685821534,gamma,0.3,1.0,1.0,1.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100311,5000,0.0,0.0030938597253269257,0.0,A,2.0,50,1.0,A_0311,A,5000,50
0.05,0.05,0.95,0.0007111858855923419,0.0007111858855923419,0.1748705995668995,29.5828,6.451972114012894,20.0,29.0,41.0,0.0,0.0,0.0011443756103515625,gamma,0.6,1.0,1.0,0.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100312,5000,0.0030822070014844883,0.0030822070014844896,0.0,A,0.0,50,1.0,A_0312,A,5000,50
0.0492,0.0492,0.9508,0.00437782720658952,0.00437782720658952,0.13144062849796032,50.2198,1.5746389935474099,50.0,50.0,50.0,0.0,0.0,0.001415959358215332,gamma,0.6,1.0,1.0,0.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100313,5000,0.0030587369942510585,0.0030587369942510594,0.0,A,0.0,50,1.0,A_0313,A,5000,50
0.0042,0.0042,0.9642,-0.007221040216421704,-0.007221040216421704,0.11497088841676882,65.7514,12.550314659003575,50.0,64.0,89.0,0.0,0.0,0.001155084753036499,gamma,0.6,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100314,5000,0.0009145884320283086,0.0026274839676009463,0.0,A,0.0,50,1.0,A_0314,A,5000,50
0.0528,0.0528,0.9472,-0.0051987143207836,-0.0051987143207836,0.16154232949330782,35.288,7.7122147273011015,24.0,34.0,49.0,0.0,0.0,0.0012627758979797364,gamma,0.6,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100315,5000,0.003162662169755094,0.003162662169755093,0.0,A,0.0,50,1.0,A_0315,A,5000,50
0.0482,0.0482,0.9518,-0.0007297578361827698,-0.0007297578361827698,0.05109001995333478,344.0646,82.31891415002994,228.0,334.0,493.0,0.0,0.0002,0.0011082353115081788,gamma,0.6,1.0,1.0,0.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100316,5000,0.0030290843500965763,0.003029084350096577,0.0,A,0.0,50,1.0,A_0316,A,5000,50
0.0526,0.0526,0.9474,0.0016140765674923542,0.0016140765674923542,0.17697964253793735,28.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0011651740074157715,gamma,0.6,1.0,1.0,0.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100317,5000,0.003156999841621789,0.0031569998416217885,0.0,A,0.0,50,1.0,A_0317,A,5000,50
0.286,0.286,0.9494,0.25167077942822297,0.0016707794282229682,0.1745010364690061,29.5862,6.479025355715164,20.0,29.0,41.0,0.0,0.0,0.0011713724136352538,gamma,0.6,1.0,1.0,0.25,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100318,5000,0.006390680714916056,0.0030996657884359074,0.0,A,0.5,50,1.0,A_0318,A,5000,50
0.466,0.466,0.9532,0.2516725593206059,0.001672559320605893,0.1297789554727984,50.2186,1.448866467277092,50.0,50.0,50.0,0.0,0.0,0.0014638558387756347,gamma,0.6,1.0,1.0,0.25,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100319,5000,0.00705470056061914,0.002986963675708158,0.0,A,0.5,50,1.0,A_0319,A,5000,50
0.2002,0.2002,0.961,0.24325398740997212,-0.006746012590027883,0.11626012931447459,65.6848,12.667385245582452,50.0,64.0,89.0,0.0,0.0,0.0012335284233093262,gamma,0.6,1.0,1.0,0.25,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100320,5000,0.0056589744653956515,0.0027378458685616337,0.0,A,0.5,50,1.0,A_0320,A,5000,50
0.3238,0.3238,0.9548,0.24840395794236156,-0.0015960420576384415,0.15906798220296986,35.0804,7.6473221352313905,24.0,34.0,49.0,0.0,0.0,0.0011532406806945802,gamma,0.6,1.0,1.0,0.25,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100321,5000,0.006617455099961011,0.0029379230759160463,0.0,A,0.5,50,1.0,A_0321,A,5000,50
0.9962,0.9962,0.9482,0.2502497508196302,0.0002497508196301901,0.05109889694284201,344.7562,82.00993574902982,229.0,336.0,494.0,0.0,0.0,0.0011565762996673583,gamma,0.6,1.0,1.0,0.25,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100322,5000,0.0008701218305501851,0.0031342227106573,0.0,A,0.5,50,1.0,A_0322,A,5000,50
0.2688,0.2688,0.95,0.24954935433886022,-0.00045064566113978133,0.17632988309002323,28.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0010675195217132569,gamma,0.6,1.0,1.0,0.25,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100323,5000,0.006269713869069306,0.0030822070014844896,0.0,A,0.5,50,1.0,A_0323,A,5000,50
0.787,0.787,0.9524,0.4987991310306401,-0.0012008689693598917,0.17361332730926496,29.5024,6.552953093071856,20.0,29.0,41.0,0.0,0.0,0.0012282730579376221,gamma,0.6,1.0,1.0,0.5,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100324,5000,0.005790181344310383,0.0030111207215918786,0.0,A,1.0,50,1.0,A_0324,A,5000,50
0.9696,0.9696,0.9482,0.4993610870178347,-0.000638912982165285,0.1315459586515959,50.2382,1.7232123374674406,50.0,50.0,50.0,0.0,0.0,0.0013367118835449219,gamma,0.6,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100325,5000,0.0024279967051048477,0.0031342227106573,0.0,A,1.0,50,1.0,A_0325,A,5000,50
0.9082,0.9082,0.9666,0.4959298268415252,-0.004070173158474799,0.11456060095548157,65.8634,12.561956075388895,50.0,64.0,90.0,0.0,0.0,0.001224802303314209,gamma,0.6,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100326,5000,0.0040834485425924,0.002541040731668817,0.0,A,1.0,50,1.0,A_0326,A,5000,50
0.8678,0.8678,0.955,0.5027643812164333,0.002764381216433298,0.1582776287979669,35.1632,7.733910121018992,24.0,34.0,49.0,0.0,0.0,0.0011478167057037353,gamma,0.6,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100327,5000,0.0047900555320371805,0.0029317230428538106,0.0,A,1.0,50,1.0,A_0327,A,5000,50
1.0,1.0,0.9538,0.5002901423563834,0.0002901423563833605,0.05092724561292117,345.7566,83.44019029484532,230.0,335.0,498.0,0.0,0.0,0.0011583635330200195,gamma,0.6,1.0,1.0,0.5,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100328,5000,0.0,0.002968688599365047,0.0,A,1.0,50,1.0,A_0328,A,5000,50
0.7966,0.7966,0.951,0.49701337509883725,-0.002986624901162749,0.17509421266815878,28.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0010614745140075685,gamma,0.6,1.0,1.0,0.5,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100329,5000,0.005692599406246676,0.0030528347482299146,0.0,A,1.0,50,1.0,A_0329,A,5000,50
1.0,1.0,0.948,0.998833756505525,-0.0011662434944750277,0.1748294763512786,29.5544,6.53858093472888,20.0,29.0,41.0,0.0,0.0,0.0012280291557312012,gamma,0.6,1.0,1.0,1.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100330,5000,0.0,0.00313993630508646,0.0,A,2.0,50,1.0,A_0330,A,5000,50
1.0,1.0,0.9478,1.0013597081166496,0.0013597081166496494,0.1302499405277263,50.2576,1.6544613141442746,50.0,50.0,50.0,0.0,0.0,0.0013425880908966065,gamma,0.6,1.0,1.0,1.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100331,5000,0.0,0.003145636978419475,0.0,A,2.0,50,1.0,A_0331,A,5000,50
1.0,1.0,0.9658,0.9936471108920254,-0.006352889107974602,0.11596669082484,65.7266,12.690368491103794,50.0,64.0,89.0,0.0,0.0,0.0012317025184631347,gamma,0.6,1.0,1.0,1.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100332,5000,0.0,0.0025702280054501004,0.0,A,2.0,50,1.0,A_0332,A,5000,50
1.0,1.0,0.9504,1.003630652991453,0.0036306529914529317,0.15741577055885456,35.1562,7.768384745878644,24.0,34.0,49.0,0.0,0.0,0.0011575185775756836,gamma,0.6,1.0,1.0,1.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100333,5000,0.0,0.0030704996336101387,0.0,A,2.0,50,1.0,A_0333,A,5000,50
1.0,1.0,0.954,0.9998586323759402,-0.00014136762405980718,0.05136939415761047,343.8618,81.4257987419221,230.0,334.0,489.0500000000002,0.0,0.0002,0.0011569100379943847,gamma,0.6,1.0,1.0,1.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100334,5000,0.0,0.0029625664549508433,0.0,A,2.0,50,1.0,A_0334,A,5000,50
1.0,1.0,0.9402,1.0034069567712027,0.0034069567712027293,0.1802581879273227,28.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0010613819599151612,gamma,0.6,1.0,1.0,1.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100335,5000,0.0,0.0033533255135760375,0.0,A,2.0,50,1.0,A_0335,A,5000,50
0.0514,0.0514,0.9486,0.0006848573896083161,0.0006848573896083161,0.1605385189271439,11.7952,2.5134949691614663,8.0,11.0,16.0,0.0,0.0,0.0012396343231201171,gamma,0.9,1.0,1.0,0.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100336,5000,0.0031227564746550444,0.0031227564746550444,0.0,A,0.0,50,1.0,A_0336,A,5000,50
0.0516,0.0516,0.9484,-0.00039471758031709586,-0.00039471758031709586,0.07692443489000521,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0012026982784271241,gamma,0.9,1.0,1.0,0.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100337,5000,0.0031284961243383375,0.003128496124338337,0.0,A,0.0,50,1.0,A_0337,A,5000,50
0.0002,0.0002,0.9986,-0.005595514265766301,-0.005595514265766301,0.06662887817388037,66.1772,13.765296951391932,50.0,64.0,92.0,0.0,0.0,0.0012259000778198242,gamma,0.9,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100338,5000,0.00019997999899989998,0.000528779727296718,0.0,A,0.0,50,1.0,A_0338,A,5000,50
0.0462,0.0462,0.9538,0.0025934008012269386,0.0025934008012269386,0.1487971982875832,13.742,3.0430635878995367,10.0,13.0,19.0,0.0,0.0,0.0011633249759674072,gamma,0.9,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100339,5000,0.002968688599365046,0.002968688599365047,0.0,A,0.0,50,1.0,A_0339,A,5000,50
0.0492,0.0492,0.9508,-0.0003277372915594525,-0.0003277372915594525,0.05076381332547423,118.1,33.07244170000153,75.0,113.0,177.05000000000018,0.0,0.0,0.0011598079681396484,gamma,0.9,1.0,1.0,0.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100340,5000,0.0030587369942510585,0.0030587369942510594,0.0,A,0.0,50,1.0,A_0340,A,5000,50
0.054,0.054,0.946,-0.0021551892330888747,-0.0021551892330888747,0.1805914203027088,9.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0010766542911529542,gamma,0.9,1.0,1.0,0.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100341,5000,0.003196372944448129,0.0031963729444481302,0.0,A,0.0,50,1.0,A_0341,A,5000,50
0.2836,0.2836,0.9466,0.2462865186358524,-0.0037134813641475917,0.16241953293122405,11.7382,2.5660204130131157,8.0,11.0,16.0,0.0,0.0,0.001281581974029541,gamma,0.9,1.0,1.0,0.25,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100342,5000,0.006374496686013728,0.0031795735563122296,0.0,A,0.5,50,1.0,A_0342,A,5000,50
0.9142,0.9142,0.9538,0.25118194690500256,0.0011819469050025622,0.07608525961113334,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0011688925743103028,gamma,0.9,1.0,1.0,0.25,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100343,5000,0.003960766592466665,0.002968688599365047,0.0,A,0.5,50,1.0,A_0343,A,5000,50
0.0756,0.0756,0.9992,0.24470715640489535,-0.0052928435951046515,0.06791751679088663,65.761,13.584162800850114,50.0,64.0,91.05000000000018,0.0,0.0,0.001243017053604126,gamma,0.9,1.0,1.0,0.25,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100344,5000,0.0037385729897916934,0.0003998399679871993,0.0,A,0.5,50,1.0,A_0344,A,5000,50
0.3426,0.3426,0.9526,0.2523227211153643,0.0023227211153643013,0.14923193778947016,13.742,3.11670274488922,10.0,13.0,19.0,0.0,0.0,0.001169846534729004,gamma,0.9,1.0,1.0,0.25,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100345,5000,0.006711560772279425,0.0030051036587778464,0.0,A,0.5,50,1.0,A_0345,A,5000,50
0.9958,0.9958,0.9478,0.2503668360614207,0.00036683606142068337,0.051607912566621526,118.689,33.03935651613088,75.0,114.0,179.0,0.0,0.0,0.0011704429626464843,gamma,0.9,1.0,1.0,0.25,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100346,5000,0.0009145884320283065,0.003145636978419475,0.0,A,0.5,50,1.0,A_0346,A,5000,50
0.205,0.205,0.9504,0.2497167606951115,-0.000283239304888494,0.18025719785769717,9.0,0.0,9.0,9.0,9.0,0.0,0.0,0.001055628252029419,gamma,0.9,1.0,1.0,0.25,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100347,5000,0.005709203096755273,0.0030704996336101387,0.0,A,0.5,50,1.0,A_0347,A,5000,50
0.8366,0.8366,0.9528,0.502176477405669,0.002176477405668953,0.15924376166609944,11.8036,2.597427003786632,8.0,11.0,16.0,0.0,0.0,0.001256999683380127,gamma,0.9,1.0,1.0,0.5,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100348,5000,0.005228774999940234,0.002999071856424918,0.0,A,1.0,50,1.0,A_0348,A,5000,50
1.0,1.0,0.9526,0.5013965297678167,0.0013965297678166788,0.07676613502833593,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0012287490367889405,gamma,0.9,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100349,5000,0.0,0.0030051036587778464,0.0,A,1.0,50,1.0,A_0349,A,5000,50
0.985,0.985,0.9982,0.494320407831997,-0.0056795921680030115,0.06832676300264842,66.0218,13.716316005400284,50.0,64.0,92.0,0.0,0.0,0.0012197442531585692,gamma,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100350,5000,0.0017190113437671093,0.0005994597567810576,0.0,A,1.0,50,1.0,A_0350,A,5000,50
0.8928,0.8928,0.9438,0.5001223632353526,0.0001223632353526405,0.1506281567697691,13.6616,3.006906290525197,10.0,13.0,19.0,0.0,0.0,0.0012823451042175292,gamma,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100351,5000,0.004375115084200643,0.0032570403743275894,0.0,A,1.0,50,1.0,A_0351,A,5000,50
1.0,1.0,0.946,0.4989394397304179,-0.0010605602695821226,0.05143353722710608,118.0112,31.947148144396238,76.0,113.0,177.0,0.0,0.0,0.0010762987613677979,gamma,0.9,1.0,1.0,0.5,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100352,5000,0.0,0.0031963729444481302,0.0,A,1.0,50,1.0,A_0352,A,5000,50
0.7146,0.7146,0.9546,0.5048266475606404,0.00482664756064044,0.18175248050351087,9.0,0.0,9.0,9.0,9.0,0.0,0.0,0.001122158432006836,gamma,0.9,1.0,1.0,0.5,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100353,5000,0.006386655462759832,0.002944107334999864,0.0,A,1.0,50,1.0,A_0353,A,5000,50
0.9996,0.9996,0.9482,0.9984139646378426,-0.0015860353621574008,0.16212052224688178,11.8352,2.5473988615841066,9.0,11.0,16.0,0.0,0.0,0.0012299945354461669,gamma,0.9,1.0,1.0,1.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100354,5000,0.0002827861382741226,0.0031342227106573,0.0,A,2.0,50,1.0,A_0354,A,5000,50
1.0,1.0,0.953,0.9996047306717399,-0.00039526932826006167,0.07541420463304618,50.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0012767868518829347,gamma,0.9,1.0,1.0,1.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100355,5000,0.0,0.002993025225419928,0.0,A,2.0,50,1.0,A_0355,A,5000,50
1.0,1.0,0.9992,0.995285755493179,-0.004714244506821008,0.06683630013837107,66.1832,13.81894488591658,50.0,64.0,92.0,0.0,0.0,0.0011888679504394532,gamma,0.9,1.0,1.0,1.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100356,5000,0.0,0.0003998399679871993,0.0,A,2.0,50,1.0,A_0356,A,5000,50
1.0,1.0,0.9478,0.996900745379528,-0.003099254620472003,0.14913684043173484,13.698,3.005461029526086,10.0,13.0,19.0,0.0,0.0,0.0012332719326019288,gamma,0.9,1.0,1.0,1.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100357,5000,0.0,0.003145636978419475,0.0,A,2.0,50,1.0,A_0357,A,5000,50
1.0,1.0,0.9536,1.0013071150101183,0.001307115010118265,0.05113566363567384,118.0896,32.242784802805105,75.0,114.0,176.0,0.0,0.0,0.0010680688381195069,gamma,0.9,1.0,1.0,1.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100358,5000,0.0,0.0029747954551531774,0.0,A,2.0,50,1.0,A_0358,A,5000,50
0.9992,0.9992,0.9536,1.0019018546593366,0.001901854659336566,0.17947130794982064,9.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0011663155555725097,gamma,0.9,1.0,1.0,1.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100359,5000,0.0003998399679871993,0.0029747954551531774,0.0,A,2.0,50,1.0,A_0359,A,5000,50
0.0438,0.0438,0.9562,0.0043651524400616275,0.0043651524400616275,0.2413147044608197,192.8164,208.64480508999023,64.0,104.0,709.1500000000005,0.0256,0.0256,0.0001682297706604004,mix,-0.3,1.0,1.0,0.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100360,5000,0.0028941858958954243,0.0028941858958954226,0.002233590830926739,A,0.0,50,1.0,A_0360,A,5000,50
0.0532,0.0532,0.9468,-0.0026760238652402913,-0.0026760238652402913,0.1492110102245774,282.9436,244.8555403070145,86.0,177.0,937.1000000000004,0.0442,0.0442,0.0003458644390106201,mix,-0.3,1.0,1.0,0.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100361,5000,0.003173948959892077,0.003173948959892078,0.0029067631482458285,A,0.0,50,1.0,A_0361,A,5000,50
0.0768,0.0768,0.7922,-0.00030573930950975416,-0.00030573930950975416,0.2152354575762042,175.9978,213.02956366467072,54.0,80.0,696.0500000000002,0.0266,0.0266,0.00016522316932678224,mix,-0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100362,5000,0.0037656808149390463,0.005737929243202638,0.0022756291437754086,A,0.0,50,1.0,A_0362,A,5000,50
0.0384,0.0384,0.9616,-0.003541806241253718,-0.003541806241253718,0.22348372648897094,225.077,225.69292649748684,77.0,124.0,811.1000000000004,0.0366,0.0366,0.00016010994911193848,mix,-0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100363,5000,0.0027175518394319544,0.0027175518394319544,0.0026555767735089116,A,0.0,50,1.0,A_0363,A,5000,50
0.0486,0.0486,0.9514,0.001486637884652507,0.001486637884652507,0.08415223365388332,966.879,77.29436434178109,783.0,1000.0,1000.0,0.0,0.7606,0.00010152673721313477,mix,-0.3,1.0,1.0,0.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100364,5000,0.0030409879973455995,0.003040987997345599,0.0,A,0.0,50,1.0,A_0364,A,5000,50
0.046,0.046,0.954,-0.0018253967171175695,-0.0018253967171175695,0.28512517883387195,84.0,0.0,84.0,84.0,84.0,0.0,0.0,8.96744728088379e-05,mix,-0.3,1.0,1.0,0.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100365,5000,0.002962566454950842,0.0029625664549508433,0.0,A,0.0,50,1.0,A_0365,A,5000,50
0.3098,0.3098,0.9634,0.24573942457982656,-0.00426057542017344,0.23524374918485647,192.8276,208.23075440059282,63.0,103.0,714.0500000000002,0.0256,0.0256,0.00016079726219177246,mix,-0.3,1.0,1.0,0.25,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100366,5000,0.0065394794899900095,0.0026555767735089103,0.002233590830926739,A,0.5,50,1.0,A_0366,A,5000,50
0.437,0.437,0.9484,0.25273181507261167,0.0027318150726116652,0.1499561717898563,280.31,240.12548448675747,85.0,179.0,904.0500000000002,0.0414,0.0414,0.0003195319652557373,mix,-0.3,1.0,1.0,0.25,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100367,5000,0.007014713108887633,0.003128496124338337,0.002817305095299407,A,0.5,50,1.0,A_0367,A,5000,50
0.359,0.359,0.791,0.2518969873533974,0.0018969873533973836,0.21226330887730271,177.5432,213.98145091049363,54.0,80.0,716.1000000000004,0.027,0.027,0.00016961574554443358,mix,-0.3,1.0,1.0,0.25,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100368,5000,0.006784084315513774,0.00575011304236708,0.002292204179387168,A,0.5,50,1.0,A_0368,A,5000,50
