reject_rate,t1e_or_power,ci_cover,E_theta,bias,rmse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,pJmax,mean_wall,family,rho,sigma_a,sigma_b,theta,design,J0,Jmax,alpha,alpha_adj,delta,power_target,gamma,correction,K,seed,R,reject_rate_mcse,ci_cover_mcse,pJmax_mcse,module_cell,theta_mult,B,sigma_ratio,cell_id,module,projected_R,bootstrap_B
0.0,0.0,0.9996,0.0015311388535116958,0.0015311388535116958,0.06489298345767866,66.184,33.99044195064254,50.0,58.0,103.0,0.0002,0.0002,0.0049629838466644285,t3,0.9,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100698,5000,0.0,0.0002827861382741226,0.00019997999899989998,A,0.0,50,1.0,A_0698,A,5000,50
0.0502,0.0502,0.9498,-0.0018408758563725118,-0.0018408758563725118,0.17084268590494373,15.3446,29.409472127870643,9.0,12.0,27.050000000000182,0.0004,0.0004,0.004900749921798706,t3,0.9,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100699,5000,0.003088040155179333,0.003088040155179334,0.00028278613827413816,A,0.0,50,1.0,A_0699,A,5000,50
0.0432,0.0432,0.9568,0.00020751114737929232,0.00020751114737929232,0.05647403613028973,124.5704,117.16444103839697,64.0,96.0,265.0,0.0,0.0076,0.004827410459518433,t3,0.9,1.0,1.0,0.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100700,5000,0.002875195993319412,0.0028751959933194125,0.0,A,0.0,50,1.0,A_0700,A,5000,50
0.0492,0.0492,0.9508,0.0003259437847563368,0.0003259437847563368,0.2181935885779589,9.0,0.0,9.0,9.0,9.0,0.0,0.0,0.004808333015441895,t3,0.9,1.0,1.0,0.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100701,5000,0.0030587369942510585,0.0030587369942510594,0.0,A,0.0,50,1.0,A_0701,A,5000,50
0.3532,0.3532,0.9532,0.25140503894143157,0.001405038941431569,0.1981683771565564,13.2726,26.44449827922625,8.0,10.0,23.0,0.0002,0.0002,0.004958852863311767,t3,0.9,1.0,1.0,0.25,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100702,5000,0.006759434295856423,0.002986963675708158,0.00019997999899989998,A,0.5,50,1.0,A_0702,A,5000,50
0.893,0.893,0.9488,0.24719398173706908,-0.0028060182629309205,0.07701999482531306,51.9228,28.274278773471835,50.0,50.0,50.0,0.0004,0.0004,0.005103012943267822,t3,0.9,1.0,1.0,0.25,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100703,5000,0.00437152147426957,0.0031170036894427964,0.00028278613827413816,A,0.5,50,1.0,A_0703,A,5000,50
0.1222,0.1222,0.9998,0.24999389526319454,-6.104736805456756e-06,0.06673421002890953,66.4304,33.45655624597367,50.0,59.0,104.0,0.0002,0.0002,0.005168678188323975,t3,0.9,1.0,1.0,0.25,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100704,5000,0.004631784969102085,0.00019997999899988897,0.00019997999899989998,A,0.5,50,1.0,A_0704,A,5000,50
0.399,0.399,0.955,0.25203348163893774,0.0020334816389377397,0.16551016831422566,15.4462,29.94428001405277,9.0,12.0,27.0,0.0006,0.0006,0.005209494686126709,t3,0.9,1.0,1.0,0.25,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100705,5000,0.006925301437482704,0.0029317230428538106,0.00034630622287218577,A,0.5,50,1.0,A_0705,A,5000,50
0.9672,0.9672,0.95,0.2495163158352755,-0.00048368416472449605,0.06433114631319918,122.8932,110.53399745671013,64.0,96.0,263.0500000000002,0.0,0.0068,0.005187710952758789,t3,0.9,1.0,1.0,0.25,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100706,5000,0.002518894995826545,0.0030822070014844896,0.0,A,0.5,50,1.0,A_0706,A,5000,50
0.2708,0.2708,0.9494,0.24864673930852924,-0.0013532606914707646,0.19152147169308653,9.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0050577482700347905,t3,0.9,1.0,1.0,0.25,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100707,5000,0.0062843831837341045,0.0030996657884359074,0.0,A,0.5,50,1.0,A_0707,A,5000,50
0.8182,0.8182,0.9526,0.4999115178734777,-8.848212652229348e-05,0.1744783531458414,13.7962,32.77906443997449,8.0,10.0,25.0,0.0004,0.0004,0.005279894161224365,t3,0.9,1.0,1.0,0.5,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100708,5000,0.005454333323147752,0.0030051036587778464,0.00028278613827413816,A,1.0,50,1.0,A_0708,A,5000,50
0.9984,0.9984,0.952,0.5012204324430409,0.0012204324430409308,0.07427619339286971,52.3378,34.39760007849385,50.0,50.0,50.0,0.001,0.001,0.00546369423866272,t3,0.9,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100709,5000,0.0005652326954449903,0.0030231109804305907,0.0004469899327725402,A,1.0,50,1.0,A_0709,A,5000,50
0.9896,0.9896,0.9996,0.5012680869577294,0.0012680869577293974,0.06469760103400893,66.8416,38.214103540970314,50.0,58.0,106.0,0.0004,0.0004,0.005236827993392945,t3,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100710,5000,0.001434701362653564,0.0002827861382741226,0.00028278613827413816,A,1.0,50,1.0,A_0710,A,5000,50
0.8658,0.8658,0.9536,0.49924660022530754,-0.0007533997746924648,0.16747461240116232,15.6446,29.50671602940592,9.0,12.0,29.0,0.0002,0.0002,0.005364137077331543,t3,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100711,5000,0.004820588345834977,0.0029747954551531774,0.00019997999899989998,A,1.0,50,1.0,A_0711,A,5000,50
0.9966,0.9966,0.9538,0.49981923146018614,-0.0001807685398138581,0.05910182077010774,122.908,112.03727029877156,64.0,96.0,246.05000000000018,0.0,0.0076,0.005204235458374023,t3,0.9,1.0,1.0,0.5,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100712,5000,0.0008232180756032946,0.002968688599365047,0.0,A,1.0,50,1.0,A_0712,A,5000,50
0.7678,0.7678,0.9536,0.49917412621277707,-0.0008258737872229305,0.18488183382232667,9.0,0.0,9.0,9.0,9.0,0.0,0.0,0.005046061229705811,t3,0.9,1.0,1.0,0.5,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100713,5000,0.005971317442574963,0.0029747954551531774,0.0,A,1.0,50,1.0,A_0713,A,5000,50
0.985,0.985,0.9522,0.9952742829353916,-0.004725717064608448,0.1820680396620604,13.3302,25.59514735179307,8.0,10.0,23.0,0.0002,0.0002,0.005105206537246704,t3,0.9,1.0,1.0,1.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100714,5000,0.0017190113437671093,0.0030171231330524103,0.00019997999899989998,A,2.0,50,1.0,A_0714,A,5000,50
1.0,1.0,0.9574,0.9984506521725917,-0.0015493478274083428,0.07417552784491116,52.6742,36.49857605934785,50.0,50.0,50.0,0.0008,0.0008,0.005217625713348389,t3,0.9,1.0,1.0,1.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100715,5000,0.0,0.002856054621326419,0.00039983996798719363,A,2.0,50,1.0,A_0715,A,5000,50
0.9996,0.9996,0.9998,0.9992909365961443,-0.0007090634038556809,0.06740116268922988,65.6464,30.964169083636012,50.0,58.0,104.0,0.0,0.0,0.0051471670627593995,t3,0.9,1.0,1.0,1.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100716,5000,0.0002827861382741226,0.00019997999899988897,0.0,A,2.0,50,1.0,A_0716,A,5000,50
0.9872,0.9872,0.9526,0.9969896592980964,-0.0030103407019036466,0.17042511981326086,14.8844,19.440931990005005,9.0,12.0,27.0,0.0,0.0,0.005143913412094117,t3,0.9,1.0,1.0,1.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100717,5000,0.0015897270205919023,0.0030051036587778464,0.0,A,2.0,50,1.0,A_0717,A,5000,50
0.9998,0.9998,0.9486,1.0005208680947522,0.0005208680947521582,0.05985279763412867,123.4074,107.01196113164171,64.0,97.0,267.0,0.0,0.0056,0.005146338748931885,t3,0.9,1.0,1.0,1.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100718,5000,0.00019997999899988897,0.0031227564746550444,0.0,A,2.0,50,1.0,A_0718,A,5000,50
0.9858,0.9858,0.953,1.0024801280296296,0.0024801280296296024,0.1885239636092445,9.0,0.0,9.0,9.0,9.0,0.0,0.0,0.004993988275527954,t3,0.9,1.0,1.0,1.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100719,5000,0.001673222041451761,0.002993025225419928,0.0,A,2.0,50,1.0,A_0719,A,5000,50
1.0,1.0,0.0,-2.2050269887207805,-2.2050269887207805,2.21281533545066,204.6132,63.931475704538535,112.0,197.0,320.0,0.0,0.0,0.0001551819324493408,empirical,-0.3,1.0,1.0,0.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100720,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0720,A,5000,50
1.0,1.0,0.0,-2.1881905154506796,-2.1881905154506796,2.194236677108585,263.078,65.45952272969915,179.0,251.0,393.0,0.0,0.0,0.0003202298164367676,empirical,-0.3,1.0,1.0,0.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100721,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0721,A,5000,50
1.0,1.0,0.0,-2.200461434070633,-2.200461434070633,2.2037497205219085,472.3458,110.5642411558095,306.95000000000005,462.5,670.0,0.0,0.0,0.0001598785877227783,empirical,-0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100722,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0722,A,5000,50
1.0,1.0,0.0,-2.202197665533829,-2.202197665533829,2.208750874625865,246.7986,76.91015042268478,138.95000000000002,238.0,384.0,0.0,0.0,0.00015811657905578612,empirical,-0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100723,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0723,A,5000,50
1.0,1.0,0.0,-2.2042263827330695,-2.2042263827330695,2.205721774171407,999.18,12.463546846704594,1000.0,1000.0,1000.0,0.0,0.9942,0.00016230974197387695,empirical,-0.3,1.0,1.0,0.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100724,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0724,A,5000,50
1.0,1.0,0.0,-2.1998000702114564,-2.1998000702114564,2.21670209766389,84.0,0.0,84.0,84.0,84.0,0.0,0.0,0.0001330665588378906,empirical,-0.3,1.0,1.0,0.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100725,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0725,A,5000,50
1.0,1.0,0.0,-2.2031032683784395,-2.4531032683784395,2.460222082588561,203.3496,64.3400915436091,110.0,196.0,321.0,0.0,0.0,0.00016311407089233398,empirical,-0.3,1.0,1.0,0.25,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100726,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0726,A,5000,50
1.0,1.0,0.0,-2.1895005979393938,-2.4395005979393938,2.444908405243527,263.919,65.78202215651325,180.0,252.0,390.0500000000002,0.0,0.0,0.00033507452011108396,empirical,-0.3,1.0,1.0,0.25,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100727,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0727,A,5000,50
1.0,1.0,0.0,-2.198091527949079,-2.448091527949079,2.4509054500948735,475.2688,113.43327618719297,304.95000000000005,465.0,678.0,0.0,0.0,0.00016617989540100098,empirical,-0.3,1.0,1.0,0.25,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100728,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0728,A,5000,50
1.0,1.0,0.0,-2.2012322683410623,-2.4512322683410623,2.457301379620971,244.1256,77.51867790823061,134.0,235.0,384.0500000000002,0.0,0.0,0.00015398607254028321,empirical,-0.3,1.0,1.0,0.25,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100729,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0729,A,5000,50
1.0,1.0,0.0,-2.202474321933751,-2.452474321933751,2.453792801649643,999.5594,8.033658670867217,1000.0,1000.0,1000.0,0.0,0.9956,9.919829368591308e-05,empirical,-0.3,1.0,1.0,0.25,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100730,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0730,A,5000,50
1.0,1.0,0.0,-2.2064039074292516,-2.4564039074292516,2.471471476803176,84.0,0.0,84.0,84.0,84.0,0.0,0.0,8.245000839233399e-05,empirical,-0.3,1.0,1.0,0.25,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100731,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0731,A,5000,50
1.0,1.0,0.0,-2.197037546459983,-2.697037546459983,2.703725103053802,203.2222,63.895461710202866,112.0,196.0,317.0,0.0,0.0,0.00017152562141418458,empirical,-0.3,1.0,1.0,0.5,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100732,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0732,A,5000,50
1.0,1.0,0.0,-2.1870271980163483,-2.6870271980163483,2.691916154763837,264.0066,65.97702749018025,178.95000000000002,252.0,392.0,0.0,0.0,0.00034350500106811524,empirical,-0.3,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100733,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0733,A,5000,50
1.0,1.0,0.0,-2.2014960778864996,-2.7014960778864996,2.7041144845040335,472.1646,113.98078393676717,302.0,462.0,672.0500000000002,0.0,0.0,0.00015689411163330078,empirical,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100734,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0734,A,5000,50
1.0,1.0,0.0,-2.199675032510555,-2.699675032510555,2.70486061562216,245.9206,78.86202568815995,133.0,237.0,389.0,0.0,0.0,0.00015285844802856446,empirical,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100735,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0735,A,5000,50
1.0,1.0,0.0,-2.2023275759031993,-2.7023275759031993,2.7035053792511055,999.4182,10.893489283053434,1000.0,1000.0,1000.0,0.0,0.9954,0.00010020523071289063,empirical,-0.3,1.0,1.0,0.5,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100736,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0736,A,5000,50
1.0,1.0,0.0,-2.2048392547018048,-2.7048392547018048,2.7191358518594706,84.0,0.0,84.0,84.0,84.0,0.0,0.0,7.875561714172363e-05,empirical,-0.3,1.0,1.0,0.5,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100737,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0737,A,5000,50
1.0,1.0,0.0,-2.2005690649755403,-3.2005690649755403,3.2062590655289402,205.857,64.85771620246894,112.0,199.0,323.0500000000002,0.0,0.0,0.00027613496780395507,empirical,-0.3,1.0,1.0,1.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100738,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0738,A,5000,50
1.0,1.0,0.0,-2.1884266087119957,-3.1884266087119957,3.192514500953716,262.8382,64.051876012807,178.0,251.0,388.0,0.0,0.0,0.0003362497329711914,empirical,-0.3,1.0,1.0,1.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100739,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0739,A,5000,50
1.0,1.0,0.0,-2.2002917560872532,-3.2002917560872532,3.202601720782862,471.6532,114.18631673611335,303.0,462.0,676.0500000000002,0.0,0.0,0.0001592501163482666,empirical,-0.3,1.0,1.0,1.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100740,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0740,A,5000,50
1.0,1.0,0.0,-2.2019770281239572,-3.2019770281239572,3.2063497265242975,247.7134,79.19919482191722,136.0,239.0,394.0,0.0,0.0,0.00015357737541198731,empirical,-0.3,1.0,1.0,1.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100741,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0741,A,5000,50
1.0,1.0,0.0,-2.2023050210050203,-3.2023050210050203,3.2033190362620294,999.6016,7.483052681893935,1000.0,1000.0,1000.0,0.0,0.9948,9.673433303833008e-05,empirical,-0.3,1.0,1.0,1.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100742,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0742,A,5000,50
1.0,1.0,0.0,-2.201540385010886,-3.201540385010886,3.213481544255209,84.0,0.0,84.0,84.0,84.0,0.0,0.0,7.69299030303955e-05,empirical,-0.3,1.0,1.0,1.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100743,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0743,A,5000,50
1.0,1.0,0.0,-2.2027177519300634,-2.2027177519300634,2.2105692989666976,203.9968,64.68433187225482,112.0,196.0,323.0,0.0,0.0,0.00015584278106689454,empirical,0.0,1.0,1.0,0.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100744,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0744,A,5000,50
1.0,1.0,0.0,-2.1872316461090633,-2.1872316461090633,2.193623728168615,263.4894,65.60966001771385,178.0,251.0,386.0500000000002,0.0,0.0,0.00032539691925048827,empirical,0.0,1.0,1.0,0.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100745,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0745,A,5000,50
1.0,1.0,0.0,-2.200030404510758,-2.200030404510758,2.2032166252537495,471.8652,113.85939675301289,300.95000000000005,461.0,672.0,0.0,0.0,0.00015914592742919922,empirical,0.0,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100746,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0746,A,5000,50
1.0,1.0,0.0,-2.2013522214544374,-2.2013522214544374,2.207976631819714,246.3934,77.38010232895793,136.0,239.0,388.0,0.0,0.0,0.00015042648315429687,empirical,0.0,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100747,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0747,A,5000,50
1.0,1.0,0.0,-2.2020232140892135,-2.2020232140892135,2.2034818305009742,999.4092,9.688496031892669,1000.0,1000.0,1000.0,0.0,0.9942,9.786620140075683e-05,empirical,0.0,1.0,1.0,0.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100748,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0748,A,5000,50
1.0,1.0,0.0,-2.203600406126567,-2.203600406126567,2.2260269477789323,65.0,0.0,65.0,65.0,65.0,0.0,0.0,7.64233112335205e-05,empirical,0.0,1.0,1.0,0.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100749,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0749,A,5000,50
1.0,1.0,0.0,-2.2010296170837713,-2.4510296170837713,2.4582849470226447,204.2938,66.26135737788654,111.0,197.0,326.0,0.0,0.0,0.00016127123832702638,empirical,0.0,1.0,1.0,0.25,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100750,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0750,A,5000,50
1.0,1.0,0.0,-2.186192992487392,-2.436192992487392,2.441605172616061,263.6896,65.306052183852,177.0,253.0,388.0,0.0,0.0,0.0004034413814544678,empirical,0.0,1.0,1.0,0.25,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100751,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0751,A,5000,50
1.0,1.0,0.0,-2.19906977480128,-2.44906977480128,2.452080868042094,473.4112,113.24952677411062,302.0,466.0,673.0,0.0,0.0,0.00015894837379455568,empirical,0.0,1.0,1.0,0.25,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100752,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0752,A,5000,50
1.0,1.0,0.0,-2.2044692271182122,-2.4544692271182122,2.4601390442674473,247.7914,78.17340907265078,135.0,239.0,389.0,0.0,0.0,0.00015046205520629884,empirical,0.0,1.0,1.0,0.25,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100753,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0753,A,5000,50
1.0,1.0,0.0,-2.203371479879586,-2.453371479879586,2.454664523586957,999.1926,11.460676473925961,1000.0,1000.0,1000.0,0.0,0.9922,9.623312950134277e-05,empirical,0.0,1.0,1.0,0.25,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100754,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0754,A,5000,50
1.0,1.0,0.0,-2.2017539051154222,-2.4517539051154222,2.471946110836576,65.0,0.0,65.0,65.0,65.0,0.0,0.0,7.536005973815919e-05,empirical,0.0,1.0,1.0,0.25,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100755,5000,0.0,0.0,0.0,A,0.5,50,1.0,A_0755,A,5000,50
1.0,1.0,0.0,-2.2071904666893873,-2.7071904666893873,2.713485423021984,206.5786,65.24846221973358,112.0,200.0,324.0,0.0,0.0,0.00015168676376342774,empirical,0.0,1.0,1.0,0.5,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100756,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0756,A,5000,50
1.0,1.0,0.0,-2.1881286859224014,-2.6881286859224014,2.6931313456497143,265.0758,66.14672217396716,177.0,253.0,390.0,0.0,0.0,0.000324224328994751,empirical,0.0,1.0,1.0,0.5,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100757,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0757,A,5000,50
1.0,1.0,0.0,-2.1983902113171623,-2.6983902113171623,2.7010702238296713,473.4924,113.73847696465782,304.0,464.0,676.0500000000002,0.0,0.0,0.00015519475936889648,empirical,0.0,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100758,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0758,A,5000,50
1.0,1.0,0.0,-2.1987362655844693,-2.6987362655844693,2.704145893351006,246.8646,78.26565445225638,136.0,238.0,390.0,0.0,0.0,0.00015542941093444823,empirical,0.0,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100759,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0759,A,5000,50
1.0,1.0,0.0,-2.201117653339718,-2.701117653339718,2.7023229863530456,999.4546,8.976878011870275,1000.0,1000.0,1000.0,0.0,0.9944,9.74583625793457e-05,empirical,0.0,1.0,1.0,0.5,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100760,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0760,A,5000,50
1.0,1.0,0.0,-2.199192165351077,-2.699192165351077,2.7173633136612283,65.0,0.0,65.0,65.0,65.0,0.0,0.0,7.766504287719727e-05,empirical,0.0,1.0,1.0,0.5,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100761,5000,0.0,0.0,0.0,A,1.0,50,1.0,A_0761,A,5000,50
1.0,1.0,0.0,-2.198431588763786,-3.198431588763786,3.2037962098348953,205.7834,66.21921235140147,111.0,198.0,325.0,0.0,0.0,0.0001531966209411621,empirical,0.0,1.0,1.0,1.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100762,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0762,A,5000,50
1.0,1.0,0.0,-2.1883794430369465,-3.1883794430369465,3.1924853128009683,263.6022,65.94073062349248,177.0,252.0,388.0,0.0,0.0,0.00030690832138061526,empirical,0.0,1.0,1.0,1.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100763,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0763,A,5000,50
1.0,1.0,0.0,-2.1964491493252813,-3.1964491493252813,3.1987428930482764,469.1904,114.99319348483196,296.0,459.0,674.0,0.0,0.0,0.00019118852615356444,empirical,0.0,1.0,1.0,1.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100764,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0764,A,5000,50
1.0,1.0,0.0,-2.2028257238925573,-3.2028257238925573,3.2073801866758145,246.1992,78.44784203125029,135.0,237.0,386.0,0.0,0.0,0.00022907547950744628,empirical,0.0,1.0,1.0,1.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100765,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0765,A,5000,50
1.0,1.0,0.0,-2.202982907296977,-3.202982907296977,3.204000410142261,999.2984,11.592469859352667,1000.0,1000.0,1000.0,0.0,0.9938,9.871354103088379e-05,empirical,0.0,1.0,1.0,1.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100766,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0766,A,5000,50
1.0,1.0,0.0,-2.2043773848369064,-3.2043773848369064,3.2200035036502133,65.0,0.0,65.0,65.0,65.0,0.0,0.0,7.698140144348144e-05,empirical,0.0,1.0,1.0,1.0,D6,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100767,5000,0.0,0.0,0.0,A,2.0,50,1.0,A_0767,A,5000,50
1.0,1.0,0.0,-2.2020615645437314,-2.2020615645437314,2.2099525327239107,203.9148,65.70795036340732,110.95000000000002,196.0,324.0,0.0,0.0,0.00015838699340820314,empirical,0.3,1.0,1.0,0.0,D1,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100768,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0768,A,5000,50
1.0,1.0,0.0,-2.188131419098275,-2.188131419098275,2.194491405774222,263.3574,63.32873648857997,179.0,253.0,386.0,0.0,0.0,0.00031552257537841797,empirical,0.3,1.0,1.0,0.0,D2,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100769,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0769,A,5000,50
1.0,1.0,0.0,-2.2007903744556114,-2.2007903744556114,2.2040659616896687,471.2268,113.94528231462678,304.0,459.0,673.0,0.0004,0.0004,0.00015507817268371583,empirical,0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100770,5000,0.0,0.0,0.00028278613827413816,A,0.0,50,1.0,A_0770,A,5000,50
1.0,1.0,0.0,-2.203616211749427,-2.203616211749427,2.2097851524860577,248.6836,78.96214720383432,134.0,240.0,389.0,0.0,0.0,0.00015041975975036621,empirical,0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100771,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0771,A,5000,50
1.0,1.0,0.0,-2.202932343782775,-2.202932343782775,2.2043150076253184,999.4098,10.867210495798819,1000.0,1000.0,1000.0,0.0,0.9944,9.541091918945312e-05,empirical,0.3,1.0,1.0,0.0,D5,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,100772,5000,0.0,0.0,0.0,A,0.0,50,1.0,A_0772,A,5000,50
