reject_rate,t1e_or_power,ci_cover,E_theta,bias,rmse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,pJmax,mean_wall,family,rho,sigma_a,sigma_b,theta,design,J0,Jmax,alpha,alpha_adj,delta,power_target,gamma,correction,K,seed,R,reject_rate_mcse,ci_cover_mcse,pJmax_mcse,module_cell,theta_mult,B,alpha_plan,alpha_note,cell_id,module,projected_R,bootstrap_B
0.912,0.912,0.967,0.4997627744881992,-0.000237225511800776,0.11511140732868615,65.3715,10.19865127112404,50.0,64.0,84.0,0.0,0.0,0.0002207399606704712,normal,0.6,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400066,2000,0.0063346665263453285,0.003994433626936366,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0066,B,2000,999
0.857,0.857,0.953,0.49548802784057744,-0.0045119721594225615,0.16206509718855744,32.8505,6.1101677350134995,24.0,32.0,44.0,0.0,0.0,0.0002199842929840088,normal,0.6,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400067,2000,0.007827866886962246,0.004732388403332932,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0067,B,2000,999
1.0,1.0,0.0,-2.2007115861334725,-2.2007115861334725,2.2040182633779524,466.712,109.3246909714361,303.0,458.0,665.05,0.0,0.0,0.00021361780166625975,empirical,0.6,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400068,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0068,B,2000,999
1.0,1.0,0.0,-2.201560081263611,-2.201560081263611,2.208015403184868,246.6025,78.20885815398407,136.0,236.0,395.04999999999995,0.0,0.0,0.00021186864376068114,empirical,0.6,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400069,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0069,B,2000,999
1.0,1.0,0.0,-2.1953409706198777,-2.6953409706198777,2.6980313126757896,468.96,111.96097713042701,301.95,459.0,662.0999999999999,0.0,0.0,0.0002153606414794922,empirical,0.6,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400070,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0070,B,2000,999
1.0,1.0,0.0,-2.2070943981347693,-2.7070943981347693,2.7125857248608845,247.161,78.04440453357306,137.0,238.5,382.04999999999995,0.0,0.0,0.0002145155668258667,empirical,0.6,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400071,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0071,B,2000,999
0.0,0.0,1.0,-0.000406951677448706,-0.000406951677448706,0.056874146411628655,65.838,11.339125010334792,50.0,65.0,86.04999999999995,0.0,0.0,0.00020997083187103272,normal,0.9,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400072,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0072,B,2000,999
0.047,0.047,0.953,-0.0020391602337609996,-0.0020391602337609996,0.13473176520802072,10.202,1.5569829799968913,8.0,10.0,13.0,0.0,0.0,0.00023677778244018556,normal,0.9,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400073,2000,0.00473238840333293,0.004732388403332932,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0073,B,2000,999
0.9965,0.9965,1.0,0.4973728224959356,-0.002627177504064382,0.05736511778944503,65.4005,11.126144873674798,50.0,65.0,86.0,0.0,0.0,0.00021512162685394286,normal,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400074,2000,0.0013205585939290896,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0074,B,2000,999
0.8755,0.8755,0.949,0.49780594139731166,-0.0021940586026883424,0.1405036024896621,10.19,1.5620179256333777,8.0,10.0,13.0,0.0,0.0,0.00023175573348999023,normal,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400075,2000,0.007382403064043579,0.004919298730510276,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0075,B,2000,999
1.0,1.0,0.0,-2.1996775165680207,-2.1996775165680207,2.2028027063504894,473.793,110.43525773501867,309.95,466.0,671.05,0.0005,0.0005,0.00021851623058319092,empirical,0.9,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400076,2000,0.0,0.0,0.0004998749843710925,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0076,B,2000,999
1.0,1.0,0.0,-2.200878890040087,-2.200878890040087,2.207674873608329,245.261,76.85422486109661,132.0,238.0,385.04999999999995,0.0,0.0,0.0002091052532196045,empirical,0.9,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400077,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0077,B,2000,999
1.0,1.0,0.0,-2.2022304701838373,-2.7022304701838373,2.7050853527150065,471.541,114.16479456907896,298.0,462.0,671.0,0.0005,0.0005,0.00021764636039733887,empirical,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400078,2000,0.0,0.0,0.0004998749843710925,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0078,B,2000,999
1.0,1.0,0.0,-2.201762285266548,-2.701762285266548,2.7074906448077685,243.53,77.22497717707658,132.0,236.0,377.04999999999995,0.0,0.0,0.0002684187889099121,empirical,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400079,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0079,B,2000,999
0.0785,0.0785,0.784,-0.00642425471006474,-0.00642425471006474,0.196704608382008,65.0925,9.097743882413926,50.0,64.5,81.0,0.0,0.0,0.0004451003074645996,normal,-0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400080,2000,0.006014056451347958,0.00920173896608679,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0080,B,2000,999
0.0525,0.0525,0.9475,0.0027032396947926475,0.0027032396947926475,0.1630499029591042,101.5665,19.95736900871455,71.0,100.0,137.0,0.0,0.0,0.00039822113513946535,normal,-0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400081,2000,0.004987171041783107,0.004987171041783106,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0081,B,2000,999
0.783,0.783,0.78,0.5003054484950717,0.0003054484950717473,0.19894552155907663,65.646,9.15394363102592,51.0,65.0,82.0,0.0,0.0,0.00032842254638671873,normal,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400082,2000,0.009217130790001842,0.009262828941527529,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0082,B,2000,999
0.855,0.855,0.9465,0.49786039865665555,-0.002139601343344455,0.16449053620974557,101.147,20.241476996503984,70.0,100.0,137.0,0.0,0.0,0.00032715332508087157,normal,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400083,2000,0.007873214083206426,0.005031786462082825,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0083,B,2000,999
1.0,1.0,0.0,-2.200726432216432,-2.200726432216432,2.2039523727837644,475.5895,113.06533504903261,304.95,464.0,678.1499999999999,0.0,0.0,0.0002226393222808838,empirical,-0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400084,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0084,B,2000,999
1.0,1.0,0.0,-2.2056955651724093,-2.2056955651724093,2.212129214319312,248.1675,81.03545794126174,131.0,236.0,397.0,0.0,0.0,0.00021510577201843263,empirical,-0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400085,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0085,B,2000,999
1.0,1.0,0.0,-2.19815528950765,-2.69815528950765,2.700779876984609,468.605,109.35553472504262,304.0,461.0,660.0,0.0005,0.0005,0.00020874512195587157,empirical,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400086,2000,0.0,0.0,0.0004998749843710925,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0086,B,2000,999
1.0,1.0,0.0,-2.2087166085588983,-2.7087166085588983,2.714167388965425,248.122,78.78477718442821,133.0,239.0,387.04999999999995,0.0,0.0,0.00021334362030029296,empirical,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400087,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0087,B,2000,999
0.0575,0.0575,0.8365,-0.001834399595830153,-0.001834399595830153,0.17629162367911438,65.284,8.853097988839838,51.0,64.0,81.0,0.0,0.0,0.000208703875541687,normal,0.0,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400088,2000,0.005205465877325487,0.008269454335081607,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0088,B,2000,999
0.0515,0.0515,0.9485,-0.001125411030493566,-0.001125411030493566,0.16275129145652414,78.6145,15.281815656197402,55.0,78.0,106.0,0.0,0.0,0.00021300649642944336,normal,0.0,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400089,2000,0.004942051699446294,0.004942051699446293,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0089,B,2000,999
0.8015,0.8015,0.831,0.4948800759994516,-0.005119924000548393,0.18000706995513552,65.297,8.917723420245775,51.0,65.0,81.0,0.0,0.0,0.00021504592895507812,normal,0.0,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400090,2000,0.008919017602852906,0.008379707632131328,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0090,B,2000,999
0.8585,0.8585,0.941,0.4999458317544428,-5.4168245557206784e-05,0.1660496854699586,78.8975,15.631890280768989,55.0,78.0,105.0,0.0,0.0,0.00020843994617462158,normal,0.0,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400091,2000,0.007793514932301085,0.005268728499363013,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0091,B,2000,999
1.0,1.0,0.0,-2.2029223107577054,-2.2029223107577054,2.2062818416425016,475.243,111.07553263883095,305.0,469.0,669.05,0.0,0.0,0.00022942161560058594,empirical,0.0,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400092,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0092,B,2000,999
1.0,1.0,0.0,-2.207003270950124,-2.207003270950124,2.2136701345937864,246.823,78.0103818154994,131.0,241.0,386.04999999999995,0.0,0.0,0.00021059560775756836,empirical,0.0,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400093,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0093,B,2000,999
1.0,1.0,0.0,-2.1946904736994646,-2.6946904736994646,2.6973587916067667,468.884,113.8911346154739,301.0,459.0,669.05,0.0005,0.0005,0.00021777439117431641,empirical,0.0,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400094,2000,0.0,0.0,0.0004998749843710925,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0094,B,2000,999
1.0,1.0,0.0,-2.200801027871545,-2.700801027871545,2.705977722918167,246.9115,77.7667645446948,133.0,240.0,387.04999999999995,0.0,0.0,0.00021001458168029785,empirical,0.0,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400095,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0095,B,2000,999
0.0235,0.0235,0.899,0.00415339541797171,0.00415339541797171,0.14910739437817536,65.362,9.150243494027904,51.0,65.0,81.0,0.0,0.0,0.00021751463413238525,normal,0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400096,2000,0.0033873108803297047,0.006737915107805974,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0096,B,2000,999
0.0505,0.0505,0.9495,0.001689053175044881,0.001689053175044881,0.16122491323947788,55.737,10.483455107930782,39.95,55.0,74.0,0.0,0.0,0.00021282553672790527,normal,0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400097,2000,0.00489641450451246,0.0048964145045124596,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0097,B,2000,999
0.8695,0.8695,0.9035,0.49861803768366453,-0.0013819623163354722,0.14515529590786516,65.525,9.032849771805132,51.0,65.0,81.0,0.0,0.0,0.00021519124507904052,normal,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400098,2000,0.00753225563825339,0.006602565789145914,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0098,B,2000,999
0.865,0.865,0.9515,0.5012743111473511,0.0012743111473511037,0.1600499966715201,55.5345,10.795962659716825,39.0,55.0,75.0,0.0,0.0,0.00021847140789031983,normal,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400099,2000,0.007641171376170017,0.004803527349771207,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0099,B,2000,999
1.0,1.0,0.0,-2.1971703977507575,-2.1971703977507575,2.200336643047992,472.329,111.77480824854946,304.0,463.0,671.0,0.0,0.0,0.00021461164951324462,empirical,0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400100,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0100,B,2000,999
1.0,1.0,0.0,-2.2029088614043673,-2.2029088614043673,2.2094678901924993,244.2025,77.38224275471731,136.0,236.0,384.04999999999995,0.0,0.0,0.00021740949153900146,empirical,0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400101,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0101,B,2000,999
1.0,1.0,0.0,-2.200685068165791,-2.700685068165791,2.703431242971585,468.265,111.49075645541204,306.0,459.0,670.0999999999999,0.0,0.0,0.00020644736289978028,empirical,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400102,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0102,B,2000,999
1.0,1.0,0.0,-2.2006604732291897,-2.7006604732291897,2.706164673752978,246.6905,78.0341957717897,138.0,240.0,387.0,0.0,0.0,0.00020988786220550536,empirical,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400103,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0103,B,2000,999
0.003,0.003,0.9685,-0.004143976555730521,-0.004143976555730521,0.11278693176299084,65.5615,9.981093013793629,50.0,65.0,83.0,0.0,0.0,0.00021300983428955078,normal,0.6,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400104,2000,0.0012229063741758812,0.0039056209493497944,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0104,B,2000,999
0.047,0.047,0.953,0.00048824921787483786,0.00048824921787483786,0.15849210890203888,33.005,6.237946376813446,23.0,33.0,44.0,0.0,0.0,0.00021832597255706787,normal,0.6,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400105,2000,0.00473238840333293,0.004732388403332932,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0105,B,2000,999
0.929,0.929,0.97,0.5036652331110334,0.0036652331110333947,0.11046309356838761,65.8385,10.450713743567949,50.0,65.0,86.0,0.0,0.0,0.00024456286430358886,normal,0.6,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400106,2000,0.005742778073371805,0.003814446224552132,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0106,B,2000,999
0.8665,0.8665,0.9515,0.4969586316132142,-0.0030413683867858143,0.156762173222719,32.752,6.131108871974139,23.0,32.0,44.0,0.0,0.0,0.00043710434436798097,normal,0.6,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400107,2000,0.0076051873744175415,0.004803527349771207,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0107,B,2000,999
1.0,1.0,0.0,-2.197379481464126,-2.197379481464126,2.2006128278694677,471.2725,115.96431883881353,298.0,464.0,675.0,0.0,0.0,0.00041217029094696043,empirical,0.6,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400108,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0108,B,2000,999
1.0,1.0,0.0,-2.2021608343774157,-2.2021608343774157,2.2087976623151837,245.6865,77.78224230343325,134.0,238.0,386.04999999999995,0.0,0.0,0.00042099857330322267,empirical,0.6,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400109,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0109,B,2000,999
1.0,1.0,0.0,-2.203248957808488,-2.703248957808488,2.7059862880698864,475.084,111.7237170165762,303.95,466.0,672.05,0.0,0.0,0.0003227787017822266,empirical,0.6,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400110,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0110,B,2000,999
1.0,1.0,0.0,-2.207472298979881,-2.707472298979881,2.7130288148571187,246.7755,79.7902757217319,131.95,237.0,393.04999999999995,0.0,0.0,0.00022523796558380127,empirical,0.6,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400111,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0111,B,2000,999
0.0,0.0,1.0,-0.002011182265007668,-0.002011182265007668,0.057120196547696185,65.8335,11.57539536041858,50.0,65.0,87.0,0.0,0.0,0.00021564733982086182,normal,0.9,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400112,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0112,B,2000,999
0.0505,0.0505,0.9495,0.00015912877034479856,0.00015912877034479856,0.14034927245846046,10.2005,1.5199670226685842,8.0,10.0,13.0,0.0,0.0,0.0002421818971633911,normal,0.9,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400113,2000,0.00489641450451246,0.0048964145045124596,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0113,B,2000,999
0.9965,0.9965,1.0,0.500068764810079,6.876481007900281e-05,0.05556391355281852,65.2435,11.420954765254962,50.0,64.0,86.0,0.0,0.0,0.00022030699253082275,normal,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400114,2000,0.0013205585939290896,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0114,B,2000,999
0.8755,0.8755,0.9485,0.4996161847894115,-0.00038381521058850065,0.14266033102312808,10.2305,1.542196404482905,8.0,10.0,13.0,0.0,0.0,0.0002340085506439209,normal,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400115,2000,0.007382403064043579,0.004942051699446293,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0115,B,2000,999
1.0,1.0,0.0,-2.1955854412542695,-2.1955854412542695,2.1988792829006316,470.5735,111.40123247859515,302.0,461.0,671.05,0.0,0.0,0.00021345961093902587,empirical,0.9,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400116,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0116,B,2000,999
1.0,1.0,0.0,-2.203557812742479,-2.203557812742479,2.210074477082652,246.283,79.39308478072886,133.0,238.0,388.04999999999995,0.0,0.0,0.00021849822998046875,empirical,0.9,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400117,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0117,B,2000,999
1.0,1.0,0.0,-2.204290263067339,-2.704290263067339,2.7068906558117805,473.0605,115.14541171818354,302.95,460.0,677.0,0.0,0.0,0.00020992922782897948,empirical,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400118,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0118,B,2000,999
1.0,1.0,0.0,-2.2032866022823816,-2.7032866022823816,2.7087376282897955,249.318,79.1669051813951,137.0,240.0,398.0,0.0,0.0,0.0002193624973297119,empirical,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,holm,1,400119,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0119,B,2000,999
0.078,0.078,0.7825,0.00350798537932947,0.00350798537932947,0.19728711551835804,65.5205,9.089146260788194,51.0,65.0,81.0,0.0,0.0,0.0002111464738845825,normal,-0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bh,1,400120,2000,0.005996498978570746,0.00922479674572833,0.0,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0120,B,2000,999
0.0465,0.0465,0.9535,0.001223923489664312,0.001223923489664312,0.16110178556887922,101.1915,19.77412015109648,72.0,99.0,136.0,0.0,0.0,0.00020189106464385987,normal,-0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bh,1,400121,2000,0.004708383480558906,0.004708383480558906,0.0,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0121,B,2000,999
0.7685,0.7685,0.777,0.49239444123628245,-0.007605558763717546,0.2002989104869831,65.651,9.18102385357973,51.0,65.0,81.04999999999995,0.0,0.0,0.00021659493446350098,normal,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bh,1,400122,2000,0.009431536195127495,0.009307819293475782,0.0,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0122,B,2000,999
0.861,0.861,0.952,0.5020511136559811,0.002051113655981096,0.1646020490664813,100.9965,20.021400743953954,70.0,100.0,135.0,0.0,0.0,0.00019874930381774903,normal,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bh,1,400123,2000,0.0077355995242773526,0.004779958158812692,0.0,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0123,B,2000,999
1.0,1.0,0.0,-2.201906848374651,-2.201906848374651,2.205228245589141,477.2175,113.53418953667656,302.95,467.0,672.0,0.0,0.0,0.00021893060207366942,empirical,-0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bh,1,400124,2000,0.0,0.0,0.0,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0124,B,2000,999
1.0,1.0,0.0,-2.20069855701677,-2.20069855701677,2.2068040744158033,244.958,76.35527641230827,134.95,238.0,383.0,0.0,0.0,0.00020746076107025147,empirical,-0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bh,1,400125,2000,0.0,0.0,0.0,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0125,B,2000,999
1.0,1.0,0.0,-2.1940873019449687,-2.6940873019449687,2.696756305643895,471.9745,114.58223618759585,301.0,462.0,677.0,0.0,0.0,0.0002193397283554077,empirical,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bh,1,400126,2000,0.0,0.0,0.0,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0126,B,2000,999
1.0,1.0,0.0,-2.2059583994354837,-2.7059583994354837,2.7113432233604566,243.155,77.68196685846723,136.0,234.0,387.0,0.0,0.0,0.00020959842205047608,empirical,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bh,1,400127,2000,0.0,0.0,0.0,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0127,B,2000,999
0.052,0.052,0.83,0.007560176375523088,0.007560176375523088,0.17752016749781943,65.1515,8.987187977893864,50.0,65.0,81.0,0.0,0.0,0.00021018612384796144,normal,0.0,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bh,1,400128,2000,0.004964675215963275,0.008399404740813483,0.0,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0128,B,2000,999
0.0475,0.0475,0.9525,-0.0031755624484068874,-0.0031755624484068874,0.16151052640669278,78.1575,15.783462666664752,54.0,77.0,107.0,0.0,0.0,0.00021302390098571777,normal,0.0,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bh,1,400129,2000,0.004756245893559331,0.00475624589355933,0.0,B,0.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0129,B,2000,999
0.8035,0.8035,0.828,0.4987448294494286,-0.001255170550571394,0.17817986540712805,65.499,8.790506185652793,52.0,65.0,81.0,0.0,0.0,0.00021504819393157958,normal,0.0,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bh,1,400130,2000,0.008885036578427801,0.0084384832760396,0.0,B,1.0,999,0.05,BH: plan at alpha*r/K with r = 1 pre-declared expected rejections (r = 1 reduces to Bonferroni).,B_0130,B,2000,999
