reject_rate,t1e_or_power,ci_cover,E_theta,bias,rmse,E_J,sd_J,q05_J,q50_J,q95_J,P_J_eq_Jmax,pJmax,mean_wall,family,rho,sigma_a,sigma_b,theta,design,J0,Jmax,alpha,alpha_adj,delta,power_target,gamma,correction,K,seed,R,reject_rate_mcse,ci_cover_mcse,pJmax_mcse,module_cell,theta_mult,B,alpha_plan,alpha_note,cell_id,module,projected_R,bootstrap_B
0.8275,0.8275,0.8435,0.5076645158186278,0.007664515818627815,0.1723965557467412,65.282,8.657856316664073,51.0,65.0,80.0,0.0,0.0,0.0002135995626449585,normal,0.0,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400010,2000,0.008448187675472178,0.008124276890899274,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0010,B,2000,999
0.855,0.855,0.944,0.4967345960869913,-0.0032654039130087242,0.16669081590281526,78.438,15.181013009677583,55.0,77.0,105.0,0.0,0.0,0.00021642684936523437,normal,0.0,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400011,2000,0.007873214083206426,0.005141206084179083,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0011,B,2000,999
1.0,1.0,0.0,-2.1982538885687672,-2.1982538885687672,2.201462099525265,471.375,113.52610878119623,300.0,463.5,672.05,0.0,0.0,0.00021178746223449708,empirical,0.0,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400012,2000,0.0,0.0,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0012,B,2000,999
1.0,1.0,0.0,-2.2015796956378106,-2.2015796956378106,2.2079206688991397,249.5515,79.61847993870518,135.0,241.0,392.04999999999995,0.0,0.0,0.0002133345603942871,empirical,0.0,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400013,2000,0.0,0.0,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0013,B,2000,999
1.0,1.0,0.0,-2.1949542118707615,-2.6949542118707615,2.6977519130842382,475.3885,110.18661247061732,309.0,468.0,667.05,0.0,0.0,0.000209824800491333,empirical,0.0,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400014,2000,0.0,0.0,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0014,B,2000,999
1.0,1.0,0.0,-2.2020573854784775,-2.7020573854784775,2.7074743135608736,244.1715,75.49131133945151,135.0,237.0,376.0,0.0,0.0,0.0002099214792251587,empirical,0.0,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400015,2000,0.0,0.0,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0015,B,2000,999
0.0225,0.0225,0.905,0.0006751691091926473,0.0006751691091926473,0.1470242843879263,65.5475,9.217686464075461,51.0,65.0,82.0,0.0,0.0,0.0002124786376953125,normal,0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400016,2000,0.0033161536454151216,0.006556485338960196,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0016,B,2000,999
0.0505,0.0505,0.9495,0.001312767649301377,0.001312767649301377,0.1627209421927642,55.81,10.969407458928673,39.0,55.0,75.0,0.0,0.0,0.00021406888961791992,normal,0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400017,2000,0.00489641450451246,0.0048964145045124596,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0017,B,2000,999
0.8635,0.8635,0.9155,0.5028034115820074,0.0028034115820073646,0.14428436283455565,65.4045,8.976295435757448,51.0,65.0,82.0,0.0,0.0,0.0002285367250442505,normal,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400018,2000,0.007676840170278393,0.006219314672855845,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0018,B,2000,999
0.856,0.856,0.9525,0.5016326805885989,0.0016326805885988893,0.16218165722203048,55.5725,10.997033406787487,39.0,54.5,75.0,0.0,0.0,0.00021562588214874267,normal,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400019,2000,0.007850605072222142,0.00475624589355933,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0019,B,2000,999
1.0,1.0,0.0,-2.202718386559135,-2.202718386559135,2.2059758923834276,476.719,112.59188709227678,311.0,466.0,674.0,0.0,0.0,0.00021920967102050782,empirical,0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400020,2000,0.0,0.0,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0020,B,2000,999
1.0,1.0,0.0,-2.200613888200818,-2.200613888200818,2.2068577794423136,245.4775,76.58482547966013,133.0,238.0,383.0,0.0,0.0,0.00022654426097869874,empirical,0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400021,2000,0.0,0.0,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0021,B,2000,999
1.0,1.0,0.0,-2.1992037387628742,-2.6992037387628742,2.7018484891203287,469.685,113.40688592409192,296.0,463.0,671.0,0.0,0.0,0.00022085869312286376,empirical,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400022,2000,0.0,0.0,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0022,B,2000,999
1.0,1.0,0.0,-2.2039940667588,-2.7039940667588,2.7089917613003145,246.9645,80.26422764687891,136.0,235.5,388.04999999999995,0.0,0.0,0.0002279038429260254,empirical,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400023,2000,0.0,0.0,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0023,B,2000,999
0.004,0.004,0.9765,0.0026405534573786566,0.0026405534573786566,0.1107605439562863,65.146,9.919409458228852,50.0,64.0,83.0,0.0,0.0,0.0003284015655517578,normal,0.6,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400024,2000,0.001411382301150188,0.0033873108803297025,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0024,B,2000,999
0.047,0.047,0.953,-0.0015214501322013253,-0.0015214501322013253,0.15841857987138883,32.832,6.185206221299334,23.0,32.0,44.0,0.0,0.0,0.0004446659088134766,normal,0.6,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400025,2000,0.00473238840333293,0.004732388403332932,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0025,B,2000,999
0.917,0.917,0.9765,0.4971120324339757,-0.0028879675660242743,0.1103916636756727,65.419,10.123015311654921,50.0,65.0,83.0,0.0,0.0,0.0004369611740112305,normal,0.6,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400026,2000,0.006168914004912047,0.0033873108803297025,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0026,B,2000,999
0.8585,0.8585,0.954,0.4942108014119322,-0.005789198588067812,0.15509148977167722,32.9875,6.120648964774896,24.0,33.0,43.0,0.0,0.0,0.00034444963932037353,normal,0.6,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400027,2000,0.007793514932301085,0.0046842288586276416,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0027,B,2000,999
1.0,1.0,0.0,-2.2012798731456233,-2.2012798731456233,2.204556940867717,472.2705,113.48412369027662,302.0,462.0,676.05,0.0,0.0,0.0002734570503234863,empirical,0.6,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400028,2000,0.0,0.0,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0028,B,2000,999
1.0,1.0,0.0,-2.2075129359907586,-2.2075129359907586,2.2139381471262918,246.549,78.75200695220408,131.0,239.0,389.0,0.0,0.0,0.00021297073364257813,empirical,0.6,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400029,2000,0.0,0.0,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0029,B,2000,999
1.0,1.0,0.0,-2.19372177489685,-2.69372177489685,2.6963822080448616,471.0645,112.28528549970383,306.0,459.0,671.0,0.0005,0.0005,0.00021188211441040039,empirical,0.6,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400030,2000,0.0,0.0,0.0004998749843710925,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0030,B,2000,999
1.0,1.0,0.0,-2.2030316872221465,-2.7030316872221465,2.7085458294818885,247.696,78.69954627569336,137.0,239.0,386.04999999999995,0.0,0.0,0.0002153850793838501,empirical,0.6,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400031,2000,0.0,0.0,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0031,B,2000,999
0.0,0.0,1.0,-0.0011155974386388838,-0.0011155974386388838,0.05480979684425883,65.8175,11.18884237756525,50.0,65.0,86.0,0.0,0.0,0.00021007180213928223,normal,0.9,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400032,2000,0.0,0.0,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0032,B,2000,999
0.044,0.044,0.956,-0.0008424916518322406,-0.0008424916518322406,0.14395998696360393,10.166,1.5708099821429706,8.0,10.0,13.0,0.0,0.0,0.00023366153240203858,normal,0.9,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400033,2000,0.0045860658521220555,0.004586065852122058,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0033,B,2000,999
0.9965,0.9965,1.0,0.5008767560470466,0.0008767560470466229,0.05756239807875723,65.8345,11.302615173047343,50.0,65.0,87.0,0.0,0.0,0.00021725857257843018,normal,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400034,2000,0.0013205585939290896,0.0,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0034,B,2000,999
0.8775,0.8775,0.954,0.4974598473419197,-0.0025401526580802747,0.13915871060844243,10.2305,1.557680888372198,8.0,10.0,13.0,0.0,0.0,0.00023810899257659912,normal,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400035,2000,0.007331226022978695,0.0046842288586276416,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0035,B,2000,999
1.0,1.0,0.0,-2.1980433628106057,-2.1980433628106057,2.201115012821201,472.613,113.8285782701339,303.0,462.0,670.05,0.0005,0.0005,0.00021713387966156006,empirical,0.9,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400036,2000,0.0,0.0,0.0004998749843710925,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0036,B,2000,999
1.0,1.0,0.0,-2.198033902642028,-2.198033902642028,2.204632232109034,249.067,78.87546837261887,137.0,240.0,391.0,0.0,0.0,0.00020724785327911376,empirical,0.9,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400037,2000,0.0,0.0,0.0,B,0.0,999,0.05,no multiplicity control (caller declared acceptance),B_0037,B,2000,999
1.0,1.0,0.0,-2.2037230501140406,-2.7037230501140406,2.706447732376877,468.463,113.1274751375633,306.0,456.0,677.0,0.0,0.0,0.0002178657054901123,empirical,0.9,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400038,2000,0.0,0.0,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0038,B,2000,999
1.0,1.0,0.0,-2.2045934185470664,-2.7045934185470664,2.7098519126495235,248.339,81.4814523618719,132.95,238.0,401.0,0.0,0.0,0.00021292853355407715,empirical,0.9,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,none,1,400039,2000,0.0,0.0,0.0,B,1.0,999,0.05,no multiplicity control (caller declared acceptance),B_0039,B,2000,999
0.0805,0.0805,0.786,0.00019837186941118313,0.00019837186941118313,0.2007154229708863,64.843,9.080327692324765,50.0,64.0,81.0,0.0,0.0,0.00020831596851348877,normal,-0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400040,2000,0.006083574196144894,0.009170714257897256,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0040,B,2000,999
0.0525,0.0525,0.9475,-0.006543965839987015,-0.006543965839987015,0.16328635365823127,101.178,19.894605198394864,71.0,100.0,135.0,0.0,0.0,0.0002114795446395874,normal,-0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400041,2000,0.004987171041783107,0.004987171041783106,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0041,B,2000,999
0.7685,0.7685,0.7625,0.49495080033935823,-0.005049199660641768,0.20727722182940383,65.328,8.76386992144452,51.0,65.0,81.0,0.0,0.0,0.00022081422805786134,normal,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400042,2000,0.009431536195127495,0.009515612171584129,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0042,B,2000,999
0.866,0.866,0.9515,0.4983017925481851,-0.001698207451814926,0.162167509687634,102.244,20.359505494977032,71.0,101.0,138.0,0.0,0.0,0.0002091463804244995,normal,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400043,2000,0.007617217339685143,0.004803527349771207,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0043,B,2000,999
1.0,1.0,0.0,-2.2020111177035853,-2.2020111177035853,2.205291348391444,468.4585,113.04004722995299,300.0,459.0,672.0,0.0,0.0,0.00021822965145111084,empirical,-0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400044,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0044,B,2000,999
1.0,1.0,0.0,-2.2035451309255794,-2.2035451309255794,2.2099796337825004,248.5395,78.88029183357526,136.0,241.0,389.0,0.0,0.0,0.00021104323863983153,empirical,-0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400045,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0045,B,2000,999
1.0,1.0,0.0,-2.2011935866044476,-2.7011935866044476,2.7038546354901967,470.437,113.40803336183906,303.95,459.0,677.0,0.0,0.0,0.00021256637573242187,empirical,-0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400046,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0046,B,2000,999
1.0,1.0,0.0,-2.208535964306312,-2.708535964306312,2.713610095250854,248.0825,78.45267805339725,137.0,240.0,388.0,0.0,0.0,0.0002110424041748047,empirical,-0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400047,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0047,B,2000,999
0.058,0.058,0.832,-0.0007409682994164037,-0.0007409682994164037,0.17849917288348352,65.548,8.820640339567191,51.0,65.0,81.0,0.0,0.0,0.0002125856876373291,normal,0.0,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400048,2000,0.0052266624149642565,0.008359904305672405,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0048,B,2000,999
0.051,0.051,0.949,0.004662273465055225,0.004662273465055225,0.16442277975212768,78.3,15.31486206271542,55.0,77.0,106.0,0.0,0.0,0.00023471760749816894,normal,0.0,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400049,2000,0.004919298730510275,0.004919298730510276,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0049,B,2000,999
0.811,0.811,0.8415,0.4989806929570088,-0.001019307042991191,0.17570882946273447,64.9665,8.75204991701944,51.0,65.0,80.0,0.0,0.0,0.0003565669059753418,normal,0.0,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400050,2000,0.00875439889427024,0.008166325673153134,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0050,B,2000,999
0.872,0.872,0.959,0.5036131056028994,0.0036131056028994024,0.15958927613420185,78.1705,14.88433504561087,55.0,77.0,104.0,0.0,0.0,0.0004053729772567749,normal,0.0,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400051,2000,0.007470475219154402,0.00443390347211123,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0051,B,2000,999
1.0,1.0,0.0,-2.199999988582302,-2.199999988582302,2.203334033185415,471.6085,109.63500457312892,303.95,465.0,660.1499999999999,0.0,0.0,0.0004541236162185669,empirical,0.0,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400052,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0052,B,2000,999
1.0,1.0,0.0,-2.203243262763239,-2.203243262763239,2.20964838949208,246.3865,80.26288131976075,133.95,238.0,388.0,0.0,0.0,0.00042801070213317874,empirical,0.0,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400053,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0053,B,2000,999
1.0,1.0,0.0,-2.2002387786878748,-2.7002387786878748,2.702907374040286,473.948,112.14927238283805,302.0,468.0,677.05,0.0,0.0,0.0004354747533798218,empirical,0.0,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400054,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0054,B,2000,999
1.0,1.0,0.0,-2.201997434415448,-2.701997434415448,2.7074597502419486,247.652,77.9477254061977,134.0,239.0,388.0,0.0,0.0,0.00030764532089233397,empirical,0.0,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400055,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0055,B,2000,999
0.0215,0.0215,0.895,0.0014332258048621118,0.0014332258048621118,0.14946798695767582,65.15,9.074662528160482,50.0,65.0,81.0,0.0,0.0,0.000352103590965271,normal,0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400056,2000,0.003243281517229116,0.006854742883580681,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0056,B,2000,999
0.0515,0.0515,0.9485,-0.0005853721799895148,-0.0005853721799895148,0.16548653454366063,55.174,10.559485025322022,40.0,54.0,74.0,0.0,0.0,0.00023143875598907472,normal,0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400057,2000,0.004942051699446294,0.004942051699446293,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0057,B,2000,999
0.8485,0.8485,0.9035,0.49705155077264807,-0.0029484492273519347,0.1470358062008117,65.613,9.458976213100442,50.0,65.0,82.0,0.0,0.0,0.00021707415580749512,normal,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400058,2000,0.008017098914195832,0.006602565789145914,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0058,B,2000,999
0.8635,0.8635,0.9515,0.5070864442726426,0.0070864442726426,0.1606799144288183,55.841,10.749312489643234,40.0,55.0,74.0,0.0,0.0,0.0002245016098022461,normal,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400059,2000,0.007676840170278393,0.004803527349771207,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0059,B,2000,999
1.0,1.0,0.0,-2.200620475415286,-2.200620475415286,2.203983808358944,475.9515,113.03193419450098,305.0,469.0,677.0,0.0,0.0,0.00021394193172454833,empirical,0.3,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400060,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0060,B,2000,999
1.0,1.0,0.0,-2.2066814438296967,-2.2066814438296967,2.2131095246955255,247.052,76.2537297186177,135.0,240.0,382.04999999999995,0.0,0.0,0.00021334874629974366,empirical,0.3,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400061,2000,0.0,0.0,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0061,B,2000,999
1.0,1.0,0.0,-2.2001774341182525,-2.7001774341182525,2.7028322856320663,470.6425,112.24619678969083,303.0,462.0,670.0,0.0005,0.0005,0.00021445882320404052,empirical,0.3,1.0,1.0,0.5,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400062,2000,0.0,0.0,0.0004998749843710925,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0062,B,2000,999
1.0,1.0,0.0,-2.1985845782615443,-2.6985845782615443,2.7040818842515284,246.2425,77.28181994330879,136.0,238.0,387.04999999999995,0.0,0.0,0.0002094670534133911,empirical,0.3,1.0,1.0,0.5,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400063,2000,0.0,0.0,0.0,B,1.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0063,B,2000,999
0.0045,0.0045,0.9635,-0.002077162232902625,-0.002077162232902625,0.11415999371832716,65.5745,10.280148333073798,50.0,65.0,85.0,0.0,0.0,0.0002167123556137085,normal,0.6,1.0,1.0,0.0,D3,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400064,2000,0.0014966211945579282,0.004193313129257102,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0064,B,2000,999
0.0435,0.0435,0.9565,0.0037828787986234577,0.0037828787986234577,0.1581878403599976,32.5955,5.883866054729662,24.0,32.0,43.0,0.0,0.0,0.00022130930423736573,normal,0.6,1.0,1.0,0.0,D4,50,1000,0.05,0.05,0.5,0.8,0.2,bonferroni,1,400065,2000,0.004561126505590478,0.004561126505590477,0.0,B,0.0,999,0.05,plan every contrast at alpha/K = 0.05000/1,B_0065,B,2000,999
